Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,23.48834,[32 29] ; [64  7],[44.36363636 16.63636364] ; [51.63636364 19.36363636],1
r4,1,6e-05,16.104127,[27 35] ; [55 16],[38.22556391 23.77443609] ; [43.77443609 27.22556391],1
p7,1,6.1e-05,16.074261,[15 45] ; [42 28],[26.30769231 33.69230769] ; [30.69230769 39.30769231],1
p9,1,0.000131,14.620301,[16 43] ; [42 27],[26.734375 32.265625] ; [31.265625 37.734375],1
v4,1,0.000141,14.486349,[38 23] ; [64  7],[47.13636364 13.86363636] ; [54.86363636 16.13636364],1
p10,1,0.003075,8.762272,[16 43] ; [37 33],[24.24031008 34.75968992] ; [28.75968992 41.24031008],0
s6,1,0.004116,8.231977,[16 45] ; [36 35],[24.03030303 36.96969697] ; [27.96969697 43.03030303],0
d3,1,0.004344,8.133957,[25 37] ; [45 24],[33.12977099 28.87022901] ; [36.87022901 32.12977099],0
p3,1,0.005796,7.612716,[10 51] ; [27 44],[17.09848485 43.90151515] ; [19.90151515 51.09848485],0
n3,1,0.007899,7.056261,[10 14] ; [19  5],[14.5  9.5] ; [14.5  9.5],0
p4,1,0.008762,6.870767,[12 48] ; [29 41],[18.92307692 41.07692308] ; [22.07692308 47.92307692],0
v1,1,0.011773,6.344806,[13 49] ; [29 41],[19.72727273 42.27272727] ; [22.27272727 47.72727273],0
b3,1,0.012503,6.238051,[18 22] ; [ 5 25],[13.14285714 26.85714286] ; [ 9.85714286 20.14285714],0
b2,1,0.012503,6.238051,[18 22] ; [ 5 25],[13.14285714 26.85714286] ; [ 9.85714286 20.14285714],0
r2,1,0.014333,5.996694,[44 14] ; [65  6],[49.00775194  8.99224806] ; [59.99224806 11.00775194],0
p8,1,0.031658,4.616906,[11 50] ; [24 45],[16.42307692 44.57692308] ; [18.57692308 50.42307692],0
p1,1,0.033136,4.538745,[ 6 56] ; [ 1 70],[ 3.26315789 58.73684211] ; [ 3.73684211 67.26315789],0
n2,1,0.037514,4.326923,[12 14] ; [18  6],[15.6 10.4] ; [14.4  9.6],0
n6,1,0.046092,3.978239,[29 32] ; [46 25],[34.65909091 26.34090909] ; [40.34090909 30.65909091],0
s3,1,0.077784,3.110613,[16 44] ; [29 41],[20.76923077 39.23076923] ; [24.23076923 45.76923077],0
r1,1,0.081292,3.03888,[30 31] ; [45 25],[34.92366412 26.07633588] ; [40.07633588 29.92366412],0
