Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,23.48834,[32 29] ; [64  7],[44.36363636 16.63636364] ; [51.63636364 19.36363636],1
p6,1,0.085823,2.951022,[ 5 55] ; [13 56],[ 8.37209302 51.62790698] ; [ 9.62790698 59.37209302],0
a7,1,0.092825,2.824679,[35 26] ; [50 20],[39.58015267 21.41984733] ; [45.41984733 24.58015267],0
s2,1,0.097462,2.746597,[10 52] ; [20 51],[13.98496241 48.01503759] ; [16.01503759 54.98496241],0
a6,1,0.115692,2.474687,[30 32] ; [44 27],[34.4962406 27.5037594] ; [39.5037594 31.4962406],0
s8,1,0.122155,2.389471,[ 3 58] ; [ 9 62],[ 5.54545455 55.45454545] ; [ 6.45454545 64.54545455],0
s4,1,0.127745,2.3197,[ 7 55] ; [15 56],[10.2556391 51.7443609] ; [11.7443609 59.2556391],0
d4,1,0.144738,2.126849,[40 22] ; [54 17],[43.81954887 18.18045113] ; [50.18045113 20.81954887],0
s5,1,0.173794,1.849905,[ 7 53] ; [14 54],[ 9.84375 50.15625] ; [11.15625 56.84375],0
b5,1,0.255153,1.294866,[36 26] ; [48 23],[39.15789474 22.84210526] ; [44.84210526 26.15789474],0
d1,1,0.261412,1.261263,[22 40] ; [32 39],[25.17293233 36.82706767] ; [28.82706767 42.17293233],0
n1,1,0.307014,1.043478,[10 15] ; [ 6 17],[ 8.33333333 16.66666667] ; [ 7.66666667 15.33333333],0
b4,1,0.336089,0.925291,[28 34] ; [38 33],[30.76691729 31.23308271] ; [35.23308271 35.76691729],0
d5,1,0.394783,0.724161,[40 22] ; [50 20],[42.27272727 19.72727273] ; [47.72727273 22.27272727],0
v2,1,0.40104,0.705205,[19 41] ; [26 41],[21.25984252 38.74015748] ; [23.74015748 43.25984252],0
u1,1,0.408064,0.684434,[ 3 59] ; [ 6 65],[ 4.19548872 57.80451128] ; [ 4.80451128 66.19548872],0
n4,1,0.425543,0.634957,[31 30] ; [41 30],[33.27272727 27.72727273] ; [38.72727273 32.27272727],0
p5,1,0.50595,0.442434,[ 2 59] ; [ 4 66],[ 2.79389313 58.20610687] ; [ 3.20610687 66.79389313],0
a3,1,0.531201,0.392093,[35 25] ; [37 33],[33.23076923 26.76923077] ; [38.76923077 31.23076923],0
a2,1,0.556926,0.345055,[ 9 53] ; [13 58],[10.2556391 51.7443609] ; [11.7443609 59.2556391],0
a5,1,0.58098,0.304653,[37 25] ; [39 32],[35.42857143 26.57142857] ; [40.57142857 30.42857143],0
u3,1,0.601011,0.273473,[10 17] ; [14 18],[10.98305085 16.01694915] ; [13.01694915 18.98305085],0
b1,1,0.702092,0.146304,[30 32] ; [32 39],[28.90225564 33.09774436] ; [33.09774436 37.90225564],0
a4,1,0.732246,0.117059,[22 38] ; [24 47],[21.06870229 38.93129771] ; [24.93129771 46.06870229],0
d2,1,0.777585,0.079788,[26 35] ; [32 39],[26.8030303 34.1969697] ; [31.1969697 39.8030303],0
n5,1,0.798731,0.06502,[34 27] ; [38 33],[33.27272727 27.72727273] ; [38.72727273 32.27272727],0
a8,1,0.811885,0.056641,[ 5 53] ; [ 5 62],[ 4.64 53.36] ; [ 5.36 61.64],0
v3,1,0.917591,0.010706,[16 43] ; [19 49],[16.25984252 42.74015748] ; [18.74015748 49.25984252],0
u2,1,0.932889,0.007091,[ 9 18] ; [11 21],[ 9.15254237 17.84745763] ; [10.84745763 21.15254237],0
