Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000288,13.149693,[ 7 26] ; [223 190],[17.01793722 15.98206278] ; [212.98206278 200.01793722],1
r3,1,0.000509,12.082825,[27  6] ; [409  18],[31.27826087  1.72173913] ; [404.72173913  22.27826087],1
r4,1,0.001443,10.149624,[23 10] ; [380  48],[28.84815618  4.15184382] ; [374.15184382  53.84815618],0
p2,1,0.001985,9.563223,[22 11] ; [367  57],[28.08971554  4.91028446] ; [360.91028446  63.08971554],0
a4,1,0.006379,7.440039,[ 6 27] ; [181 246],[13.41521739 19.58478261] ; [173.58478261 253.41521739],0
b1,1,0.008846,6.85375,[19 14] ; [149 279],[12.02603037 20.97396963] ; [155.97396963 272.02603037],0
p6,1,0.018503,5.547913,[ 4 29] ; [134 289],[ 9.98684211 23.01315789] ; [128.01315789 294.98684211],0
p11,1,0.02403,5.092489,[24  9] ; [372  56],[28.34707158  4.65292842] ; [367.65292842  60.34707158],0
n6,1,0.024325,5.071278,[23 10] ; [361  65],[27.60784314  5.39215686] ; [356.39215686  69.60784314],0
p3,1,0.029646,4.729707,[ 9 23] ; [205 222],[14.91938998 17.08061002] ; [199.08061002 227.91938998],0
a5,1,0.034132,4.488095,[18 15] ; [308 120],[23.3362256  9.6637744] ; [302.6637744 125.3362256],0
s6,1,0.054893,3.685348,[14 19] ; [253 172],[19.23799127 13.76200873] ; [247.76200873 177.23799127],0
u1,1,0.057919,3.595993,[ 1 32] ; [ 64 364],[ 4.65292842 28.34707158] ; [ 60.34707158 367.65292842],0
a1,1,0.067158,3.351162,[ 3 30] ; [ 13 415],[ 1.14533623 31.85466377] ; [ 14.85466377 413.14533623],0
p4,1,0.086437,2.939505,[14 18] ; [253 174],[18.61437908 13.38562092] ; [248.38562092 178.61437908],0
a2,1,0.089607,2.881421,[ 3 30] ; [ 92 336],[ 6.80043384 26.19956616] ; [ 88.19956616 339.80043384],0
b2,1,0.107402,2.592043,[ 4 17] ; [ 92 160],[ 7.38461538 13.61538462] ; [ 88.61538462 163.38461538],0
b3,1,0.107402,2.592043,[ 4 17] ; [ 92 160],[ 7.38461538 13.61538462] ; [ 88.61538462 163.38461538],0
v2,1,0.137311,2.207838,[14 18] ; [232 173],[18.01372998 13.98627002] ; [227.98627002 177.01372998],0
a3,1,0.161766,1.957643,[19 14] ; [296 131],[22.59782609 10.40217391] ; [292.40217391 134.59782609],0
s1,1,0.198975,1.649883,[ 2 31] ; [ 10 415],[ 0.86462882 32.13537118] ; [ 11.13537118 413.86462882],0
r2,1,0.209705,1.573464,[28  4] ; [395  28],[29.74945055  2.25054945] ; [393.25054945  29.74945055],0
v4,1,0.24072,1.376374,[29  3] ; [407  20],[30.39651416  1.60348584] ; [405.60348584  21.39651416],0
d1,1,0.27007,1.216389,[15 18] ; [237 191],[18.03904555 14.96095445] ; [233.96095445 194.03904555],0
s8,1,0.280836,1.163041,[10 23] ; [170 257],[12.91304348 20.08695652] ; [167.08695652 259.91304348],0
n5,1,0.295291,1.095338,[23 10] ; [330  95],[25.43449782  7.56550218] ; [327.56550218  97.43449782],0
d4,1,0.308485,1.037153,[24  9] ; [343  85],[26.27114967  6.72885033] ; [340.72885033  87.27114967],0
b5,1,0.329009,0.952794,[18 15] ; [270 158],[20.61605206 12.38394794] ; [267.38394794 160.61605206],0
d2,1,0.398381,0.713206,[12 21] ; [188 240],[14.31670282 18.68329718] ; [185.68329718 242.31670282],0
n3,1,0.452843,0.563526,[5 3] ; [65 22],[5.89473684 2.10526316] ; [64.10526316 22.89473684],0
b4,1,0.458095,0.550545,[21 12] ; [244 184],[18.96963124 14.03036876] ; [246.03036876 181.96963124],0
p1,1,0.496751,0.461872,[ 3 30] ; [ 26 400],[ 2.08496732 30.91503268] ; [ 26.91503268 399.08496732],0
s3,1,0.518026,0.417823,[18 15] ; [207 218],[16.21179039 16.78820961] ; [208.78820961 216.21179039],0
n4,1,0.566187,0.329104,[24  9] ; [330  98],[25.34056399  7.65943601] ; [328.65943601  99.34056399],0
s4,1,0.587163,0.294797,[ 5 28] ; [ 51 376],[ 4.0173913 28.9826087] ; [ 51.9826087 375.0173913],0
d3,1,0.599197,0.276208,[21 12] ; [290 136],[22.35947712 10.64052288] ; [288.64052288 137.35947712],0
d5,1,0.620691,0.244897,[25  8] ; [339  88],[26.11304348  6.88695652] ; [337.88695652  89.11304348],0
a6,1,0.637191,0.222435,[22 11] ; [302 126],[23.19305857  9.80694143] ; [300.80694143 127.19305857],0
v3,1,0.651479,0.204041,[14 19] ; [158 253],[12.78378378 20.21621622] ; [159.21621622 251.78378378],0
a8,1,0.659864,0.193689,[ 5 25] ; [ 54 338],[ 4.1943128 25.8056872] ; [ 54.8056872 337.1943128],0
p8,1,0.686283,0.163138,[16 17] ; [220 202],[17.11648352 15.88351648] ; [218.88351648 203.11648352],0
a7,1,0.760176,0.093178,[24  9] ; [320 106],[24.73202614  8.26797386] ; [319.26797386 106.73202614],0
s7,1,0.767598,0.087331,[14 17] ; [174 236],[13.2154195 17.7845805] ; [174.7845805 235.2154195],0
u3,1,0.771971,0.083983,[8 6] ; [69 61],[7.48611111 6.51388889] ; [69.51388889 60.48611111],0
n2,1,0.822618,0.050256,[6 2] ; [62 25],[5.72631579 2.27368421] ; [62.27368421 24.72631579],0
u2,1,0.862113,0.030166,[8 6] ; [78 53],[8.30344828 5.69655172] ; [77.69655172 53.30344828],0
p7,1,0.879704,0.022905,[20 11] ; [264 154],[19.60801782 11.39198218] ; [264.39198218 153.60801782],0
n1,1,0.892031,0.018424,[2 5] ; [27 60],[2.15957447 4.84042553] ; [26.84042553 60.15957447],0
s2,1,0.892128,0.018391,[14 19] ; [176 251],[13.63043478 19.36956522] ; [176.36956522 250.63043478],0
r1,1,0.914614,0.011496,[26  7] ; [333  94],[25.75434783  7.24565217] ; [333.24565217  93.75434783],0
