Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6e-05,16.088379,[192  69] ; [27 31],[179.18181818  81.81818182] ; [39.81818182 18.18181818],1
p8,1,0.000156,14.293823,[165  99] ; [21 38],[152.0247678 111.9752322] ; [33.9752322 25.0247678],1
p10,1,0.000194,13.890035,[240  26] ; [41 16],[231.41176471  34.58823529] ; [49.58823529  7.41176471],1
p9,1,0.001424,10.174205,[248  19] ; [46 12],[241.53230769  25.46769231] ; [52.46769231  5.53230769],0
r3,1,0.003266,8.652514,[263   6] ; [53  6],[259.15853659   9.84146341] ; [56.84146341  2.15853659],0
b1,1,0.003801,8.376451,[100 169] ; [34 25],[109.89634146 159.10365854] ; [24.10365854 34.89634146],0
a5,1,0.027992,4.828547,[221  48] ; [41 18],[214.87195122  54.12804878] ; [47.12804878 11.87195122],0
s7,1,0.037912,4.308987,[190  69] ; [46  7],[195.91025641  63.08974359] ; [40.08974359 12.91025641],0
n1,1,0.105338,2.622799,[21 28] ; [14  8],[24.15492958 24.84507042] ; [10.84507042 11.15492958],0
d4,1,0.111888,2.527352,[231  37] ; [46 13],[227.02140673  40.97859327] ; [49.97859327  9.02140673],0
p3,1,0.118416,2.438143,[162 107] ; [29 30],[156.64329268 112.35670732] ; [34.35670732 24.64329268],0
p1,1,0.118751,2.433721,[ 20 248] ; [ 8 50],[ 23.01840491 244.98159509] ; [ 4.98159509 53.01840491],0
n4,1,0.119642,2.422007,[230  39] ; [44 13],[226.09202454  42.90797546] ; [47.90797546  9.09202454],0
b2,1,0.133122,2.255718,[ 96 104] ; [12 23],[ 91.91489362 108.08510638] ; [16.08510638 18.91489362],0
b3,1,0.133122,2.255718,[ 96 104] ; [12 23],[ 91.91489362 108.08510638] ; [16.08510638 18.91489362],0
p2,1,0.174781,1.841454,[232  36] ; [47 12],[228.66055046  39.33944954] ; [50.33944954  8.66055046],0
p4,1,0.186191,1.747502,[183  85] ; [35 24],[178.66666667  89.33333333] ; [39.33333333 19.66666667],0
p12,1,0.194269,1.684946,[ 34 232] ; [ 4 55],[ 31.10153846 234.89846154] ; [ 6.89846154 52.10153846],0
v3,1,0.230453,1.438064,[134 121] ; [24 31],[129.96774194 125.03225806] ; [28.03225806 26.96774194],0
u1,1,0.262009,1.258111,[ 51 218] ; [15 44],[ 54.12804878 214.87195122] ; [11.87195122 47.12804878],0
v1,1,0.28165,1.159109,[165  91] ; [33 25],[161.42675159  94.57324841] ; [36.57324841 21.42675159],0
r1,1,0.294732,1.097881,[225  42] ; [52  6],[227.56615385  39.43384615] ; [49.43384615  8.56615385],0
s5,1,0.305995,1.047885,[ 98 158] ; [26 31],[101.41853035 154.58146965] ; [22.58146965 34.41853035],0
s3,1,0.308004,1.039217,[192  72] ; [39 20],[188.80495356  75.19504644] ; [42.19504644 16.80495356],0
v2,1,0.314201,1.012935,[167  90] ; [33 24],[163.69426752  93.30573248] ; [36.30573248 20.69426752],0
u3,1,0.347093,0.884058,[36 19] ; [11  3],[37.46376812 17.53623188] ; [9.53623188 4.46376812],0
n3,1,0.352177,0.865596,[35 16] ; [12  9],[33.29166667 17.70833333] ; [13.70833333  7.29166667],0
p5,1,0.36043,0.836394,[ 44 220] ; [ 7 52],[ 41.68421053 222.31578947] ; [ 9.31578947 49.68421053],0
d3,1,0.367306,0.812757,[185  84] ; [37 22],[182.06707317  86.93292683] ; [39.93292683 19.06707317],0
s6,1,0.367748,0.811261,[216  50] ; [50  8],[218.38271605  47.61728395] ; [47.61728395 10.38271605],0
s2,1,0.374293,0.789361,[178  88] ; [43 16],[180.88  85.12] ; [40.12 18.88],0
n6,1,0.408866,0.682096,[234  34] ; [52  5],[235.84  32.16] ; [50.16  6.84],0
s1,1,0.416091,0.661331,[  8 256] ; [ 3 55],[  9.01863354 254.98136646] ; [ 1.98136646 56.01863354],0
u2,1,0.510741,0.432549,[39 16] ; [8 5],[38.01470588 16.98529412] ; [8.98529412 4.01470588],0
a6,1,0.512287,0.429392,[180  88] ; [37 22],[177.8470948  90.1529052] ; [39.1529052 19.8470948],0
a3,1,0.53966,0.376171,[214  54] ; [45 14],[212.26911315  55.73088685] ; [46.73088685 12.26911315],0
r2,1,0.540343,0.374905,[250  14] ; [57  2],[250.92260062  13.07739938] ; [56.07739938  2.92260062],0
p6,1,0.554219,0.349813,[119 146] ; [24 35],[116.95987654 148.04012346] ; [26.04012346 32.95987654],0
d1,1,0.557548,0.343967,[175  94] ; [36 23],[173.04573171  95.95426829] ; [37.95426829 21.04573171],0
a8,1,0.619798,0.246152,[ 50 196] ; [ 9 43],[ 48.70469799 197.29530201] ; [10.29530201 41.70469799],0
b4,1,0.669359,0.182353,[156 113] ; [36 23],[157.46341463 111.53658537] ; [34.53658537 24.46341463],0
n2,1,0.672986,0.178129,[37 14] ; [17  5],[37.7260274 13.2739726] ; [16.2739726  5.7260274],0
r4,1,0.706174,0.142128,[250  19] ; [54  5],[249.31707317  19.68292683] ; [54.68292683  4.31707317],0
b5,1,0.707699,0.140586,[157 112] ; [36 23],[158.28353659 110.71646341] ; [34.71646341 24.28353659],0
a1,1,0.719591,0.128885,[ 17 252] ; [ 3 56],[ 16.40243902 252.59756098] ; [ 3.59756098 55.40243902],0
d5,1,0.751729,0.100084,[227  41] ; [49 10],[226.20183486  41.79816514] ; [49.79816514  9.20183486],0
a7,1,0.787217,0.07286,[186  82] ; [42 17],[186.86238532  81.13761468] ; [41.13761468 17.86238532],0
v4,1,0.795368,0.067261,[256  11] ; [57  2],[256.35276074  10.64723926] ; [56.64723926  2.35276074],0
u4,1,0.835457,0.043142,[ 12 257] ; [ 3 56],[ 12.30182927 256.69817073] ; [ 2.69817073 56.30182927],0
a2,1,0.862344,0.030065,[ 70 199] ; [16 43],[ 70.5304878 198.4695122] ; [15.4695122 43.5304878],0
a4,1,0.931415,0.007407,[126 143] ; [28 31],[126.29878049 142.70121951] ; [27.70121951 31.29878049],0
d2,1,0.939543,0.005752,[149 120] ; [33 26],[149.26219512 119.73780488] ; [32.73780488 26.26219512],0
n5,1,0.980993,0.000568,[216  51] ; [47 11],[216.06461538  50.93538462] ; [46.93538462 11.06461538],0
