Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.8e-05,18.375129,[203  51] ; [14 17],[193.39649123  60.60350877] ; [23.60350877  7.39649123],1
p8,1,4.4e-05,16.673735,[183  72] ; [11 20],[172.97202797  82.02797203] ; [21.02797203  9.97202797],1
p4,1,0.000179,14.042191,[224  33] ; [19 12],[216.84375  40.15625] ; [26.15625  4.84375],1
r4,1,0.002452,9.175701,[244  13] ; [25  6],[240.04513889  16.95486111] ; [28.95486111  2.04513889],0
v4,1,0.002531,9.117739,[249   6] ; [27  4],[246.08391608   8.91608392] ; [29.91608392  1.08391608],0
p9,1,0.002548,9.105691,[238  17] ; [24  7],[233.6013986  21.3986014] ; [28.3986014  2.6013986],0
p11,1,0.003273,8.64871,[214  43] ; [19 12],[207.92013889  49.07986111] ; [25.07986111  5.92013889],0
r3,1,0.010687,6.516704,[246   8] ; [27  4],[243.30526316  10.69473684] ; [29.69473684  1.30526316],0
r1,1,0.016848,5.712146,[222  33] ; [22  9],[217.55244755  37.44755245] ; [26.44755245  4.55244755],0
p10,1,0.01998,5.413679,[232  23] ; [24  7],[228.25174825  26.74825175] ; [27.74825175  3.25174825],0
d3,1,0.031471,4.627087,[232  25] ; [24  7],[228.44444444  28.55555556] ; [27.55555556  3.44444444],0
s1,1,0.046491,3.963726,[  7 249] ; [ 3 28],[  8.91986063 247.08013937] ; [ 1.08013937 29.91986063],0
v1,1,0.049776,3.848974,[166  83] ; [14 15],[161.22302158  87.77697842] ; [18.77697842 10.22302158],0
v2,1,0.060124,3.533972,[164  86] ; [15 16],[159.25266904  90.74733096] ; [19.74733096 11.25266904],0
v3,1,0.083263,3.000025,[122 125] ; [ 9 19],[117.66181818 129.33818182] ; [13.33818182 14.66181818],0
n6,1,0.107647,2.588424,[229  26] ; [24  6],[226.36842105  28.63157895] ; [26.63157895  3.36842105],0
s4,1,0.121927,2.39239,[ 46 207] ; [ 9 21],[ 49.16961131 203.83038869] ; [ 5.83038869 24.16961131],0
a2,1,0.123007,2.378605,[103 154] ; [ 8 23],[ 99.05208333 157.94791667] ; [11.94791667 19.05208333],0
p6,1,0.123389,2.373768,[135 118] ; [12 19],[130.95422535 122.04577465] ; [16.04577465 14.95422535],0
s6,1,0.137457,2.206199,[191  58] ; [20 11],[187.63928571  61.36071429] ; [23.36071429  7.63928571],0
n5,1,0.139376,2.184835,[210  46] ; [22  9],[206.94076655  49.05923345] ; [25.05923345  5.94076655],0
a1,1,0.167099,1.908781,[ 16 241] ; [ 4 27],[ 17.84722222 239.15277778] ; [ 2.15277778 28.84722222],0
n2,1,0.227723,1.455026,[24 10] ; [13  2],[25.67346939  8.32653061] ; [11.32653061  3.67346939],0
p5,1,0.228183,1.452151,[ 50 206] ; [ 3 26],[ 47.60701754 208.39298246] ; [ 5.39298246 23.60701754],0
a6,1,0.271033,1.211513,[189  67] ; [20 11],[186.42508711  69.57491289] ; [22.57491289  8.42508711],0
p12,1,0.2754,1.189651,[ 34 221] ; [ 2 29],[ 32.0979021 222.9020979] ; [ 3.9020979 27.0979021],0
s7,1,0.313759,1.014786,[145  95] ; [19  8],[147.41573034  92.58426966] ; [16.58426966 10.41573034],0
s3,1,0.330882,0.945444,[162  92] ; [17 14],[159.52982456  94.47017544] ; [19.47017544 11.52982456],0
a8,1,0.334514,0.931344,[ 32 195] ; [ 2 25],[ 30.38582677 196.61417323] ; [ 3.61417323 23.38582677],0
b5,1,0.37418,0.789737,[154 103] ; [16 15],[151.70138889 105.29861111] ; [18.29861111 12.70138889],0
b3,1,0.399573,0.709612,[ 70 101] ; [12 12],[71.90769231 99.09230769] ; [10.09230769 13.90769231],0
b2,1,0.399573,0.709612,[ 70 101] ; [12 12],[71.90769231 99.09230769] ; [10.09230769 13.90769231],0
s5,1,0.404023,0.69632,[112 131] ; [11 18],[109.88602941 133.11397059] ; [13.11397059 15.88602941],0
n4,1,0.431062,0.61996,[220  36] ; [25  6],[218.53658537  37.46341463] ; [26.46341463  4.53658537],0
b4,1,0.459806,0.546368,[148 109] ; [20 11],[149.91666667 107.08333333] ; [18.08333333 12.91666667],0
a7,1,0.483522,0.490909,[197  60] ; [22  9],[195.42708333  61.57291667] ; [23.57291667  7.42708333],0
u2,1,0.498962,0.457143,[27 15] ; [3 3],[26.25 15.75] ; [3.75 2.25],0
u4,1,0.503684,0.447166,[ 10 246] ; [ 2 29],[ 10.70383275 245.29616725] ; [ 1.29616725 29.70383275],0
n1,1,0.551346,0.354912,[15 19] ; [8 7],[15.95918367 18.04081633] ; [7.04081633 7.95918367],0
u1,1,0.590738,0.289193,[ 87 170] ; [ 9 22],[ 85.66666667 171.33333333] ; [10.33333333 20.66666667],0
s8,1,0.592399,0.286614,[152 102] ; [17 14],[150.61754386 103.38245614] ; [18.38245614 12.61754386],0
a3,1,0.599595,0.275608,[215  40] ; [25  6],[213.98601399  41.01398601] ; [26.01398601  4.98601399],0
d5,1,0.639949,0.218809,[251   5] ; [30  1],[250.64808362   5.35191638] ; [30.35191638  0.64808362],0
s2,1,0.762938,0.090978,[154  99] ; [18 13],[153.22535211  99.77464789] ; [18.77464789 12.22535211],0
u3,1,0.810293,0.057623,[30 12] ; [4 2],[29.75 12.25] ; [4.25 1.75],0
d2,1,0.874637,0.024892,[194  63] ; [23  8],[193.64236111  63.35763889] ; [23.35763889  7.64236111],0
b1,1,0.893935,0.017776,[111 146] ; [13 18],[110.65277778 146.34722222] ; [13.34722222 17.65277778],0
a5,1,0.91243,0.012094,[222  35] ; [27  4],[222.19791667  34.80208333] ; [26.80208333  4.19791667],0
a4,1,0.936224,0.006403,[155 101] ; [19 12],[155.20557491 100.79442509] ; [18.79442509 12.20557491],0
p1,1,0.953231,0.00344,[ 34 222] ; [ 4 27],[ 33.89547038 222.10452962] ; [ 4.10452962 26.89547038],0
n3,1,0.988568,0.000205,[25  9] ; [11  4],[24.97959184  9.02040816] ; [11.02040816  3.97959184],0
