Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.001004,10.820969,[36 25] ; [ 5 20],[29.08139535 31.91860465] ; [11.91860465 13.08139535],0
s2,1,0.003058,8.772405,[45 16] ; [10 15],[39.01162791 21.98837209] ; [15.98837209  9.01162791],0
p9,1,0.007826,7.072829,[49 12] ; [13 12],[43.97674419 17.02325581] ; [18.02325581  6.97674419],0
s4,1,0.009623,6.703466,[18 43] ; [ 1 24],[13.47674419 47.52325581] ; [ 5.52325581 19.47674419],0
p10,1,0.010945,6.474165,[48 11] ; [13 11],[43.36144578 15.63855422] ; [17.63855422  6.36144578],0
s7,1,0.015389,5.871428,[36 22] ; [ 7 15],[31.175 26.825] ; [11.825 10.175],0
s5,1,0.016746,5.722813,[20 41] ; [ 2 23],[15.60465116 45.39534884] ; [ 6.39534884 18.60465116],0
r1,1,0.027806,4.840074,[45 14] ; [13 12],[40.73809524 18.26190476] ; [17.26190476  7.73809524],0
u3,1,0.034013,4.494059,[18 13] ; [ 3 10],[14.79545455 16.20454545] ; [6.20454545 6.79545455],0
n4,1,0.05508,3.679654,[48 12] ; [15 10],[44.47058824 15.52941176] ; [18.52941176  6.47058824],0
d5,1,0.084119,2.983458,[32 29] ; [ 8 17],[28.37209302 32.62790698] ; [11.62790698 13.37209302],0
r3,1,0.087892,2.912573,[58  3] ; [21  4],[56.03488372  4.96511628] ; [22.96511628  2.03488372],0
u2,1,0.090043,2.873597,[13 18] ; [ 2 11],[10.56818182 20.43181818] ; [4.43181818 8.56818182],0
p1,1,0.098401,2.731277,[11 50] ; [ 1 23],[ 8.61176471 52.38823529] ; [ 3.38823529 20.61176471],0
n6,1,0.098569,2.728542,[53  8] ; [18  7],[50.36046512 10.63953488] ; [20.63953488  4.36046512],0
b5,1,0.108389,2.577548,[36 25] ; [10 15],[32.62790698 28.37209302] ; [13.37209302 11.62790698],0
n5,1,0.109495,2.561502,[49 12] ; [16  9],[46.10465116 14.89534884] ; [18.89534884  6.10465116],0
p6,1,0.192333,1.699654,[18 43] ; [ 4 21],[15.60465116 45.39534884] ; [ 6.39534884 18.60465116],0
v4,1,0.205338,1.603995,[57  3] ; [20  3],[55.6626506  4.3373494] ; [21.3373494  1.6626506],0
v1,1,0.301943,1.065591,[28 30] ; [ 9 16],[25.85542169 32.14457831] ; [11.14457831 13.85542169],0
v3,1,0.317959,0.997324,[23 38] ; [ 6 17],[21.05952381 39.94047619] ; [ 7.94047619 15.05952381],0
p3,1,0.35674,0.849336,[27 34] ; [ 8 16],[25.11764706 35.88235294] ; [ 9.88235294 14.11764706],0
p11,1,0.364894,0.820978,[45 16] ; [16  9],[43.26744186 17.73255814] ; [17.73255814  7.26744186],0
a7,1,0.377528,0.778735,[38 23] ; [13 12],[36.1744186 24.8255814] ; [14.8255814 10.1744186],0
r2,1,0.415072,0.664225,[56  4] ; [22  3],[55.05882353  4.94117647] ; [22.94117647  2.05882353],0
u1,1,0.509529,0.435035,[ 1 60] ; [ 1 24],[ 1.41860465 59.58139535] ; [ 0.58139535 24.41860465],0
a6,1,0.513587,0.426751,[34 27] ; [12 13],[32.62790698 28.37209302] ; [13.37209302 11.62790698],0
b4,1,0.513587,0.426751,[34 27] ; [12 13],[32.62790698 28.37209302] ; [13.37209302 11.62790698],0
p8,1,0.514739,0.424421,[25 36] ; [ 8 16],[23.68235294 37.31764706] ; [ 9.31764706 14.68235294],0
a5,1,0.52356,0.406876,[32 29] ; [15 10],[33.3372093 27.6627907] ; [13.6627907 11.3372093],0
p7,1,0.567309,0.327206,[39 21] ; [14 10],[37.85714286 22.14285714] ; [15.14285714  8.85714286],0
n1,1,0.665362,0.187075,[ 5 10] ; [3 4],[5.45454545 9.54545455] ; [2.54545455 4.45454545],0
b1,1,0.667758,0.184236,[25 36] ; [ 9 16],[24.11627907 36.88372093] ; [ 9.88372093 15.11627907],0
r4,1,0.725859,0.122948,[53  8] ; [21  4],[52.48837209  8.51162791] ; [21.51162791  3.48837209],0
v2,1,0.744476,0.106231,[24 34] ; [ 9 15],[23.34146341 34.65853659] ; [ 9.65853659 14.34146341],0
b3,1,0.781207,0.077143,[ 7 33] ; [ 2 12],[ 6.66666667 33.33333333] ; [ 2.33333333 11.66666667],0
b2,1,0.781207,0.077143,[ 7 33] ; [ 2 12],[ 6.66666667 33.33333333] ; [ 2.33333333 11.66666667],0
p2,1,0.832937,0.044494,[47 14] ; [19  5],[47.36470588 13.63529412] ; [18.63529412  5.36470588],0
a4,1,0.863934,0.029367,[13 47] ; [ 5 20],[12.70588235 47.29411765] ; [ 5.29411765 19.70588235],0
d1,1,0.868518,0.027404,[ 2 59] ; [ 1 24],[ 2.12790698 58.87209302] ; [ 0.87209302 24.12790698],0
d2,1,0.892016,0.018429,[13 48] ; [ 5 20],[12.76744186 48.23255814] ; [ 5.23255814 19.76744186],0
p4,1,0.920794,0.009887,[31 30] ; [13 12],[31.20930233 29.79069767] ; [12.79069767 12.20930233],0
a3,1,0.920794,0.009887,[30 31] ; [12 13],[29.79069767 31.20930233] ; [12.20930233 12.79069767],0
d3,1,0.938347,0.005983,[19 42] ; [ 8 17],[19.15116279 41.84883721] ; [ 7.84883721 17.15116279],0
s1,1,0.94264,0.005177,[ 5 54] ; [ 2 23],[ 4.91666667 54.08333333] ; [ 2.08333333 22.91666667],0
n2,1,0.954928,0.003194,[13  2] ; [7 1],[13.04347826  1.95652174] ; [6.95652174 1.04347826],0
