Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,108.577067,[428   6] ; [62 28],[405.83969466  28.16030534] ; [84.16030534  5.83969466],1
r2,1,0.0,41.282834,[422   9] ; [72 16],[410.238921  20.761079] ; [83.761079  4.238921],1
a5,1,2.9e-05,17.492871,[349  85] ; [54 36],[333.78244275 100.21755725] ; [69.21755725 20.78244275],1
r3,1,3.1e-05,17.364907,[424   9] ; [80 10],[417.26959847  15.73040153] ; [86.73040153  3.26959847],1
u1,1,7.8e-05,15.612368,[105 329] ; [ 5 85],[ 91.10687023 342.89312977] ; [18.89312977 71.10687023],1
d1,1,0.000123,14.742901,[295 139] ; [42 48],[279.11832061 154.88167939] ; [57.88167939 32.11832061],1
a2,1,0.000128,14.668755,[128 306] ; [ 9 81],[113.46946565 320.53053435] ; [23.53053435 66.46946565],1
d3,1,0.000211,13.734779,[333 101] ; [52 38],[318.8740458 115.1259542] ; [66.1259542 23.8740458],1
d2,1,0.000247,13.434594,[241 192] ; [31 59],[225.19311663 207.80688337] ; [46.80688337 43.19311663],1
v3,1,0.000559,11.909383,[189 224] ; [23 66],[174.41434263 238.58565737] ; [37.58565737 51.41434263],1
a7,1,0.000867,11.09284,[337  96] ; [55 35],[324.54302103 108.45697897] ; [67.45697897 22.54302103],1
n4,1,0.000909,11.004543,[364  70] ; [62 28],[352.83206107  81.16793893] ; [73.16793893 16.83206107],1
d5,1,0.00099,10.847003,[377  56] ; [66 24],[366.7667304  66.2332696] ; [76.2332696 13.7667304],1
v2,1,0.003015,8.798669,[253 166] ; [38 50],[240.49112426 178.50887574] ; [50.50887574 37.49112426],0
a3,1,0.004248,8.174601,[324 109] ; [54 36],[312.95219885 120.04780115] ; [65.04780115 24.95219885],0
p10,1,0.006623,7.372411,[378  54] ; [68 21],[369.81190019  62.18809981] ; [76.18809981 12.81190019],0
a6,1,0.007853,7.066795,[308 126] ; [51 39],[297.33969466 136.66030534] ; [61.66030534 28.33969466],0
a4,1,0.015404,5.869623,[219 213] ; [33 57],[208.55172414 223.44827586] ; [43.44827586 46.55172414],0
n5,1,0.015988,5.804247,[355  78] ; [63 26],[346.73180077  86.26819923] ; [71.26819923 17.73180077],0
s6,1,0.026935,4.894952,[320 106] ; [56 32],[311.62645914 114.37354086] ; [64.37354086 23.62645914],0
p8,1,0.029669,4.72835,[286 144] ; [49 41],[277.01923077 152.98076923] ; [57.98076923 32.01923077],0
d4,1,0.038923,4.264236,[370  63] ; [69 21],[363.45506692  69.54493308] ; [75.54493308 14.45506692],0
a1,1,0.04176,4.144886,[ 20 414] ; [ 9 81],[ 24.01908397 409.98091603] ; [ 4.98091603 85.01908397],0
s8,1,0.050644,3.820013,[226 205] ; [37 53],[217.5681382 213.4318618] ; [45.4318618 44.5681382],0
s3,1,0.058995,3.565426,[258 170] ; [44 45],[250.01160542 177.98839458] ; [51.98839458 37.01160542],0
b1,1,0.060853,3.513995,[166 268] ; [44 46],[173.93129771 260.06870229] ; [36.06870229 53.93129771],0
p7,1,0.061337,3.50086,[321 108] ; [58 31],[313.88223938 115.11776062] ; [65.11776062 23.88223938],0
v1,1,0.08223,3.020271,[258 164] ; [45 43],[250.71764706 171.28235294] ; [52.28235294 35.71764706],0
p9,1,0.092555,2.829367,[383  49] ; [74 16],[378.20689655  53.79310345] ; [78.79310345 11.20689655],0
s7,1,0.121152,2.402368,[239 173] ; [41 43],[232.58064516 179.41935484] ; [47.41935484 36.58064516],0
p2,1,0.13844,2.195213,[392  40] ; [77 13],[388.13793103  43.86206897] ; [80.86206897  9.13793103],0
u3,1,0.153213,2.039963,[73 35] ; [19 16],[69.48251748 38.51748252] ; [22.51748252 12.48251748],0
n6,1,0.161232,1.962635,[383  49] ; [75 15],[379.03448276  52.96551724] ; [78.96551724 11.03448276],0
p1,1,0.186697,1.743488,[ 49 382] ; [ 6 84],[ 45.49904031 385.50095969] ; [ 9.50095969 80.49904031],0
s5,1,0.19581,1.673349,[164 254] ; [27 58],[158.72365805 259.27634195] ; [32.27634195 52.72365805],0
n1,1,0.2263,1.463964,[27 47] ; [13 13],[29.6 44.4] ; [10.4 15.6],0
p3,1,0.240495,1.377689,[297 136] ; [56 34],[292.2543021 140.7456979] ; [60.7456979 29.2543021],0
p12,1,0.278291,1.175418,[ 45 388] ; [ 6 84],[ 42.22370937 390.77629063] ; [ 8.77629063 81.22370937],0
s2,1,0.2972,1.086718,[245 184] ; [46 44],[240.53757225 188.46242775] ; [50.46242775 39.53757225],0
p11,1,0.330192,0.948147,[361  73] ; [71 19],[357.80152672  76.19847328] ; [74.19847328 15.80152672],0
a8,1,0.452306,0.564866,[ 52 334] ; [ 9 77],[ 49.88559322 336.11440678] ; [11.11440678 74.88559322],0
b4,1,0.547894,0.361103,[256 178] ; [50 40],[253.44274809 180.55725191] ; [52.55725191 37.44274809],0
p6,1,0.606713,0.264989,[213 216] ; [42 48],[210.78034682 218.21965318] ; [44.21965318 45.78034682],0
b3,1,0.655095,0.199537,[109 168] ; [21 37],[107.49253731 169.50746269] ; [22.50746269 35.49253731],0
b2,1,0.655095,0.199537,[109 168] ; [21 37],[107.49253731 169.50746269] ; [22.50746269 35.49253731],0
n3,1,0.71868,0.129761,[54 19] ; [19  8],[53.29 19.71] ; [19.71  7.29],0
s4,1,0.75812,0.094834,[ 77 350] ; [15 75],[ 75.98452611 351.01547389] ; [16.01547389 73.98452611],0
b5,1,0.791153,0.070127,[249 185] ; [53 37],[250.12977099 183.87022901] ; [51.87022901 38.12977099],0
u2,1,0.844458,0.038492,[65 43] ; [21 15],[64.5 43.5] ; [21.5 14.5],0
n2,1,0.883027,0.021648,[53 20] ; [20  7],[53.29 19.71] ; [19.71  7.29],0
p5,1,0.886849,0.020247,[ 70 361] ; [15 74],[ 70.45192308 360.54807692] ; [14.54807692 74.45192308],0
s1,1,0.93869,0.005916,[ 15 414] ; [ 3 87],[ 14.87861272 414.12138728] ; [ 3.12138728 86.87861272],0
