Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.0,26.461686,[54  5] ; [14 19],[43.60869565 15.39130435] ; [24.39130435  8.60869565],1
n4,1,1.1e-05,19.294641,[53  6] ; [16 17],[44.25 14.75] ; [24.75  8.25],1
p10,1,0.006485,7.410364,[48 10] ; [18 14],[42.53333333 15.46666667] ; [23.46666667  8.53333333],0
u1,1,0.014937,5.923831,[13 46] ; [ 1 32],[ 8.97826087 50.02173913] ; [ 5.02173913 27.97826087],0
a4,1,0.04093,4.178917,[29 30] ; [ 9 24],[24.36956522 34.63043478] ; [13.63043478 19.36956522],0
p11,1,0.07612,3.14585,[46 13] ; [20 13],[42.32608696 16.67391304] ; [23.67391304  9.32608696],0
d4,1,0.094391,2.797854,[43 16] ; [29  4],[46.17391304 12.82608696] ; [25.82608696  7.17391304],0
s8,1,0.116547,2.463118,[31 27] ; [12 21],[27.40659341 30.59340659] ; [15.59340659 17.40659341],0
a2,1,0.130604,2.285309,[15 44] ; [ 4 29],[12.18478261 46.81521739] ; [ 6.81521739 26.18478261],0
s4,1,0.144742,2.126808,[ 6 53] ; [ 7 26],[ 8.33695652 50.66304348] ; [ 4.66304348 28.33695652],0
v2,1,0.203013,1.620567,[37 21] ; [16 16],[34.15555556 23.84444444] ; [18.84444444 13.15555556],0
v1,1,0.218324,1.515356,[35 23] ; [15 17],[32.22222222 25.77777778] ; [17.77777778 14.22222222],0
p9,1,0.234245,1.414901,[46 11] ; [23 10],[43.7 13.3] ; [25.3  7.7],0
u3,1,0.241567,1.371429,[8 8] ; [6 2],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
s2,1,0.245527,1.348575,[27 32] ; [11 22],[24.36956522 34.63043478] ; [13.63043478 19.36956522],0
r4,1,0.273753,1.197843,[53  6] ; [27  6],[51.30434783  7.69565217] ; [28.69565217  4.30434783],0
n1,1,0.280425,1.165029,[5 4] ; [2 5],[3.9375 5.0625] ; [3.0625 3.9375],0
u2,1,0.29008,1.119251,[ 5 10] ; [4 3],[6.13636364 8.86363636] ; [2.86363636 4.13636364],0
b4,1,0.290946,1.115237,[29 30] ; [20 13],[31.42391304 27.57608696] ; [17.57608696 15.42391304],0
v4,1,0.310411,1.028925,[54  5] ; [32  1],[55.15217391  3.84782609] ; [30.84782609  2.15217391],0
r1,1,0.344783,0.892567,[44 14] ; [22 11],[42.06593407 15.93406593] ; [23.93406593  9.06593407],0
d3,1,0.437911,0.601749,[29 30] ; [19 14],[30.7826087 28.2173913] ; [17.2173913 15.7826087],0
s3,1,0.492292,0.471513,[33 26] ; [16 17],[31.42391304 27.57608696] ; [17.57608696 15.42391304],0
d2,1,0.508365,0.437432,[27 31] ; [13 20],[25.49450549 32.50549451] ; [14.50549451 18.49450549],0
b1,1,0.514319,0.42527,[31 28] ; [15 18],[29.5 29.5] ; [16.5 16.5],0
s5,1,0.516285,0.421308,[20 38] ; [ 8 21],[18.66666667 39.33333333] ; [ 9.33333333 19.66666667],0
p2,1,0.522046,0.409849,[41 18] ; [25  8],[42.32608696 16.67391304] ; [23.67391304  9.32608696],0
s1,1,0.546854,0.362983,[ 2 57] ; [ 2 31],[ 2.56521739 56.43478261] ; [ 1.43478261 31.56521739],0
