Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.017728,5.622874,[3 5] ; [33  9],[5.76 2.24] ; [30.24 11.76],0
s7,1,0.028049,4.825043,[7 1] ; [18 22],[4.16666667 3.83333333] ; [20.83333333 19.16666667],0
n4,1,0.028621,4.790249,[3 5] ; [32 10],[5.6 2.4] ; [29.4 12.6],0
s3,1,0.03805,4.302776,[7 1] ; [20 22],[4.32 3.68] ; [22.68 19.32],0
r1,1,0.043613,4.071472,[3 5] ; [31 11],[5.44 2.56] ; [28.56 13.44],0
s2,1,0.053944,3.71444,[6 2] ; [16 26],[3.52 4.48] ; [18.48 23.52],0
v1,1,0.095419,2.780493,[1 7] ; [18 23],[3.10204082 4.89795918] ; [15.89795918 25.10204082],0
s5,1,0.117734,2.447203,[2 3] ; [ 5 34],[0.79545455 4.20454545] ; [ 6.20454545 32.79545455],0
v2,1,0.138009,2.20002,[2 6] ; [22 19],[3.91836735 4.08163265] ; [20.08163265 20.91836735],0
d2,1,0.155396,2.018468,[2 6] ; [22 20],[3.84 4.16] ; [20.16 21.84],0
r4,1,0.176966,1.822917,[5 3] ; [35  7],[6.4 1.6] ; [33.6  8.4],0
p3,1,0.306934,1.043823,[5 3] ; [18 24],[3.68 4.32] ; [19.32 22.68],0
b4,1,0.306934,1.043823,[3 5] ; [24 18],[4.32 3.68] ; [22.68 19.32],0
u3,1,0.314648,1.011065,[3 1] ; [ 9 10],[2.08695652 1.91304348] ; [9.91304348 9.08695652],0
p2,1,0.342209,0.902138,[7 1] ; [30 12],[5.92 2.08] ; [31.08 10.92],0
p4,1,0.344704,0.892857,[6 2] ; [24 18],[4.8 3.2] ; [25.2 16.8],0
b3,1,0.348632,0.878431,[3 1] ; [14 14],[2.125 1.875] ; [14.875 13.125],0
b2,1,0.348632,0.878431,[3 1] ; [14 14],[2.125 1.875] ; [14.875 13.125],0
p9,1,0.370426,0.802236,[5 3] ; [19 23],[3.84 4.16] ; [20.16 21.84],0
r3,1,0.398304,0.713441,[7 1] ; [40  2],[7.52 0.48] ; [39.48  2.52],0
b5,1,0.513785,0.426351,[5 3] ; [31 11],[5.76 2.24] ; [30.24 11.76],0
d1,1,0.516601,0.420673,[3 5] ; [21 21],[3.84 4.16] ; [20.16 21.84],0
r2,1,0.522817,0.408333,[6 1] ; [39  3],[6.42857143 0.57142857] ; [38.57142857  3.42857143],0
n3,1,0.531168,0.392157,[2 1] ; [14  3],[2.4 0.6] ; [13.6  3.4],0
s6,1,0.558678,0.341999,[5 3] ; [21 20],[4.24489796 3.75510204] ; [21.75510204 19.24489796],0
s8,1,0.563424,0.33381,[4 4] ; [16 25],[3.26530612 4.73469388] ; [16.73469388 24.26530612],0
b1,1,0.598667,0.277011,[5 3] ; [22 20],[4.32 3.68] ; [22.68 19.32],0
v4,1,0.608726,0.262034,[7 1] ; [39  3],[7.36 0.64] ; [38.64  3.36],0
d5,1,0.71596,0.132397,[5 3] ; [29 13],[5.44 2.56] ; [28.56 13.44],0
u1,1,0.768278,0.086806,[1 7] ; [ 7 35],[1.28 6.72] ; [ 6.72 35.28],0
a2,1,0.768278,0.086806,[1 7] ; [ 7 35],[1.28 6.72] ; [ 6.72 35.28],0
u2,1,0.772205,0.083806,[2 2] ; [11  8],[2.26086957 1.73913043] ; [10.73913043  8.26086957],0
a4,1,0.804383,0.061345,[4 4] ; [19 23],[3.68 4.32] ; [19.32 22.68],0
a3,1,0.804383,0.061345,[4 4] ; [23 19],[4.32 3.68] ; [22.68 19.32],0
p8,1,0.804383,0.061345,[4 4] ; [23 19],[4.32 3.68] ; [22.68 19.32],0
p7,1,0.819635,0.05199,[5 3] ; [28 14],[5.28 2.72] ; [27.72 14.28],0
d3,1,0.874862,0.024802,[5 3] ; [25 17],[4.8 3.2] ; [25.2 16.8],0
a6,1,0.874862,0.024802,[5 3] ; [25 17],[4.8 3.2] ; [25.2 16.8],0
p11,1,0.874862,0.024802,[5 3] ; [25 17],[4.8 3.2] ; [25.2 16.8],0
p1,1,0.89387,0.017798,[1 7] ; [ 6 36],[1.12 6.88] ; [ 5.88 36.12],0
a7,1,0.923171,0.009301,[5 3] ; [27 15],[5.12 2.88] ; [26.88 15.12],0
n5,1,0.97464,0.001011,[5 3] ; [26 16],[4.96 3.04] ; [26.04 15.96],0
a5,1,1.0,0.0,[4 4] ; [21 21],[4. 4.] ; [21. 21.],0
