Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,42.464578,[24 78] ; [224 150],[53.14285714 48.85714286] ; [194.85714286 179.14285714],1
d1,1,0.0,37.779011,[40 63] ; [269 107],[66.44467641 36.55532359] ; [242.55532359 133.44467641],1
a3,1,0.0,31.782268,[56 47] ; [305  70],[77.78870293 25.21129707] ; [283.21129707  91.78870293],1
u1,1,0.0,25.634965,[  3 100] ; [ 97 279],[21.50313152 81.49686848] ; [ 78.49686848 297.50313152],1
a4,1,1e-06,25.008979,[25 78] ; [195 180],[47.40585774 55.59414226] ; [172.59414226 202.40585774],1
a6,1,2.5e-05,17.802763,[55 48] ; [280  94],[72.33752621 30.66247379] ; [262.66247379 111.33752621],1
n4,1,5.1e-05,16.399837,[65 37] ; [308  66],[79.92857143 22.07142857] ; [293.07142857  80.92857143],1
p3,1,0.000141,14.491447,[39 63] ; [221 151],[55.94936709 46.05063291] ; [204.05063291 167.94936709],1
r1,1,0.000153,14.335738,[77 26] ; [334  40],[88.74842767 14.25157233] ; [322.25157233  51.74842767],1
s7,1,0.0003,13.070706,[37 62] ; [206 150],[52.87252747 46.12747253] ; [190.12747253 165.87252747],1
p4,1,0.000776,11.297248,[48 53] ; [243 126],[62.53404255 38.46595745] ; [228.46595745 140.53404255],1
d4,1,0.000836,11.160451,[77 25] ; [332  43],[87.4591195 14.5408805] ; [321.5408805  53.4591195],1
d5,1,0.001493,10.087129,[77 26] ; [328  47],[87.26987448 15.73012552] ; [317.73012552  57.26987448],0
p10,1,0.001725,9.821198,[72 27] ; [319  52],[82.35957447 16.64042553] ; [308.64042553  62.35957447],0
p9,1,0.003885,8.33686,[77 22] ; [329  41],[85.70149254 13.29850746] ; [320.29850746  49.70149254],0
r4,1,0.00719,7.224915,[91 12] ; [359  17],[96.76409186  6.23590814] ; [353.23590814  22.76409186],0
s5,1,0.007537,7.14041,[25 73] ; [144 214],[36.32017544 61.67982456] ; [132.67982456 225.32017544],0
p8,1,0.007738,7.093128,[43 57] ; [211 153],[54.74137931 45.25862069] ; [199.25862069 164.74137931],0
s8,1,0.011578,6.374449,[38 65] ; [188 181],[49.31779661 53.68220339] ; [176.68220339 192.31779661],0
s2,1,0.017953,5.600682,[44 58] ; [209 162],[54.55813953 47.44186047] ; [198.44186047 172.55813953],0
n5,1,0.019805,5.428984,[67 34] ; [288  83],[75.96398305 25.03601695] ; [279.03601695  91.96398305],0
d3,1,0.038399,4.287273,[66 37] ; [279  96],[74.34100418 28.65899582] ; [270.65899582 104.34100418],0
b2,1,0.04121,4.16737,[16 42] ; [100 137],[22.80677966 35.19322034] ; [ 93.19322034 143.80677966],0
b3,1,0.04121,4.16737,[16 42] ; [100 137],[22.80677966 35.19322034] ; [ 93.19322034 143.80677966],0
s6,1,0.096513,2.762242,[60 38] ; [257 110],[66.80860215 31.19139785] ; [250.19139785 116.80860215],0
p12,1,0.106219,2.6096,[ 5 95] ; [ 38 333],[ 9.12951168 90.87048832] ; [ 33.87048832 337.12951168],0
r3,1,0.143311,2.142041,[97  4] ; [368   6],[98.87368421  2.12631579] ; [366.12631579   7.87368421],0
b1,1,0.153432,2.037797,[30 73] ; [138 238],[36.12526096 66.87473904] ; [131.87473904 244.12526096],0
u3,1,0.161705,1.95821,[23 24] ; [44 27],[26.68644068 20.31355932] ; [40.31355932 30.68644068],0
a8,1,0.174581,1.843162,[10 89] ; [ 51 277],[14.14285714 84.85714286] ; [ 46.85714286 281.14285714],0
a1,1,0.17605,1.830656,[  3 100] ; [ 24 352],[ 5.80584551 97.19415449] ; [ 21.19415449 354.80584551],0
n2,1,0.200317,1.640062,[17  8] ; [54 13],[19.29347826  5.70652174] ; [51.70652174 15.29347826],0
p2,1,0.203861,1.614494,[81 21] ; [315  57],[85.21518987 16.78481013] ; [310.78481013  61.21518987],0
v4,1,0.217195,1.522809,[97  6] ; [362  12],[99.11320755  3.88679245] ; [359.88679245  14.11320755],0
a7,1,0.246283,1.344267,[72 29] ; [289  87],[76.43815514 24.56184486] ; [284.56184486  91.43815514],0
s4,1,0.287743,1.130153,[18 84] ; [ 50 321],[14.66384778 87.33615222] ; [ 53.33615222 317.66384778],0
s3,1,0.367809,0.811055,[53 48] ; [211 156],[56.97435897 44.02564103] ; [207.02564103 159.97435897],0
n6,1,0.495832,0.463845,[85 16] ; [322  49],[87.09110169 13.90889831] ; [319.90889831  51.09110169],0
u2,1,0.546131,0.364294,[23 23] ; [39 31],[24.5862069 21.4137931] ; [37.4137931 32.5862069],0
p5,1,0.565599,0.330103,[13 89] ; [ 40 333],[11.38105263 90.61894737] ; [ 41.61894737 331.38105263],0
p7,1,0.645797,0.211241,[64 34] ; [248 118],[65.89655172 32.10344828] ; [246.10344828 119.89655172],0
v1,1,0.667645,0.184369,[63 37] ; [241 128],[64.81876333 35.18123667] ; [239.18123667 129.81876333],0
b4,1,0.673083,0.178017,[64 39] ; [225 151],[62.1440501 40.8559499] ; [226.8559499 149.1440501],0
u4,1,0.679606,0.17057,[  2 101] ; [ 10 366],[  2.58037578 100.41962422] ; [  9.41962422 366.58037578],0
p6,1,0.715196,0.133142,[37 61] ; [146 221],[38.56774194 59.43225806] ; [144.43225806 222.56774194],0
p11,1,0.751982,0.099873,[81 22] ; [301  75],[82.14196242 20.85803758] ; [299.85803758  76.14196242],0
b5,1,0.771147,0.084609,[60 43] ; [225 151],[61.28392484 41.71607516] ; [223.71607516 152.28392484],0
n1,1,0.782694,0.076071,[10 16] ; [23 42],[ 9.42857143 16.57142857] ; [23.57142857 41.42857143],0
p1,1,0.819918,0.051825,[ 9 94] ; [ 30 343],[ 8.43907563 94.56092437] ; [ 30.56092437 342.43907563],0
v3,1,0.859985,0.031115,[56 44] ; [208 157],[56.77419355 43.22580645] ; [207.22580645 157.77419355],0
n3,1,0.943155,0.005084,[20  6] ; [52 15],[20.12903226  5.87096774] ; [51.87096774 15.12903226],0
s1,1,0.946914,0.004433,[ 2 98] ; [  7 362],[ 1.91897655 98.08102345] ; [  7.08102345 361.91897655],0
