Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,39.334904,[49 53] ; [135  25],[71.63358779 30.36641221] ; [112.36641221  47.63358779],1
p4,1,0.0,36.601655,[45 59] ; [128  33],[67.89433962 36.10566038] ; [105.10566038  55.89433962],1
p5,1,1.5e-05,18.774331,[  4 100] ; [ 39 125],[16.68656716 87.31343284] ; [ 26.31343284 137.68656716],1
p3,1,2e-05,18.223127,[44 60] ; [112  51],[60.76404494 43.23595506] ; [95.23595506 67.76404494],1
p6,1,3.9e-05,16.94141,[25 78] ; [80 81],[40.96590909 62.03409091] ; [64.03409091 96.96590909],1
s5,1,0.000124,14.737583,[25 74] ; [78 80],[39.6770428 59.3229572] ; [63.3229572 94.6770428],1
p2,1,0.000229,13.576244,[79 25] ; [151  13],[89.25373134 14.74626866] ; [140.74626866  23.25373134],1
p1,1,0.000557,11.913029,[  3 101] ; [ 27 136],[11.68539326 92.31460674] ; [ 18.31460674 144.68539326],1
b5,1,0.002628,9.049164,[72 32] ; [83 81],[60.14925373 43.85074627] ; [94.85074627 69.14925373],0
p11,1,0.011482,6.389148,[79 25] ; [144  20],[86.53731343 17.46268657] ; [136.46268657  27.53731343],0
p9,1,0.018458,5.552113,[84 19] ; [148  14],[90.17358491 12.82641509] ; [141.82641509  20.17358491],0
r4,1,0.023832,5.10679,[92 12] ; [157   7],[96.62686567  7.37313433] ; [152.37313433  11.62686567],0
s3,1,0.025203,5.009892,[51 49] ; [104  56],[59.61538462 40.38461538] ; [95.38461538 64.61538462],0
p12,1,0.027808,4.839902,[ 9 95] ; [ 30 133],[15.19101124 88.80898876] ; [ 23.80898876 139.19101124],0
v1,1,0.029121,4.760457,[63 38] ; [123  41],[70.89056604 30.10943396] ; [115.10943396  48.89056604],0
p10,1,0.034006,4.494415,[86 18] ; [148  14],[91.4887218 12.5112782] ; [142.5112782  19.4887218],0
n5,1,0.063912,3.432847,[80 24] ; [139  23],[85.62406015 18.37593985] ; [133.37593985  28.62406015],0
u1,1,0.087312,2.92325,[26 78] ; [ 27 137],[20.56716418 83.43283582] ; [ 32.43283582 131.56716418],0
