Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,34.22934,[110  14] ; [19 23],[96.36144578 27.63855422] ; [32.63855422  9.36144578],1
p9,1,6e-06,20.559205,[106  17] ; [22 20],[95.41818182 27.58181818] ; [32.58181818  9.41818182],1
p2,1,9e-06,19.736804,[107  18] ; [22 20],[96.55688623 28.44311377] ; [32.44311377  9.55688623],1
r3,1,1.2e-05,19.11617,[123   3] ; [34 10],[116.36470588   9.63529412] ; [40.63529412  3.36470588],1
r4,1,1.3e-05,18.983217,[119   8] ; [30 14],[110.66081871  16.33918129] ; [38.33918129  5.66081871],1
v4,1,4.3e-05,16.7562,[126   1] ; [37  7],[121.05847953   5.94152047] ; [41.94152047  2.05847953],1
n6,1,0.00014,14.505271,[113  14] ; [28 16],[104.71929825  22.28070175] ; [36.28070175  7.71929825],1
n5,1,0.000352,12.76898,[103  23] ; [24 20],[94.12941176 31.87058824] ; [32.87058824 11.12941176],1
v2,1,0.000555,11.922805,[99 24] ; [23 20],[90.39759036 32.60240964] ; [31.60240964 11.39759036],1
n4,1,0.004025,8.272295,[104  22] ; [27 17],[97.09411765 28.90588235] ; [33.90588235 10.09411765],0
a6,1,0.005906,7.578884,[94 32] ; [23 21],[86.71764706 39.28235294] ; [30.28235294 13.71764706],0
p3,1,0.006538,7.395733,[69 56] ; [13 29],[61.37724551 63.62275449] ; [20.62275449 21.37724551],0
p7,1,0.007188,7.225313,[83 40] ; [18 23],[75.75 47.25] ; [25.25 15.75],0
s1,1,0.018892,5.511442,[  2 123] ; [ 4 39],[  4.46428571 120.53571429] ; [ 1.53571429 41.46428571],0
r1,1,0.01992,5.418915,[105  22] ; [29 15],[99.52046784 27.47953216] ; [34.47953216  9.52046784],0
a7,1,0.021244,5.306624,[101  24] ; [28 16],[95.41420118 29.58579882] ; [33.58579882 10.41420118],0
v1,1,0.03136,4.633138,[80 45] ; [20 24],[73.96449704 51.03550296] ; [26.03550296 17.96449704],0
p6,1,0.040043,4.216079,[41 82] ; [ 7 35],[35.78181818 87.21818182] ; [12.21818182 29.78181818],0
p4,1,0.046272,3.971655,[75 49] ; [17 23],[69.56097561 54.43902439] ; [22.43902439 17.56097561],0
u1,1,0.046844,3.950967,[ 25 102] ; [ 3 41],[ 20.79532164 106.20467836] ; [ 7.20467836 36.79532164],0
a4,1,0.056258,3.644387,[58 68] ; [13 31],[52.62352941 73.37647059] ; [18.37647059 25.62352941],0
d1,1,0.057628,3.604378,[73 54] ; [18 26],[67.58479532 59.41520468] ; [23.41520468 20.58479532],0
u3,1,0.117331,2.452593,[21 15] ; [ 6 11],[18.33962264 17.66037736] ; [8.66037736 8.33962264],0
a2,1,0.145825,2.115387,[34 93] ; [ 7 37],[30.4502924 96.5497076] ; [10.5497076 33.4502924],0
a5,1,0.146483,2.1085,[92 34] ; [27 17],[88.2 37.8] ; [30.8 13.2],0
a3,1,0.149206,2.080355,[91 35] ; [26 17],[87.23076923 38.76923077] ; [29.76923077 13.23076923],0
b1,1,0.159952,1.974677,[40 87] ; [19 25],[43.81871345 83.18128655] ; [15.18128655 28.81871345],0
u2,1,0.173554,1.851974,[22 14] ; [ 7 10],[19.69811321 16.30188679] ; [9.30188679 7.69811321],0
s7,1,0.215221,1.535956,[38 80] ; [ 9 32],[34.88050314 83.11949686] ; [12.11949686 28.88050314],0
d5,1,0.23654,1.401099,[98 29] ; [30 14],[95.06432749 31.93567251] ; [32.93567251 11.06432749],0
b5,1,0.245649,1.34788,[74 53] ; [30 14],[77.23976608 49.76023392] ; [26.76023392 17.23976608],0
s4,1,0.262155,1.25734,[ 12 112] ; [ 7 37],[ 14.02380952 109.97619048] ; [ 4.97619048 39.02380952],0
p5,1,0.271172,1.210811,[ 17 109] ; [ 3 39],[ 15. 111.] ; [ 5. 37.],0
a1,1,0.287434,1.131601,[  6 121] ; [ 4 40],[  7.42690058 119.57309942] ; [ 2.57309942 41.42690058],0
s6,1,0.287981,1.129036,[71 51] ; [21 22],[68.02424242 53.97575758] ; [23.97575758 19.02424242],0
