Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,49.239428,[42 76] ; [187  67],[72.63978495 45.36021505] ; [156.36021505  97.63978495],1
a6,1,0.0,30.106841,[54 64] ; [190  64],[77.39784946 40.60215054] ; [166.60215054  87.39784946],1
d5,1,0.001207,10.480009,[76 42] ; [204  51],[88.57908847 29.42091153] ; [191.42091153  63.57908847],0
a2,1,0.004013,8.277923,[ 12 106] ; [ 58 198],[22.0855615 95.9144385] ; [ 47.9144385 208.0855615],0
d4,1,0.011758,6.347056,[84 33] ; [212  43],[93.09677419 23.90322581] ; [202.90322581  52.09677419],0
d1,1,0.016841,5.712847,[47 71] ; [136 120],[57.73796791 60.26203209] ; [125.26203209 130.73796791],0
a1,1,0.017878,5.608079,[  8 110] ; [  5 251],[  4.10160428 113.89839572] ; [  8.89839572 247.10160428],0
b1,1,0.019643,5.44339,[52 66] ; [ 81 175],[41.96256684 76.03743316] ; [ 91.03743316 164.96256684],0
b5,1,0.023971,5.096747,[65 53] ; [172  84],[74.77540107 43.22459893] ; [162.22459893  93.77540107],0
u1,1,0.03315,4.537995,[  9 109] ; [ 40 216],[ 15.45989305 102.54010695] ; [ 33.54010695 222.45989305],0
p11,1,0.079956,3.065794,[94 24] ; [182  74],[87.0802139 30.9197861] ; [188.9197861  67.0802139],0
p3,1,0.086738,2.933902,[33 85] ; [ 51 204],[26.57372654 91.42627346] ; [ 57.42627346 197.57372654],0
v2,1,0.091714,2.844027,[52 60] ; [134 105],[59.35042735 52.64957265] ; [126.64957265 112.35042735],0
a8,1,0.114281,2.493997,[11 99] ; [ 39 199],[15.8045977 94.1954023] ; [ 34.1954023 203.8045977],0
p10,1,0.121313,2.400292,[77 39] ; [187  65],[83.2173913 32.7826087] ; [180.7826087  71.2173913],0
v1,1,0.139445,2.184078,[57 59] ; [101 146],[50.49035813 65.50964187] ; [107.50964187 139.49035813],0
u3,1,0.143565,2.139324,[17 24] ; [46 37],[20.83064516 20.16935484] ; [42.16935484 40.83064516],0
b2,1,0.147813,2.09468,[31 42] ; [42 88],[26.25123153 46.74876847] ; [46.74876847 83.25123153],0
b3,1,0.147813,2.09468,[31 42] ; [42 88],[26.25123153 46.74876847] ; [46.74876847 83.25123153],0
p6,1,0.151902,2.053043,[25 90] ; [ 39 211],[20.16438356 94.83561644] ; [ 43.83561644 206.16438356],0
s5,1,0.204264,1.61162,[34 79] ; [ 58 186],[29.12044818 83.87955182] ; [ 62.87955182 181.12044818],0
p9,1,0.215136,1.536521,[85 31] ; [197  52],[89.62191781 26.37808219] ; [192.37808219  56.62191781],0
n2,1,0.232017,1.428451,[33  8] ; [52 22],[30.30434783 10.69565217] ; [54.69565217 19.30434783],0
p8,1,0.285375,1.141314,[35 81] ; [ 90 161],[39.50953678 76.49046322] ; [ 85.49046322 165.50953678],0
r2,1,0.292587,1.107681,[108  10] ; [237  14],[110.32520325   7.67479675] ; [234.67479675  16.32520325],0
a4,1,0.296355,1.090524,[50 68] ; [ 94 162],[45.43315508 72.56684492] ; [ 98.56684492 157.43315508],0
s7,1,0.335662,0.926928,[47 66] ; [ 90 158],[42.88365651 70.11634349] ; [ 94.11634349 153.88365651],0
p2,1,0.349015,0.877034,[81 37] ; [187  68],[84.78284182 33.21715818] ; [183.21715818  71.78284182],0
n1,1,0.359553,0.839455,[16 25] ; [22 50],[13.78761062 27.21238938] ; [24.21238938 47.78761062],0
p12,1,0.365929,0.817441,[  7 108] ; [ 10 243],[  5.3125 109.6875] ; [ 11.6875 241.3125],0
v3,1,0.366232,0.816408,[34 78] ; [ 87 160],[37.74930362 74.25069638] ; [ 83.25069638 163.74930362],0
n5,1,0.390829,0.736361,[77 40] ; [156  99],[73.28225806 43.71774194] ; [159.71774194  95.28225806],0
u2,1,0.404791,0.694049,[19 22] ; [44 37],[21.17213115 19.82786885] ; [41.82786885 39.17213115],0
r1,1,0.416596,0.659898,[86 32] ; [195  59],[89.1344086 28.8655914] ; [191.8655914  62.1344086],0
s4,1,0.464605,0.534778,[21 96] ; [ 38 216],[18.606469 98.393531] ; [ 40.393531 213.606469],0
n4,1,0.492782,0.470446,[81 36] ; [168  88],[78.10455764 38.89544236] ; [170.89544236  85.10455764],0
p1,1,0.508298,0.437569,[  7 111] ; [ 11 242],[  5.72506739 112.27493261] ; [ 12.27493261 240.72506739],0
v4,1,0.508346,0.437471,[106  10] ; [237  17],[107.53513514   8.46486486] ; [235.46486486  18.53513514],0
s6,1,0.52261,0.408739,[61 53] ; [145 109],[63.81521739 50.18478261] ; [142.18478261 111.81521739],0
s8,1,0.55182,0.354067,[43 74] ; [ 86 170],[40.46380697 76.53619303] ; [ 88.53619303 167.46380697],0
p7,1,0.557456,0.344128,[59 58] ; [115 129],[56.3933518 60.6066482] ; [117.6066482 126.3933518],0
d2,1,0.560977,0.338015,[51 66] ; [103 152],[48.43548387 68.56451613] ; [105.56451613 149.43548387],0
u4,1,0.575794,0.313084,[  1 117] ; [  4 252],[  1.57754011 116.42245989] ; [  3.42245989 252.57754011],0
s1,1,0.594169,0.283881,[  5 112] ; [  8 244],[  4.12195122 112.87804878] ; [  8.87804878 243.12195122],0
n6,1,0.595986,0.281093,[93 23] ; [199  57],[91.05376344 24.94623656] ; [200.94623656  55.05376344],0
a3,1,0.698413,0.150128,[77 40] ; [173  82],[78.62903226 38.37096774] ; [171.37096774  83.62903226],0
a5,1,0.701352,0.147069,[78 40] ; [164  92],[76.35294118 41.64705882] ; [165.64705882  90.35294118],0
p5,1,0.726503,0.122347,[  4 113] ; [  7 247],[  3.4690027 113.5309973] ; [  7.5309973 246.4690027],0
s3,1,0.745747,0.105139,[62 55] ; [130 124],[60.54986523 56.45013477] ; [131.45013477 122.54986523],0
s2,1,0.750904,0.100773,[48 68] ; [110 145],[49.40161725 66.59838275] ; [108.59838275 146.40161725],0
r4,1,0.86905,0.027181,[103  15] ; [225  31],[103.48663102  14.51336898] ; [224.51336898  31.48663102],0
n3,1,0.890374,0.018998,[28 12] ; [52 21],[28.31858407 11.68141593] ; [51.68141593 21.31858407],0
b4,1,0.925829,0.008667,[69 49] ; [151 105],[69.41176471 48.58823529] ; [150.58823529 105.41176471],0
