Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.00017,14.136299,[23 24] ; [28  3],[30.73076923 16.26923077] ; [20.26923077 10.73076923],1
p5,1,0.000436,12.372681,[ 1 47] ; [ 9 22],[ 6.07594937 41.92405063] ; [ 3.92405063 27.07594937],1
p4,1,0.001409,10.194267,[16 31] ; [22  9],[22.8974359 24.1025641] ; [15.1025641 15.8974359],0
n5,1,0.014157,6.018471,[31 16] ; [28  3],[35.55128205 11.44871795] ; [23.44871795  7.55128205],0
p3,1,0.018941,5.506921,[18 30] ; [20 11],[23.08860759 24.91139241] ; [14.91139241 16.08860759],0
s7,1,0.024401,5.065897,[16 31] ; [17 11],[20.68 26.32] ; [12.32 15.68],0
n4,1,0.054249,3.705016,[30 17] ; [26  5],[33.74358974 13.25641026] ; [22.25641026  8.74358974],0
a7,1,0.061841,3.487309,[31 17] ; [26  5],[34.63291139 13.36708861] ; [22.36708861  8.63291139],0
p1,1,0.074089,3.190026,[ 4 44] ; [ 7 24],[ 6.6835443 41.3164557] ; [ 4.3164557 26.6835443],0
r1,1,0.089971,2.874899,[36 12] ; [28  3],[38.88607595  9.11392405] ; [25.11392405  5.88607595],0
p8,1,0.095012,2.787334,[25 23] ; [22  9],[28.55696203 19.44303797] ; [18.44303797 12.55696203],0
s2,1,0.097763,2.741661,[18 30] ; [17 13],[21.53846154 26.46153846] ; [13.46153846 16.53846154],0
n6,1,0.123136,2.376976,[39  9] ; [29  2],[41.3164557  6.6835443] ; [26.6835443  4.3164557],0
s5,1,0.13921,2.186673,[10 37] ; [11 19],[12.81818182 34.18181818] ; [ 8.18181818 21.81818182],0
s8,1,0.210366,1.568906,[15 33] ; [14 17],[17.62025316 30.37974684] ; [11.37974684 19.62025316],0
r2,1,0.229262,1.445436,[42  5] ; [30  1],[43.38461538  3.61538462] ; [28.61538462  2.38461538],0
s3,1,0.241002,1.374724,[24 23] ; [20 11],[26.51282051 20.48717949] ; [17.48717949 13.51282051],0
a6,1,0.255292,1.294112,[28 20] ; [22  9],[30.37974684 17.62025316] ; [19.62025316 11.37974684],0
u3,1,0.264173,1.246753,[ 9 12] ; [7 4],[10.5 10.5] ; [5.5 5.5],0
r4,1,0.266664,1.233827,[41  7] ; [29  2],[42.53164557  5.46835443] ; [27.46835443  3.53164557],0
b4,1,0.275811,1.187616,[25 23] ; [20 11],[27.34177215 20.65822785] ; [17.65822785 13.34177215],0
p2,1,0.327423,0.959065,[34 14] ; [25  6],[35.84810127 12.15189873] ; [23.15189873  7.84810127],0
d3,1,0.378066,0.776981,[25 23] ; [13 18],[23.08860759 24.91139241] ; [14.91139241 16.08860759],0
p10,1,0.403053,0.699198,[34 13] ; [25  6],[35.55128205 11.44871795] ; [23.44871795  7.55128205],0
d2,1,0.405089,0.693169,[10 38] ; [ 9 22],[11.5443038 36.4556962] ; [ 7.4556962 23.5443038],0
b3,1,0.407626,0.685714,[ 8 20] ; [ 8 12],[ 9.33333333 18.66666667] ; [ 6.66666667 13.33333333],0
b2,1,0.407626,0.685714,[ 8 20] ; [ 8 12],[ 9.33333333 18.66666667] ; [ 6.66666667 13.33333333],0
d4,1,0.434376,0.611096,[26 22] ; [14 17],[24.30379747 23.69620253] ; [15.69620253 15.30379747],0
a3,1,0.464907,0.534056,[27 21] ; [20 11],[28.55696203 19.44303797] ; [18.44303797 12.55696203],0
a5,1,0.464907,0.534056,[27 21] ; [20 11],[28.55696203 19.44303797] ; [18.44303797 12.55696203],0
u2,1,0.465411,0.53285,[10 10] ; [7 4],[10.96774194  9.03225806] ; [6.03225806 4.96774194],0
d1,1,0.574461,0.315276,[ 3 45] ; [ 3 28],[ 3.64556962 44.35443038] ; [ 2.35443038 28.64556962],0
a4,1,0.5765,0.311927,[ 7 41] ; [ 6 25],[ 7.89873418 40.10126582] ; [ 5.10126582 25.89873418],0
s6,1,0.601417,0.272865,[26 21] ; [19 12],[27.11538462 19.88461538] ; [17.88461538 13.11538462],0
v4,1,0.666941,0.185201,[45  2] ; [29  2],[44.58974359  2.41025641] ; [29.41025641  1.58974359],0
a8,1,0.730404,0.118741,[ 5 40] ; [ 4 25],[ 5.47297297 39.52702703] ; [ 3.52702703 25.47297297],0
v1,1,0.746037,0.104891,[28 18] ; [20 11],[28.67532468 17.32467532] ; [19.32467532 11.67532468],0
r3,1,0.752271,0.099633,[47  1] ; [30  1],[46.78481013  1.21518987] ; [30.21518987  0.78481013],0
u4,1,0.752271,0.099633,[ 1 47] ; [ 1 30],[ 1.21518987 46.78481013] ; [ 0.78481013 30.21518987],0
p11,1,0.759964,0.093348,[40  8] ; [25  6],[39.49367089  8.50632911] ; [25.50632911  5.49367089],0
s4,1,0.804783,0.061089,[ 7 40] ; [ 4 27],[ 6.62820513 40.37179487] ; [ 4.37179487 26.62820513],0
v3,1,0.810605,0.05743,[25 23] ; [17 14],[25.51898734 22.48101266] ; [16.48101266 14.51898734],0
u1,1,0.830832,0.04564,[ 2 46] ; [ 1 30],[ 1.82278481 46.17721519] ; [ 1.17721519 29.82278481],0
p9,1,0.891414,0.018636,[37 10] ; [24  7],[36.75641026 10.24358974] ; [24.24358974  6.75641026],0
b1,1,0.901868,0.015203,[21 27] ; [14 17],[21.26582278 26.73417722] ; [13.73417722 17.26582278],0
b5,1,0.967405,0.00167,[25 23] ; [16 15],[24.91139241 23.08860759] ; [16.08860759 14.91139241],0
a2,1,0.971333,0.001291,[ 3 45] ; [ 2 29],[ 3.03797468 44.96202532] ; [ 1.96202532 29.03797468],0
