Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-05,18.21347,[120  19] ; [79 45],[105.17490494  33.82509506] ; [93.82509506 30.17490494],1
p5,1,5.9e-05,16.138009,[ 40 100] ; [ 11 112],[ 27.14828897 112.85171103] ; [23.85171103 99.14828897],1
p12,1,0.000207,13.769762,[ 30 109] ; [  7 117],[ 19.55513308 119.44486692] ; [ 17.44486692 106.55513308],1
p7,1,0.000698,11.494075,[126  12] ; [91 29],[116.06976744  21.93023256] ; [100.93023256  19.06976744],1
p3,1,0.002195,9.378808,[103  36] ; [69 54],[91.2519084 47.7480916] ; [80.7480916 42.2519084],0
n5,1,0.006354,7.446966,[124  16] ; [94 30],[115.60606061  24.39393939] ; [102.39393939  21.60606061],0
s8,1,0.01105,6.457319,[101  38] ; [71 52],[91.2519084 47.7480916] ; [80.7480916 42.2519084],0
p1,1,0.024223,5.078567,[ 23 116] ; [  9 113],[ 17.04214559 121.95785441] ; [ 14.95785441 107.04214559],0
s5,1,0.024429,5.063941,[72 60] ; [48 71],[63.10756972 68.89243028] ; [56.89243028 62.10756972],0
s1,1,0.028294,4.810062,[  8 132] ; [  1 123],[  4.77272727 135.22727273] ; [  4.22727273 119.77272727],0
d2,1,0.032532,4.570233,[80 59] ; [55 69],[71.34980989 67.65019011] ; [63.65019011 60.34980989],0
b3,1,0.032557,4.568913,[41 47] ; [23 53],[34.34146341 53.65853659] ; [29.65853659 46.34146341],0
b2,1,0.032557,4.568913,[41 47] ; [23 53],[34.34146341 53.65853659] ; [29.65853659 46.34146341],0
s2,1,0.042471,4.116322,[118  22] ; [92 32],[111.36363636  28.63636364] ; [98.63636364 25.36363636],0
a1,1,0.045282,4.008112,[ 13 127] ; [  4 120],[  9.01515152 130.98484848] ; [  7.98484848 116.01515152],0
s4,1,0.047128,3.940829,[ 38 101] ; [ 21 102],[ 31.30152672 107.69847328] ; [27.69847328 95.30152672],0
u4,1,0.050673,3.819034,[  9 131] ; [  2 122],[  5.83333333 134.16666667] ; [  5.16666667 118.83333333],0
d3,1,0.069433,3.296377,[107  32] ; [83 41],[100.41825095  38.58174905] ; [89.58174905 34.41825095],0
d1,1,0.101225,2.686136,[96 44] ; [73 51],[89.62121212 50.37878788] ; [79.37878788 44.62121212],0
n4,1,0.11385,2.499951,[119  21] ; [96 28],[114.01515152  25.98484848] ; [100.98484848  23.01515152],0
a4,1,0.125282,2.350011,[65 75] ; [46 78],[58.86363636 81.13636364] ; [52.13636364 71.86363636],0
b1,1,0.161871,1.956663,[65 75] ; [47 77],[59.39393939 80.60606061] ; [52.60606061 71.39393939],0
v1,1,0.184951,1.757382,[86 52] ; [65 55],[80.76744186 57.23255814] ; [70.23255814 49.76744186],0
v4,1,0.214277,1.542292,[134   6] ; [120   2],[135.72519084   4.27480916] ; [118.27480916   3.72519084],0
s7,1,0.245103,1.351004,[99 37] ; [80 41],[94.72373541 41.27626459] ; [84.27626459 36.72373541],0
a8,1,0.261331,1.261692,[ 26 108] ; [16 98],[ 22.69354839 111.30645161] ; [19.30645161 94.69354839],0
n6,1,0.285709,1.139734,[124  13] ; [107  17],[121.25287356  15.74712644] ; [109.74712644  14.25287356],0
u1,1,0.321429,0.983125,[ 28 112] ; [ 19 105],[ 24.92424242 115.07575758] ; [ 22.07575758 101.92424242],0
p9,1,0.336231,0.924751,[127  13] ; [107  16],[124.56273764  15.43726236] ; [109.43726236  13.56273764],0
a7,1,0.345715,0.889124,[97 42] ; [93 31],[100.41825095  38.58174905] ; [89.58174905 34.41825095],0
s6,1,0.357529,0.846553,[121  15] ; [103  18],[118.53696498  17.46303502] ; [105.46303502  15.53696498],0
a6,1,0.358522,0.843062,[86 52] ; [84 40],[89.54198473 48.45801527] ; [80.45801527 43.54198473],0
d4,1,0.375793,0.784419,[122  16] ; [105  19],[119.5648855  18.4351145] ; [107.4351145  16.5648855],0
v2,1,0.386318,0.750501,[78 60] ; [73 45],[81.3984375 56.6015625] ; [69.6015625 48.3984375],0
r2,1,0.404986,0.693471,[133   6] ; [120   3],[134.22519084   4.77480916] ; [118.77480916   4.22519084],0
b4,1,0.423283,0.641181,[79 61] ; [76 48],[82.1969697 57.8030303] ; [72.8030303 51.1969697],0
p2,1,0.443268,0.587807,[130  10] ; [117   6],[131.48288973   8.51711027] ; [115.51711027   7.48288973],0
p11,1,0.44676,0.578858,[121  19] ; [103  21],[118.78787879  21.21212121] ; [105.21212121  18.78787879],0
u2,1,0.484236,0.489309,[21 15] ; [17 17],[19.54285714 16.45714286] ; [18.45714286 15.54285714],0
n1,1,0.52501,0.40404,[12 10] ; [ 8 10],[11. 11.] ; [9. 9.],0
p10,1,0.55285,0.352236,[123  17] ; [105  18],[121.36882129  18.63117871] ; [106.63117871  16.36882129],0
r1,1,0.558882,0.341643,[121  19] ; [104  20],[119.31818182  20.68181818] ; [105.68181818  18.31818182],0
r3,1,0.591324,0.288282,[136   3] ; [120   4],[135.30038023   3.69961977] ; [120.69961977   3.30038023],0
r4,1,0.61111,0.258562,[133   7] ; [116   8],[132.04545455   7.95454545] ; [116.95454545   7.04545455],0
n3,1,0.622461,0.242424,[13  9] ; [12  6],[13.75  8.25] ; [11.25  6.75],0
b5,1,0.661213,0.192053,[73 67] ; [68 56],[74.77272727 65.22727273] ; [66.22727273 57.77272727],0
a3,1,0.680253,0.169841,[104  35] ; [90 34],[102.53231939  36.46768061] ; [91.46768061 32.53231939],0
n2,1,0.789452,0.071301,[19  3] ; [15  3],[18.7  3.3] ; [15.3  2.7],0
a5,1,0.879345,0.023043,[105  35] ; [94 30],[105.53030303  34.46969697] ; [93.46969697 30.53030303],0
u3,1,0.949222,0.004056,[21 15] ; [19 14],[20.86956522 15.13043478] ; [19.13043478 13.86956522],0
a2,1,0.957331,0.002863,[ 32 108] ; [28 96],[ 31.81818182 108.18181818] ; [28.18181818 95.81818182],0
d5,1,0.965748,0.001844,[111  27] ; [100  24],[111.13740458  26.86259542] ; [99.86259542 24.13740458],0
v3,1,0.96758,0.001652,[65 71] ; [58 64],[64.8372093 71.1627907] ; [58.1627907 63.8372093],0
