Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,280.187043,[581  38] ; [ 64 105],[506.66878173 112.33121827] ; [138.33121827  30.66878173],1
p11,1,0.0,69.733683,[523  97] ; [95 79],[482.56926952 137.43073048] ; [135.43073048  38.56926952],1
n5,1,0.0,52.587733,[474 142] ; [84 89],[435.65019011 180.34980989] ; [122.34980989  50.65019011],1
n6,1,0.0,33.559532,[531  85] ; [116  57],[505.1356147 110.8643853] ; [141.8643853  31.1356147],1
p2,1,0.0,32.194422,[529  89] ; [116  58],[503.29545455 114.70454545] ; [141.70454545  32.29545455],1
p7,1,1e-06,24.632936,[398 208] ; [77 95],[369.98714653 236.01285347] ; [105.01285347  66.98714653],1
s8,1,1e-06,23.651088,[282 336] ; [ 43 129],[254.24050633 363.75949367] ; [ 70.75949367 101.24050633],1
p8,1,4e-06,21.112427,[320 291] ; [ 56 116],[293.40485313 317.59514687] ; [82.59514687 89.40485313],1
n4,1,5e-06,20.865664,[480 140] ; [104  69],[456.59520807 163.40479193] ; [127.40479193  45.59520807],1
s6,1,7e-06,20.09495,[418 192] ; [86 86],[393.14578005 216.85421995] ; [110.85421995  61.14578005],1
s2,1,1.3e-05,18.981452,[328 287] ; [ 59 112],[302.80534351 312.19465649] ; [84.19465649 86.80534351],1
p4,1,2e-05,18.221144,[363 255] ; [ 70 103],[338.29835651 279.70164349] ; [94.70164349 78.29835651],1
s7,1,5.2e-05,16.379232,[293 302] ; [ 52 113],[270.09868421 324.90131579] ; [74.90131579 90.09868421],1
a5,1,0.000122,14.767587,[466 154] ; [105  69],[445.86901763 174.13098237] ; [125.13098237  48.86901763],1
p3,1,0.000145,14.433731,[301 318] ; [ 56 117],[279.01893939 339.98106061] ; [77.98106061 95.01893939],1
r4,1,0.000261,13.332496,[576  44] ; [146  28],[563.77833753  56.22166247] ; [158.22166247  15.77833753],1
v4,1,0.000478,12.200616,[593  23] ; [155  18],[583.98986058  32.01013942] ; [164.01013942   8.98986058],1
s5,1,0.000546,11.950281,[194 406] ; [ 31 136],[176.01043025 423.98956975] ; [ 48.98956975 118.01043025],1
v1,1,0.001035,10.763276,[326 278] ; [ 68 103],[307.06580645 296.93419355] ; [86.93419355 84.06580645],0
a3,1,0.003119,8.736755,[444 174] ; [104  69],[428.14664981 189.85335019] ; [119.85335019  53.14664981],0
s3,1,0.00329,8.639357,[353 259] ; [77 94],[336.09195402 275.90804598] ; [93.90804598 77.09195402],0
v3,1,0.005195,7.810378,[235 366] ; [ 45 120],[219.68668407 381.31331593] ; [ 60.31331593 104.68668407],0
d5,1,0.005357,7.754964,[512 106] ; [127  46],[499.24399494 118.75600506] ; [139.75600506  33.24399494],0
v2,1,0.005395,7.741869,[352 241] ; [80 89],[336.18897638 256.81102362] ; [95.81102362 73.18897638],0
d1,1,0.008553,6.913856,[372 248] ; [85 89],[356.85138539 263.14861461] ; [100.14861461  73.85138539],0
d3,1,0.010737,6.508298,[438 180] ; [105  68],[424.24020228 193.75979772] ; [118.75979772  54.24020228],0
b1,1,0.011646,6.363913,[220 400] ; [80 94],[234.25692695 385.74307305] ; [ 65.74307305 108.25692695],0
a6,1,0.014899,5.928378,[436 183] ; [105  68],[422.8270202 196.1729798] ; [118.1729798  54.8270202],0
p12,1,0.017649,5.630685,[ 39 579] ; [  3 170],[ 32.81415929 585.18584071] ; [  9.18584071 163.81415929],0
r1,1,0.018947,5.506442,[503 114] ; [127  46],[492.03797468 124.96202532] ; [137.96202532  35.03797468],0
a7,1,0.022566,5.201602,[459 159] ; [114  60],[447.11363636 170.88636364] ; [125.88636364  48.11363636],0
p6,1,0.029818,4.719735,[214 399] ; [ 44 125],[202.24296675 410.75703325] ; [ 55.75703325 113.24296675],0
u4,1,0.033151,4.537951,[  7 613] ; [  6 168],[ 10.1511335 609.8488665] ; [  2.8488665 171.1511335],0
r2,1,0.036113,4.391742,[585  28] ; [158  15],[579.46437659  33.53562341] ; [163.53562341   9.46437659],0
u2,1,0.048842,3.880776,[103  72] ; [30 37],[96.17768595 78.82231405] ; [36.82231405 30.17768595],0
s1,1,0.170677,1.876986,[ 16 596] ; [  8 164],[ 18.73469388 593.26530612] ; [  5.26530612 166.73469388],0
d4,1,0.185964,1.749307,[513 106] ; [135  37],[507.09481669 111.90518331] ; [140.90518331  31.09481669],0
b3,1,0.189209,1.72377,[130 223] ; [32 75],[124.3173913 228.6826087] ; [37.6826087 69.3173913],0
b2,1,0.189209,1.72377,[130 223] ; [32 75],[124.3173913 228.6826087] ; [37.6826087 69.3173913],0
s4,1,0.20158,1.630886,[112 503] ; [ 24 147],[106.41221374 508.58778626] ; [ 29.58778626 141.41221374],0
u1,1,0.292081,1.110006,[114 506] ; [ 26 148],[109.31989924 510.68010076] ; [ 30.68010076 143.31989924],0
a2,1,0.351101,0.869474,[153 467] ; [ 37 137],[148.3627204 471.6372796] ; [ 41.6372796 132.3627204],0
d2,1,0.358949,0.841568,[290 328] ; [88 85],[295.32743363 322.67256637] ; [82.67256637 90.32743363],0
b5,1,0.380235,0.769943,[380 240] ; [113  61],[384.96221662 235.03778338] ; [108.03778338  65.96221662],0
n3,1,0.415624,0.662656,[93 29] ; [46 19],[90.68449198 31.31550802] ; [48.31550802 16.68449198],0
n2,1,0.432722,0.615507,[94 29] ; [47 19],[91.76190476 31.23809524] ; [49.23809524 16.76190476],0
p1,1,0.455523,0.556874,[ 38 579] ; [  8 164],[ 35.9721166 581.0278834] ; [ 10.0278834 161.9721166],0
u3,1,0.459544,0.547006,[101  73] ; [37 33],[98.40983607 75.59016393] ; [39.59016393 30.40983607],0
a4,1,0.464451,0.535146,[279 340] ; [ 73 101],[274.76418663 344.23581337] ; [77.23581337 96.76418663],0
b4,1,0.538314,0.378673,[358 262] ; [105  69],[361.53652393 258.46347607] ; [101.46347607  72.53652393],0
a1,1,0.68779,0.161488,[ 21 599] ; [  7 167],[ 21.86397985 598.13602015] ; [  6.13602015 167.86397985],0
a8,1,0.908304,0.013266,[ 78 490] ; [ 21 136],[ 77.56137931 490.43862069] ; [ 21.43862069 135.56137931],0
n1,1,0.984919,0.000357,[43 79] ; [23 42],[43.05882353 78.94117647] ; [22.94117647 42.05882353],0
