Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1.1e-05,19.31826,[41 14] ; [10 26],[30.82417582 24.17582418] ; [20.17582418 15.82417582],1
s8,1,0.039886,4.222732,[12 43] ; [ 2 33],[ 8.55555556 46.44444444] ; [ 5.44444444 29.55555556],0
u1,1,0.042737,4.105781,[ 9 46] ; [ 1 35],[ 6.04395604 48.95604396] ; [ 3.95604396 32.04395604],0
b5,1,0.085003,2.966554,[25 30] ; [23 13],[29.01098901 25.98901099] ; [18.98901099 17.01098901],0
p4,1,0.098796,2.724877,[10 45] ; [12 24],[13.2967033 41.7032967] ; [ 8.7032967 27.2967033],0
d4,1,0.106516,2.605168,[35 19] ; [29  7],[38.4 15.6] ; [25.6 10.4],0
p7,1,0.109125,2.566845,[10 44] ; [12 24],[13.2 40.8] ; [ 8.8 27.2],0
n1,1,0.114685,2.48845,[14 12] ; [ 5 12],[11.48837209 14.51162791] ; [7.51162791 9.48837209],0
b1,1,0.121823,2.393729,[35 20] ; [17 19],[31.42857143 23.57142857] ; [20.57142857 15.42857143],0
p8,1,0.127353,2.32448,[ 6 49] ; [ 8 27],[ 8.55555556 46.44444444] ; [ 5.44444444 29.55555556],0
a4,1,0.141074,2.166209,[26 27] ; [12 24],[22.62921348 30.37078652] ; [15.37078652 20.62921348],0
a1,1,0.179984,1.797758,[ 8 47] ; [ 2 34],[ 6.04395604 48.95604396] ; [ 3.95604396 32.04395604],0
r3,1,0.190878,1.710827,[34 21] ; [27  9],[36.86813187 18.13186813] ; [24.13186813 11.86813187],0
p9,1,0.212919,1.551464,[14 40] ; [ 5 29],[11.65909091 42.34090909] ; [ 7.34090909 26.65909091],0
p11,1,0.305837,1.048571,[21 34] ; [10 26],[18.73626374 36.26373626] ; [12.26373626 23.73626374],0
s7,1,0.354491,0.857316,[14 38] ; [ 6 27],[12.23529412 39.76470588] ; [ 7.76470588 25.23529412],0
u2,1,0.360105,0.837527,[ 8 13] ; [9 8],[ 9.39473684 11.60526316] ; [7.60526316 9.39473684],0
a3,1,0.372815,0.794262,[33 20] ; [19 17],[30.96629213 22.03370787] ; [21.03370787 14.96629213],0
s5,1,0.373102,0.793309,[ 7 47] ; [ 7 28],[ 8.49438202 45.50561798] ; [ 5.50561798 29.49438202],0
a6,1,0.389424,0.740741,[29 25] ; [16 20],[27. 27.] ; [18. 18.],0
r1,1,0.392502,0.731177,[34 21] ; [19 17],[32.03296703 22.96703297] ; [20.96703297 15.03296703],0
a5,1,0.392502,0.731177,[34 21] ; [19 17],[32.03296703 22.96703297] ; [20.96703297 15.03296703],0
v1,1,0.398025,0.714286,[18 36] ; [ 9 27],[16.2 37.8] ; [10.8 25.2],0
u3,1,0.407515,0.68604,[10 12] ; [10  7],[11.28205128 10.71794872] ; [8.71794872 8.28205128],0
s1,1,0.427336,0.630054,[ 6 49] ; [ 6 30],[ 7.25274725 47.74725275] ; [ 4.74725275 31.25274725],0
d3,1,0.438125,0.601188,[24 30] ; [19 17],[25.8 28.2] ; [17.2 18.8],0
s4,1,0.447521,0.576923,[ 6 48] ; [ 6 30],[ 7.2 46.8] ; [ 4.8 31.2],0
v4,1,0.456264,0.555045,[34 21] ; [25 11],[35.65934066 19.34065934] ; [23.34065934 12.65934066],0
v3,1,0.485659,0.48613,[17 35] ; [ 9 26],[15.54022989 36.45977011] ; [10.45977011 24.54022989],0
n2,1,0.494287,0.46718,[15 11] ; [8 9],[13.90697674 12.09302326] ; [9.09302326 7.90697674],0
d5,1,0.526131,0.401859,[34 20] ; [25 11],[35.4 18.6] ; [23.6 12.4],0
r2,1,0.537019,0.381092,[44  9] ; [28  8],[42.87640449 10.12359551] ; [29.12359551  6.87640449],0
n6,1,0.543259,0.369532,[32 22] ; [19 17],[30.6 23.4] ; [20.4 15.6],0
p6,1,0.585481,0.297458,[ 7 47] ; [ 6 29],[ 7.88764045 46.11235955] ; [ 5.11235955 29.88764045],0
p1,1,0.588438,0.29279,[ 3 52] ; [ 3 33],[ 3.62637363 51.37362637] ; [ 2.37362637 33.62637363],0
a2,1,0.589402,0.291279,[10 45] ; [ 5 31],[ 9.06593407 45.93406593] ; [ 5.93406593 30.06593407],0
s2,1,0.593999,0.284142,[14 41] ; [11 25],[15.10989011 39.89010989] ; [ 9.89010989 26.10989011],0
v2,1,0.644035,0.213504,[16 38] ; [12 23],[16.98876404 37.01123596] ; [11.01123596 23.98876404],0
r4,1,0.653402,0.201638,[31 24] ; [22 14],[32.03296703 22.96703297] ; [20.96703297 15.03296703],0
p3,1,0.68583,0.163636,[13 42] ; [ 7 28],[12.22222222 42.77777778] ; [ 7.77777778 27.22222222],0
s6,1,0.716141,0.132221,[23 32] ; [16 19],[23.83333333 31.16666667] ; [15.16666667 19.83333333],0
d2,1,0.730385,0.118758,[26 27] ; [19 17],[26.79775281 26.20224719] ; [18.20224719 17.79775281],0
a7,1,0.730866,0.118318,[28 27] ; [17 19],[27.1978022 27.8021978] ; [17.8021978 18.1978022],0
n3,1,0.749085,0.102302,[11 12] ; [9 8],[11.5 11.5] ; [8.5 8.5],0
b4,1,0.852711,0.03447,[31 24] ; [21 15],[31.42857143 23.57142857] ; [20.57142857 15.42857143],0
b2,1,0.871518,0.026157,[16 25] ; [ 7 12],[15.71666667 25.28333333] ; [ 7.28333333 11.71666667],0
b3,1,0.871518,0.026157,[16 25] ; [ 7 12],[15.71666667 25.28333333] ; [ 7.28333333 11.71666667],0
d1,1,0.924555,0.008968,[25 30] ; [16 20],[24.78021978 30.21978022] ; [16.21978022 19.78021978],0
s3,1,0.950879,0.003795,[18 35] ; [12 24],[17.86516854 35.13483146] ; [12.13483146 23.86516854],0
