Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,23.433653,[18 24] ; [93 20],[30.07741935 11.92258065] ; [80.92258065 32.07741935],1
a6,1,0.000998,10.831512,[19 23] ; [83 30],[27.63870968 14.36129032] ; [74.36129032 38.63870968],1
b5,1,0.001181,10.519805,[17 25] ; [78 35],[25.74193548 16.25806452] ; [69.25806452 43.74193548],0
a2,1,0.001633,9.92255,[ 2 40] ; [32 81],[ 9.21290323 32.78709677] ; [24.78709677 88.21290323],0
u1,1,0.010195,6.600583,[ 1 41] ; [21 92],[ 5.96129032 36.03870968] ; [16.03870968 96.96129032],0
d1,1,0.014532,5.972305,[18 24] ; [73 40],[24.65806452 17.34193548] ; [66.34193548 46.65806452],0
d4,1,0.016551,5.743324,[30 12] ; [99 14],[34.95483871  7.04516129] ; [94.04516129 18.95483871],0
p7,1,0.020808,5.342839,[25 15] ; [44 63],[18.7755102 21.2244898] ; [50.2244898 56.7755102],0
u3,1,0.024632,5.049545,[3 9] ; [19 11],[6.28571429 5.71428571] ; [15.71428571 14.28571429],0
n5,1,0.040047,4.215904,[36  6] ; [77 34],[31.01960784 10.98039216] ; [81.98039216 29.01960784],0
p6,1,0.067277,3.348236,[14 26] ; [23 89],[ 9.73684211 30.26315789] ; [27.26315789 84.73684211],0
v2,1,0.11349,2.504944,[27 14] ; [87 24],[30.75 10.25] ; [83.25 27.75],0
s6,1,0.144918,2.124947,[23 18] ; [75 34],[26.78666667 14.21333333] ; [71.21333333 37.78666667],0
r3,1,0.155246,2.019935,[37  5] ; [107   6],[39.01935484  2.98064516] ; [104.98064516   8.01935484],0
u2,1,0.173101,1.855884,[5 7] ; [20 11],[6.97674419 5.02325581] ; [18.02325581 12.97674419],0
n4,1,0.190534,1.713483,[35  7] ; [82 30],[31.90909091 10.09090909] ; [85.09090909 26.90909091],0
p12,1,0.204686,1.608623,[ 1 41] ; [  9 103],[ 2.72727273 39.27272727] ; [  7.27272727 104.72727273],0
a4,1,0.21217,1.556556,[15 27] ; [53 60],[18.42580645 23.57419355] ; [49.57419355 63.42580645],0
a5,1,0.241978,1.369036,[26 16] ; [81 32],[28.99354839 13.00645161] ; [78.00645161 34.99354839],0
d2,1,0.356819,0.849058,[19 23] ; [60 52],[21.54545455 20.45454545] ; [57.45454545 54.54545455],0
s5,1,0.370979,0.800383,[10 32] ; [34 75],[12.2384106 29.7615894] ; [31.7615894 77.2384106],0
b1,1,0.373292,0.792678,[15 27] ; [32 81],[12.73548387 29.26451613] ; [34.26451613 78.73548387],0
a8,1,0.386034,0.751397,[ 4 35] ; [16 84],[ 5.61151079 33.38848921] ; [14.38848921 85.61151079],0
r4,1,0.394163,0.72606,[35  7] ; [100  13],[36.58064516  5.41935484] ; [98.41935484 14.58064516],0
p10,1,0.422468,0.643438,[29 13] ; [83 27],[30.94736842 11.05263158] ; [81.05263158 28.94736842],0
p4,1,0.427401,0.629877,[18 22] ; [42 69],[15.89403974 24.10596026] ; [44.10596026 66.89403974],0
n1,1,0.427752,0.62892,[5 9] ; [ 7 22],[ 3.90697674 10.09302326] ; [ 8.09302326 20.90697674],0
a1,1,0.473107,0.51471,[ 4 38] ; [  7 106],[ 2.98064516 39.01935484] ; [  8.01935484 104.98064516],0
n2,1,0.496053,0.46337,[11  3] ; [22 10],[10.04347826  3.95652174] ; [22.95652174  9.04347826],0
b3,1,0.513412,0.427107,[10 13] ; [24 43],[ 8.68888889 14.31111111] ; [25.31111111 41.68888889],0
b2,1,0.513412,0.427107,[10 13] ; [24 43],[ 8.68888889 14.31111111] ; [25.31111111 41.68888889],0
r1,1,0.570319,0.322148,[32 10] ; [90 22],[33.27272727  8.72727273] ; [88.72727273 23.27272727],0
v4,1,0.593323,0.285185,[40  2] ; [104   8],[39.27272727  2.72727273] ; [104.72727273   7.27272727],0
b4,1,0.603917,0.269129,[26 16] ; [75 38],[27.36774194 14.63225806] ; [73.63225806 39.36774194],0
p5,1,0.612815,0.256096,[ 4 38] ; [  8 105],[ 3.2516129 38.7483871] ; [  8.7483871 104.2516129],0
r2,1,0.61289,0.255987,[37  3] ; [107   6],[37.64705882  2.35294118] ; [106.35294118   6.64705882],0
p9,1,0.644329,0.213126,[32 10] ; [86 22],[33.04  8.96] ; [84.96 23.04],0
n3,1,0.699234,0.14927,[10  4] ; [21 11],[9.43478261 4.56521739] ; [21.56521739 10.43478261],0
s3,1,0.702901,0.145472,[21 20] ; [58 48],[22.03401361 18.96598639] ; [56.96598639 49.03401361],0
s7,1,0.733353,0.116055,[18 22] ; [52 56],[18.91891892 21.08108108] ; [51.08108108 56.91891892],0
p1,1,0.734602,0.114928,[ 2 40] ; [  7 106],[ 2.43870968 39.56129032] ; [  6.56129032 106.43870968],0
s8,1,0.74114,0.109127,[20 22] ; [50 62],[19.09090909 22.90909091] ; [50.90909091 61.09090909],0
s1,1,0.758185,0.094781,[ 2 40] ; [  4 105],[ 1.66887417 40.33112583] ; [  4.33112583 104.66887417],0
p8,1,0.77101,0.084712,[18 22] ; [47 64],[17.21854305 22.78145695] ; [47.78145695 63.21854305],0
p11,1,0.792539,0.069177,[31 11] ; [81 32],[30.3483871 11.6516129] ; [81.6516129 31.3483871],0
s2,1,0.843474,0.038987,[21 21] ; [58 54],[21.54545455 20.45454545] ; [57.45454545 54.54545455],0
p2,1,0.888169,0.019774,[30 12] ; [82 31],[30.3483871 11.6516129] ; [81.6516129 31.3483871],0
a3,1,0.888169,0.019774,[30 12] ; [82 31],[30.3483871 11.6516129] ; [81.6516129 31.3483871],0
v1,1,0.955639,0.003094,[24 17] ; [65 47],[23.8496732 17.1503268] ; [65.1503268 46.8496732],0
s4,1,0.959168,0.002621,[ 5 37] ; [13 99],[ 4.90909091 37.09090909] ; [13.09090909 98.90909091],0
n6,1,0.964976,0.001928,[35  7] ; [93 19],[34.90909091  7.09090909] ; [93.09090909 18.90909091],0
d5,1,0.97955,0.000657,[33  9] ; [89 24],[33.05806452  8.94193548] ; [88.94193548 24.05806452],0
