Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,65.522247,[225  67] ; [52 88],[187.23148148 104.76851852] ; [89.76851852 50.23148148],1
d3,1,0.0,58.829887,[219  72] ; [52 88],[182.97215777 108.02784223] ; [88.02784223 51.97215777],1
a2,1,3e-06,21.672957,[ 74 219] ; [  9 131],[ 56.16397229 236.83602771] ; [ 26.83602771 113.16397229],1
r1,1,6e-06,20.478949,[235  55] ; [85 55],[215.81395349  74.18604651] ; [104.18604651  35.81395349],1
d4,1,1e-05,19.474206,[246  46] ; [91 48],[228.31554524  63.68445476] ; [108.68445476  30.31554524],1
r4,1,1.5e-05,18.712738,[251  42] ; [95 45],[234.12933025  58.87066975] ; [111.87066975  28.12933025],1
d5,1,2.2e-05,17.988574,[235  57] ; [86 54],[216.97222222  75.02777778] ; [104.02777778  35.97222222],1
r3,1,3.6e-05,17.053797,[274  17] ; [114  26],[261.9675174  29.0324826] ; [126.0324826  13.9675174],1
u1,1,6.9e-05,15.846453,[ 47 246] ; [  4 136],[ 34.51039261 258.48960739] ; [ 16.48960739 123.51039261],1
d1,1,8.4e-05,15.458599,[168 125] ; [52 88],[148.86836028 144.13163972] ; [71.13163972 68.86836028],1
a5,1,8.9e-05,15.357694,[209  84] ; [73 67],[190.8221709 102.1778291] ; [91.1778291 48.8221709],1
b5,1,0.000197,13.857099,[195  98] ; [67 73],[177.2886836 115.7113164] ; [84.7113164 55.2886836],1
s6,1,0.000283,13.178349,[172 118] ; [56 82],[154.48598131 135.51401869] ; [73.51401869 64.48598131],1
p2,1,0.003444,8.555998,[226  66] ; [89 50],[213.41067285  78.58932715] ; [101.58932715  37.41067285],0
b1,1,0.005994,7.551958,[ 98 195] ; [66 74],[110.97459584 182.02540416] ; [53.02540416 86.97459584],0
p10,1,0.006579,7.384438,[210  77] ; [83 55],[197.86117647  89.13882353] ; [95.13882353 42.86117647],0
u3,1,0.020092,5.403905,[52 42] ; [20 36],[45.12 48.88] ; [26.88 29.12],0
p8,1,0.02161,5.276919,[115 171] ; [40 99],[104.30588235 181.69411765] ; [50.69411765 88.30588235],0
r2,1,0.023411,5.137722,[263  25] ; [115  22],[256.15058824  31.84941176] ; [121.84941176  15.15058824],0
v2,1,0.031647,4.617519,[145 132] ; [55 79],[134.79318735 142.20681265] ; [65.20681265 68.79318735],0
p9,1,0.060024,3.53672,[218  67] ; [93 44],[210.03554502  74.96445498] ; [100.96445498  36.03554502],0
a8,1,0.065477,3.392915,[ 48 222] ; [ 14 117],[ 41.74563591 228.25436409] ; [ 20.25436409 110.74563591],0
s2,1,0.072772,3.219362,[120 170] ; [45 94],[111.53846154 178.46153846] ; [53.46153846 85.53846154],0
b2,1,0.08135,3.037714,[ 53 113] ; [37 49],[ 59.28571429 106.71428571] ; [30.71428571 55.28571429],0
b3,1,0.08135,3.037714,[ 53 113] ; [37 49],[ 59.28571429 106.71428571] ; [30.71428571 55.28571429],0
v4,1,0.09365,2.810478,[261  28] ; [117  21],[255.83606557  33.16393443] ; [122.16393443  15.83606557],0
u2,1,0.103354,2.653012,[54 40] ; [24 31],[49.20805369 44.79194631] ; [28.79194631 26.20805369],0
v3,1,0.106006,2.612776,[ 99 181] ; [37 98],[ 91.75903614 188.24096386] ; [44.24096386 90.75903614],0
a3,1,0.138626,2.193145,[197  94] ; [84 55],[190.16511628 100.83488372] ; [90.83488372 48.16511628],0
s3,1,0.160537,1.969164,[140 144] ; [58 80],[133.25118483 150.74881517] ; [64.74881517 73.25118483],0
s8,1,0.171197,1.872432,[ 99 193] ; [ 38 101],[ 92.81670534 199.18329466] ; [44.18329466 94.81670534],0
n4,1,0.2141,1.543483,[211  81] ; [93 47],[205.48148148  86.51851852] ; [98.51851852 41.48148148],0
n6,1,0.226383,1.463443,[223  68] ; [99 40],[217.91162791  73.08837209] ; [104.08837209  34.91162791],0
p11,1,0.234048,1.41609,[213  80] ; [94 46],[207.73903002  85.26096998] ; [99.26096998 40.73903002],0
n5,1,0.261439,1.261123,[193  97] ; [100  39],[198.06526807  91.93473193] ; [94.93473193 44.06526807],0
s7,1,0.264145,1.2469,[106 177] ; [42 90],[100.9253012 182.0746988] ; [47.0746988 84.9253012],0
n2,1,0.26901,1.221791,[57 29] ; [42 14],[59.95774648 26.04225352] ; [39.04225352 16.95774648],0
u4,1,0.303408,1.059154,[  6 287] ; [  1 139],[  4.73672055 288.26327945] ; [  2.26327945 137.73672055],0
