Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,31.480568,[ 23 118] ; [55 57],[43.47035573 97.52964427] ; [34.52964427 77.47035573],1
v1,1,1e-06,25.261032,[ 36 103] ; [64 48],[55.37848606 83.62151394] ; [44.62151394 67.37848606],1
r3,1,9.5e-05,15.225794,[113  30] ; [111   5],[123.67567568  19.32432432] ; [100.32432432  15.67567568],1
s6,1,0.000895,11.032077,[53 90] ; [67 49],[66.25482625 76.74517375] ; [53.74517375 62.25482625],1
r1,1,0.001076,10.692735,[87 57] ; [92 24],[99.13846154 44.86153846] ; [79.86153846 36.13846154],0
d1,1,0.001733,9.812782,[60 84] ; [71 45],[72.55384615 71.44615385] ; [58.44615385 57.55384615],0
a7,1,0.002695,9.003512,[88 56] ; [91 25],[99.13846154 44.86153846] ; [79.86153846 36.13846154],0
d4,1,0.003336,8.613928,[96 48] ; [96 20],[106.33846154  37.66153846] ; [85.66153846 30.33846154],0
p4,1,0.005954,7.564208,[ 42 102] ; [53 63],[52.61538462 91.38461538] ; [42.38461538 73.61538462],0
b1,1,0.007134,7.238904,[63 81] ; [32 84],[52.61538462 91.38461538] ; [42.38461538 73.61538462],0
p6,1,0.010472,6.552801,[ 11 132] ; [21 94],[ 17.73643411 125.26356589] ; [ 14.26356589 100.73643411],0
p9,1,0.017353,5.660349,[88 53] ; [87 27],[96.76470588 44.23529412] ; [78.23529412 35.76470588],0
a5,1,0.017634,5.63212,[88 56] ; [87 29],[96.92307692 47.07692308] ; [78.07692308 37.92307692],0
r4,1,0.017924,5.603525,[98 46] ; [94 22],[106.33846154  37.66153846] ; [85.66153846 30.33846154],0
d5,1,0.017924,5.603525,[98 46] ; [94 22],[106.33846154  37.66153846] ; [85.66153846 30.33846154],0
p10,1,0.020634,5.357443,[78 65] ; [79 36],[87.01937984 55.98062016] ; [69.98062016 45.01937984],0
p11,1,0.024481,5.060208,[85 59] ; [84 32],[93.6 50.4] ; [75.4 40.6],0
d3,1,0.02715,4.881226,[80 64] ; [80 36],[88.61538462 55.38461538] ; [71.38461538 44.61538462],0
n1,1,0.033197,4.535603,[25 34] ; [ 7 27],[20.30107527 38.69892473] ; [11.69892473 22.30107527],0
s2,1,0.03526,4.432547,[ 38 105] ; [44 69],[45.8046875 97.1953125] ; [36.1953125 76.8046875],0
n3,1,0.041206,4.167542,[29 27] ; [25  9],[33.6 22.4] ; [20.4 13.6],0
p12,1,0.043955,4.058275,[  2 140] ; [  7 109],[  4.95348837 137.04651163] ; [  4.04651163 111.95348837],0
p8,1,0.047129,3.940763,[ 29 114] ; [36 80],[ 35.88803089 107.11196911] ; [29.11196911 86.88803089],0
p2,1,0.051159,3.803044,[85 59] ; [82 34],[92.49230769 51.50769231] ; [74.50769231 41.49230769],0
n6,1,0.059968,3.538272,[100  43] ; [93 23],[106.55984556  36.44015444] ; [86.44015444 29.55984556],0
s1,1,0.073676,3.199162,[  9 135] ; [  2 113],[  6.11583012 137.88416988] ; [  4.88416988 110.11583012],0
n2,1,0.081354,3.03764,[32 27] ; [24  9],[35.91304348 23.08695652] ; [20.08695652 12.91304348],0
v4,1,0.089219,2.888407,[116  27] ; [103  13],[120.91505792  22.08494208] ; [98.08494208 17.91505792],0
s8,1,0.108003,2.583202,[ 32 112] ; [36 80],[ 37.66153846 106.33846154] ; [30.33846154 85.66153846],0
u2,1,0.109857,2.556276,[22 35] ; [21 17],[25.8 31.2] ; [17.2 20.8],0
a6,1,0.114671,2.488633,[87 57] ; [81 35],[93.04615385 50.95384615] ; [74.95384615 41.04615385],0
p3,1,0.146938,2.103755,[ 31 112] ; [34 81],[ 36.02713178 106.97286822] ; [28.97286822 86.02713178],0
p5,1,0.16586,1.919971,[  7 136] ; [  2 114],[  4.96911197 138.03088803] ; [  4.03088803 111.96911197],0
