Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000279,13.206536,[ 4 75] ; [12 30],[10.44628099 68.55371901] ; [ 5.55371901 36.44628099],1
p6,1,0.145351,2.120373,[14 65] ; [12 29],[17.11666667 61.88333333] ; [ 8.88333333 32.11666667],0
p8,1,0.152918,2.042903,[26 52] ; [20 23],[29.65289256 48.34710744] ; [16.34710744 26.65289256],0
p7,1,0.156462,2.008092,[34 44] ; [24 18],[37.7 40.3] ; [20.3 21.7],0
s4,1,0.209949,1.57178,[ 7 73] ; [ 7 36],[ 9.10569106 70.89430894] ; [ 4.89430894 38.10569106],0
u3,1,0.215295,1.535461,[15 28] ; [13 13],[17.44927536 25.55072464] ; [10.55072464 15.44927536],0
b1,1,0.219628,1.506802,[39 41] ; [16 27],[35.77235772 44.22764228] ; [19.22764228 23.77235772],0
a1,1,0.237532,1.395181,[ 6 74] ; [ 1 42],[ 4.55284553 75.44715447] ; [ 2.44715447 40.55284553],0
v3,1,0.241742,1.370407,[18 59] ; [14 28],[20.70588235 56.29411765] ; [11.29411765 30.70588235],0
n4,1,0.257635,1.281419,[45 34] ; [29 14],[47.91803279 31.08196721] ; [26.08196721 16.91803279],0
a7,1,0.279571,1.169176,[36 43] ; [24 19],[38.85245902 40.14754098] ; [21.14754098 21.85245902],0
n5,1,0.297898,1.083578,[47 31] ; [30 13],[49.63636364 28.36363636] ; [27.36363636 15.63636364],0
p4,1,0.331365,0.943556,[25 54] ; [17 25],[27.4214876 51.5785124] ; [14.5785124 27.4214876],0
s1,1,0.340914,0.90699,[ 5 74] ; [ 1 41],[ 3.91735537 75.08264463] ; [ 2.08264463 39.91735537],0
n1,1,0.350266,0.872492,[13 17] ; [3 8],[11.70731707 18.29268293] ; [4.29268293 6.70731707],0
v2,1,0.41265,0.671154,[25 49] ; [17 24],[27.02608696 46.97391304] ; [14.97391304 26.02608696],0
a3,1,0.464813,0.534281,[37 41] ; [17 25],[35.1 42.9] ; [18.9 23.1],0
n6,1,0.482919,0.492264,[54 25] ; [32 11],[55.68852459 23.31147541] ; [30.31147541 12.68852459],0
d4,1,0.484727,0.488209,[28 51] ; [18 25],[29.78688525 49.21311475] ; [16.21311475 26.78688525],0
d2,1,0.510924,0.432174,[19 61] ; [ 8 35],[17.56097561 62.43902439] ; [ 9.43902439 33.56097561],0
a2,1,0.541233,0.37326,[ 6 74] ; [ 2 41],[ 5.20325203 74.79674797] ; [ 2.79674797 40.20325203],0
p1,1,0.594406,0.283516,[10 70] ; [ 4 39],[ 9.10569106 70.89430894] ; [ 4.89430894 38.10569106],0
n2,1,0.665706,0.186667,[22  8] ; [8 4],[21.42857143  8.57142857] ; [8.57142857 3.42857143],0
d3,1,0.681646,0.168278,[25 55] ; [15 28],[26.01626016 53.98373984] ; [13.98373984 29.01626016],0
b5,1,0.698369,0.150174,[42 38] ; [21 22],[40.97560976 39.02439024] ; [22.02439024 20.97560976],0
n3,1,0.763285,0.090703,[20  8] ; [8 4],[19.6  8.4] ; [8.4 3.6],0
u1,1,0.8093,0.05824,[ 3 77] ; [ 2 41],[ 3.25203252 76.74796748] ; [ 1.74796748 41.25203252],0
a8,1,0.908515,0.013205,[ 6 68] ; [ 3 37],[ 5.84210526 68.15789474] ; [ 3.15789474 36.84210526],0
b2,1,0.929365,0.007858,[20 31] ; [ 8 13],[19.83333333 31.16666667] ; [ 8.16666667 12.83333333],0
b3,1,0.929365,0.007858,[20 31] ; [ 8 13],[19.83333333 31.16666667] ; [ 8.16666667 12.83333333],0
a5,1,0.945416,0.004687,[34 46] ; [18 25],[33.82113821 46.17886179] ; [18.17886179 24.82113821],0
b4,1,0.962938,0.002159,[45 35] ; [24 19],[44.87804878 35.12195122] ; [24.12195122 18.87804878],0
