Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.001904,9.640298,[46 18] ; [13 20],[38.92783505 25.07216495] ; [20.07216495 12.92783505],0
v4,1,0.002967,8.827586,[62  2] ; [25  7],[58.  6.] ; [29.  3.],0
r3,1,0.003626,8.462124,[62  2] ; [26  7],[58.06185567  5.93814433] ; [29.93814433  3.06185567],0
d3,1,0.012198,6.281792,[49 15] ; [17 16],[43.54639175 20.45360825] ; [22.45360825 10.54639175],0
s1,1,0.02299,5.169231,[ 1 63] ; [ 4 28],[ 3.33333333 60.66666667] ; [ 1.66666667 30.33333333],0
r4,1,0.032609,4.566189,[56  8] ; [23 10],[52.12371134 11.87628866] ; [26.87628866  6.12371134],0
a6,1,0.041576,4.152391,[41 23] ; [14 19],[36.28865979 27.71134021] ; [18.71134021 14.28865979],0
n6,1,0.048372,3.897005,[58  6] ; [25  8],[54.7628866  9.2371134] ; [28.2371134  4.7628866],0
d5,1,0.056826,3.627685,[52 12] ; [21 12],[48.16494845 15.83505155] ; [24.83505155  8.16494845],0
b1,1,0.060805,3.515283,[17 47] ; [15 18],[21.11340206 42.88659794] ; [10.88659794 22.11340206],0
v2,1,0.082383,3.017257,[31 31] ; [10 22],[27.04255319 34.95744681] ; [13.95744681 18.04255319],0
b4,1,0.082704,3.010945,[39 25] ; [14 19],[34.96907216 29.03092784] ; [18.03092784 14.96907216],0
n4,1,0.113454,2.505436,[36 28] ; [24  9],[39.58762887 24.41237113] ; [20.41237113 12.58762887],0
r2,1,0.137395,2.206897,[60  4] ; [27  5],[58.  6.] ; [29.  3.],0
p2,1,0.142349,2.152376,[48 16] ; [20 13],[44.86597938 19.13402062] ; [23.13402062  9.86597938],0
d4,1,0.142349,2.152376,[48 16] ; [20 13],[44.86597938 19.13402062] ; [23.13402062  9.86597938],0
s6,1,0.145706,2.116643,[52 10] ; [22  9],[49.33333333 12.66666667] ; [24.66666667  6.33333333],0
a4,1,0.155869,2.013856,[18 46] ; [14 19],[21.11340206 42.88659794] ; [10.88659794 22.11340206],0
