Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.875576,[221   8] ; [2 3],[218.23504274  10.76495726] ; [4.76495726 0.23504274],1
r2,1,0.000177,14.065455,[218   9] ; [3 2],[216.23706897  10.76293103] ; [4.76293103 0.23706897],1
v4,1,0.005352,7.756627,[224   4] ; [4 1],[223.10729614   4.89270386] ; [4.89270386 0.10729614],0
p9,1,0.022414,5.213365,[207  21] ; [3 2],[205.49356223  22.50643777] ; [4.50643777 0.49356223],0
p10,1,0.022858,5.179274,[206  21] ; [3 2],[204.49568966  22.50431034] ; [4.50431034 0.49568966],0
n3,1,0.08311,3.003003,[29  8] ; [1 2],[27.75  9.25] ; [2.25 0.75],0
n4,1,0.092594,2.828692,[198  31] ; [3 2],[196.70512821  32.29487179] ; [4.29487179 0.70512821],0
p11,1,0.092594,2.828692,[198  31] ; [3 2],[196.70512821  32.29487179] ; [4.29487179 0.70512821],0
b4,1,0.101328,2.684516,[130  99] ; [1 4],[128.2008547 100.7991453] ; [2.7991453 2.2008547],0
d4,1,0.105227,2.624476,[195  32] ; [3 2],[193.73275862  33.26724138] ; [4.26724138 0.73275862],0
r1,1,0.114028,2.49749,[195  33] ; [3 2],[193.75107296  34.24892704] ; [4.24892704 0.75107296],0
d5,1,0.126371,2.336524,[193  34] ; [3 2],[191.77586207  35.22413793] ; [4.22413793 0.77586207],0
n1,1,0.13335,2.25307,[ 9 26] ; [2 1],[10.13157895 24.86842105] ; [0.86842105 2.13157895],0
b2,1,0.144363,2.13082,[59 93] ; [3 1],[60.41025641 91.58974359] ; [1.58974359 2.41025641],0
b3,1,0.144363,2.13082,[59 93] ; [3 1],[60.41025641 91.58974359] ; [1.58974359 2.41025641],0
a7,1,0.154602,2.026246,[159  69] ; [2 3],[157.54506438  70.45493562] ; [3.45493562 1.54506438],0
p6,1,0.168767,1.893863,[110 115] ; [4 1],[111.52173913 113.47826087] ; [2.47826087 2.52173913],0
v2,1,0.216691,1.526151,[184  41] ; [3 2],[182.93478261  42.06521739] ; [4.06521739 0.93478261],0
d1,1,0.246482,1.343133,[149  80] ; [2 3],[147.77350427  81.22649573] ; [3.22649573 1.77350427],0
b1,1,0.296054,1.091886,[ 85 144] ; [3 2],[ 86.11965812 142.88034188] ; [1.88034188 3.11965812],0
s5,1,0.297598,1.084928,[ 97 127] ; [1 4],[ 95.86026201 128.13973799] ; [2.13973799 2.86026201],0
p2,1,0.327872,0.957286,[210  18] ; [4 1],[209.40772532  18.59227468] ; [4.59227468 0.40772532],0
s3,1,0.33367,0.934603,[138  87] ; [2 3],[136.95652174  88.04347826] ; [3.04347826 1.95652174],0
s8,1,0.452816,0.563594,[129  98] ; [2 3],[128.17672414  98.82327586] ; [2.82327586 2.17672414],0
b5,1,0.466756,0.529645,[129 100] ; [2 3],[128.2008547 100.7991453] ; [2.7991453 2.2008547],0
a4,1,0.575868,0.312963,[108 120] ; [3 2],[108.61802575 119.38197425] ; [2.38197425 2.61802575],0
p12,1,0.582079,0.302886,[ 27 200] ; [1 4],[ 27.39655172 199.60344828] ; [0.60344828 4.39655172],0
v1,1,0.590733,0.289201,[162  66] ; [3 2],[161.45922747  66.54077253] ; [3.54077253 1.45922747],0
p3,1,0.629996,0.232066,[159  68] ; [4 1],[159.48706897  67.51293103] ; [3.51293103 1.48706897],0
s6,1,0.636863,0.222869,[155  67] ; [3 2],[154.51982379  67.48017621] ; [3.48017621 1.51982379],0
d2,1,0.686451,0.162954,[116 112] ; [3 2],[116.44635193 111.55364807] ; [2.55364807 2.44635193],0
p8,1,0.692984,0.155873,[162  63] ; [4 1],[162.39130435  62.60869565] ; [3.60869565 1.39130435],0
s4,1,0.705126,0.143194,[ 32 196] ; [1 4],[ 32.29184549 195.70815451] ; [0.70815451 4.29184549],0
d3,1,0.720182,0.128319,[166  62] ; [4 1],[166.35193133  61.64806867] ; [3.64806867 1.35193133],0
n5,1,0.752775,0.099214,[194  34] ; [4 1],[193.75107296  34.24892704] ; [4.24892704 0.75107296],0
a6,1,0.760168,0.093184,[151  76] ; [3 2],[150.68103448  76.31896552] ; [3.31896552 1.68103448],0
a2,1,0.770278,0.08527,[ 59 170] ; [1 4],[ 58.71794872 170.28205128] ; [1.28205128 3.71794872],0
s2,1,0.848181,0.036649,[127 101] ; [3 2],[127.21030043 100.78969957] ; [2.78969957 2.21030043],0
s7,1,0.862717,0.0299,[139  79] ; [3 2],[138.8161435  79.1838565] ; [3.1838565 1.8161435],0
u1,1,0.984486,0.000378,[ 45 184] ; [1 4],[ 45.01709402 183.98290598] ; [0.98290598 4.01709402],0
p5,1,0.996153,2.3e-05,[ 46 183] ; [1 4],[ 45.9957265 183.0042735] ; [1.0042735 3.9957265],0
