Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n1,1,0.0994,2.715152,[2 9] ; [2 1],[3.14285714 7.85714286] ; [0.85714286 2.14285714],0
s2,1,0.109273,2.564708,[ 3 25] ; [3 6],[ 4.54054054 23.45945946] ; [1.45945946 7.54054054],0
s6,1,0.151609,2.055987,[11 17] ; [6 3],[12.86486486 15.13513514] ; [4.13513514 4.86486486],0
p12,1,0.205029,1.606181,[ 2 26] ; [2 7],[ 3.02702703 24.97297297] ; [0.97297297 8.02702703],0
p2,1,0.207717,1.587265,[19  9] ; [4 5],[17.40540541 10.59459459] ; [5.59459459 3.40540541],0
n4,1,0.213796,1.54553,[12 16] ; [6 3],[13.62162162 14.37837838] ; [4.37837838 4.62162162],0
a8,1,0.224114,1.477833,[ 4 23] ; [3 6],[ 5.25 21.75] ; [1.75 7.25],0
d3,1,0.266831,1.232969,[16 12] ; [7 2],[17.40540541 10.59459459] ; [5.59459459 3.40540541],0
r1,1,0.266831,1.232969,[12 16] ; [2 7],[10.59459459 17.40540541] ; [3.40540541 5.59459459],0
a3,1,0.335177,0.928793,[13 14] ; [6 3],[14.25 12.75] ; [4.75 4.25],0
p8,1,0.353736,0.86001,[ 9 19] ; [4 4],[10.11111111 17.88888889] ; [2.88888889 5.11111111],0
n5,1,0.382777,0.761765,[14 14] ; [6 3],[15.13513514 12.86486486] ; [4.86486486 4.13513514],0
n6,1,0.391408,0.734564,[17 11] ; [4 5],[15.89189189 12.10810811] ; [5.10810811 3.89189189],0
u3,1,0.396144,0.72,[6 9] ; [2 1],[6.66666667 8.33333333] ; [1.33333333 1.66666667],0
v2,1,0.438578,0.6,[11 16] ; [5 4],[12. 15.] ; [4. 5.],0
a4,1,0.451946,0.565767,[10 18] ; [2 7],[ 9.08108108 18.91891892] ; [2.91891892 6.08108108],0
v1,1,0.451946,0.565767,[10 18] ; [2 7],[ 9.08108108 18.91891892] ; [2.91891892 6.08108108],0
s8,1,0.468981,0.524376,[ 6 22] ; [3 6],[ 6.81081081 21.18918919] ; [2.18918919 6.81081081],0
p4,1,0.506061,0.442204,[12 16] ; [5 4],[12.86486486 15.13513514] ; [4.13513514 4.86486486],0
p7,1,0.506061,0.442204,[12 16] ; [5 4],[12.86486486 15.13513514] ; [4.13513514 4.86486486],0
n2,1,0.514828,0.424242,[6 5] ; [1 2],[5.5 5.5] ; [1.5 1.5],0
b3,1,0.516407,0.421062,[5 9] ; [1 4],[4.42105263 9.57894737] ; [1.57894737 3.42105263],0
b2,1,0.516407,0.421062,[5 9] ; [1 4],[4.42105263 9.57894737] ; [1.57894737 3.42105263],0
a6,1,0.612689,0.256277,[16 12] ; [6 3],[16.64864865 11.35135135] ; [5.35135135 3.64864865],0
d2,1,0.62434,0.239815,[ 7 21] ; [3 6],[ 7.56756757 20.43243243] ; [2.43243243 6.56756757],0
s5,1,0.632912,0.228132,[ 5 23] ; [1 8],[ 4.54054054 23.45945946] ; [1.45945946 7.54054054],0
p10,1,0.638512,0.220694,[18 10] ; [5 4],[17.40540541 10.59459459] ; [5.59459459 3.40540541],0
d4,1,0.709065,0.139212,[20  8] ; [7 2],[20.43243243  7.56756757] ; [6.56756757 2.43243243],0
b5,1,0.748737,0.102595,[17 11] ; [6 3],[17.40540541 10.59459459] ; [5.59459459 3.40540541],0
v3,1,0.771159,0.084599,[ 5 23] ; [2 7],[ 5.2972973 22.7027027] ; [1.7027027 7.2972973],0
b1,1,0.771756,0.084146,[14 14] ; [5 4],[14.37837838 13.62162162] ; [4.62162162 4.37837838],0
a5,1,0.783921,0.075192,[17 11] ; [5 4],[16.64864865 11.35135135] ; [5.35135135 3.64864865],0
d5,1,0.785704,0.073926,[20  8] ; [6 3],[19.67567568  8.32432432] ; [6.32432432 2.67567568],0
p11,1,0.785704,0.073926,[20  8] ; [6 3],[19.67567568  8.32432432] ; [6.32432432 2.67567568],0
s4,1,0.808514,0.05873,[ 4 24] ; [1 8],[ 3.78378378 24.21621622] ; [1.21621622 7.78378378],0
r3,1,0.824141,0.049383,[20  7] ; [7 2],[20.25  6.75] ; [6.75 2.25],0
v4,1,0.896441,0.016941,[18 10] ; [6 3],[18.16216216  9.83783784] ; [5.83783784 3.16216216],0
p9,1,0.896441,0.016941,[18 10] ; [6 3],[18.16216216  9.83783784] ; [5.83783784 3.16216216],0
s7,1,0.914143,0.011624,[ 6 19] ; [2 7],[ 5.88235294 19.11764706] ; [2.11764706 6.88235294],0
n3,1,0.92265,0.009428,[7 4] ; [2 1],[7.07142857 3.92857143] ; [1.92857143 1.07142857],0
b4,1,0.933362,0.006992,[16 12] ; [5 4],[15.89189189 12.10810811] ; [5.10810811 3.89189189],0
r4,1,0.947085,0.004405,[ 9 19] ; [3 6],[ 9.08108108 18.91891892] ; [2.91891892 6.08108108],0
d1,1,0.947085,0.004405,[ 9 19] ; [3 6],[ 9.08108108 18.91891892] ; [2.91891892 6.08108108],0
a1,1,0.973394,0.001112,[ 3 25] ; [1 8],[ 3.02702703 24.97297297] ; [0.97297297 8.02702703],0
u2,1,1.0,0.0,[10  5] ; [2 1],[10.  5.] ; [2. 1.],0
p3,1,1.0,0.0,[ 7 21] ; [2 6],[ 7. 21.] ; [2. 6.],0
p6,1,1.0,0.0,[ 7 21] ; [2 6],[ 7. 21.] ; [2. 6.],0
