Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,9.7e-05,15.200301,[50 20] ; [16 30],[39.82758621 30.17241379] ; [26.17241379 19.82758621],1
r1,1,0.000295,13.101313,[51 19] ; [18 28],[41.63793103 28.36206897] ; [27.36206897 18.63793103],1
d5,1,0.000785,11.275891,[57 13] ; [24 22],[48.87931034 21.12068966] ; [32.12068966 13.87931034],1
a2,1,0.001009,10.811062,[23 48] ; [ 3 43],[15.77777778 55.22222222] ; [10.22222222 35.77777778],0
a6,1,0.009567,6.713727,[46 24] ; [19 27],[39.22413793 30.77586207] ; [25.77586207 20.22413793],0
d1,1,0.0141,6.025536,[38 33] ; [14 32],[31.55555556 39.44444444] ; [20.44444444 25.55555556],0
r4,1,0.014129,6.021953,[50 21] ; [22 24],[43.69230769 27.30769231] ; [28.30769231 17.69230769],0
d4,1,0.017088,5.687298,[55 15] ; [26 19],[49.30434783 20.69565217] ; [31.69565217 13.30434783],0
r3,1,0.0214,5.293943,[57 14] ; [28 18],[51.58119658 19.41880342] ; [33.41880342 12.58119658],0
b5,1,0.025912,4.961875,[50 21] ; [23 23],[44.2991453 26.7008547] ; [28.7008547 17.2991453],0
u3,1,0.027307,4.871276,[14 11] ; [ 6 18],[10.20408163 14.79591837] ; [ 9.79591837 14.20408163],0
u1,1,0.027349,4.868643,[13 58] ; [ 2 44],[ 9.1025641 61.8974359] ; [ 5.8974359 40.1025641],0
v1,1,0.054237,3.705393,[28 43] ; [10 35],[23.25862069 47.74137931] ; [14.74137931 30.25862069],0
a3,1,0.058604,3.576471,[46 23] ; [22 23],[41.15789474 27.84210526] ; [26.84210526 18.15789474],0
r2,1,0.061384,3.499602,[61  9] ; [33 12],[57.2173913 12.7826087] ; [36.7826087  8.2173913],0
a4,1,0.063868,3.433971,[34 36] ; [14 31],[29.2173913 40.7826087] ; [18.7826087 26.2173913],0
a5,1,0.080882,3.047089,[47 24] ; [23 23],[42.47863248 28.52136752] ; [27.52136752 18.47863248],0
p2,1,0.094916,2.788964,[39 32] ; [18 28],[34.58974359 36.41025641] ; [22.41025641 23.58974359],0
s6,1,0.09509,2.786015,[36 34] ; [16 29],[31.65217391 38.34782609] ; [20.34782609 24.65217391],0
v4,1,0.098912,2.723005,[57 14] ; [30 15],[53.25 17.75] ; [33.75 11.25],0
d2,1,0.1138,2.500638,[37 33] ; [17 28],[32.86956522 37.13043478] ; [21.13043478 23.86956522],0
p5,1,0.164848,1.929185,[ 2 68] ; [ 4 42],[ 3.62068966 66.37931034] ; [ 2.37931034 43.62068966],0
u2,1,0.188352,1.730465,[11 12] ; [ 7 17],[ 8.80851064 14.19148936] ; [ 9.19148936 14.80851064],0
b1,1,0.210369,1.568886,[38 33] ; [30 16],[41.26495726 29.73504274] ; [26.73504274 19.26495726],0
n3,1,0.237616,1.394683,[18 11] ; [10 12],[15.92156863 13.07843137] ; [12.07843137  9.92156863],0
p6,1,0.3662,0.816519,[14 55] ; [ 6 38],[12.21238938 56.78761062] ; [ 7.78761062 36.21238938],0
p1,1,0.39026,0.738133,[ 8 63] ; [ 3 43],[ 6.67521368 64.32478632] ; [ 4.32478632 41.67521368],0
n5,1,0.395036,0.723386,[42 29] ; [23 22],[39.78448276 31.21551724] ; [25.21551724 19.78448276],0
b2,1,0.430631,0.62112,[13 30] ; [11 17],[14.53521127 28.46478873] ; [ 9.46478873 18.53521127],0
b3,1,0.430631,0.62112,[13 30] ; [11 17],[14.53521127 28.46478873] ; [ 9.46478873 18.53521127],0
v2,1,0.507455,0.439312,[26 44] ; [14 31],[24.34782609 45.65217391] ; [15.65217391 29.34782609],0
s5,1,0.508484,0.437186,[ 9 59] ; [ 8 37],[10.2300885 57.7699115] ; [ 6.7699115 38.2300885],0
n1,1,0.630405,0.231512,[14 15] ; [10 14],[13.13207547 15.86792453] ; [10.86792453 13.13207547],0
s4,1,0.639917,0.218851,[13 57] ; [ 7 39],[12.06896552 57.93103448] ; [ 7.93103448 38.06896552],0
s7,1,0.67441,0.176487,[21 46] ; [11 29],[20.03738318 46.96261682] ; [11.96261682 28.03738318],0
p4,1,0.674646,0.176216,[28 43] ; [16 29],[26.93103448 44.06896552] ; [17.06896552 27.93103448],0
a8,1,0.757822,0.095075,[ 6 57] ; [ 5 39],[ 6.47663551 56.52336449] ; [ 4.52336449 39.47663551],0
p3,1,0.768484,0.086647,[24 46] ; [17 29],[24.74137931 45.25862069] ; [16.25862069 29.74137931],0
p9,1,0.787682,0.072534,[20 49] ; [12 33],[19.36842105 49.63157895] ; [12.63157895 32.36842105],0
s3,1,0.791211,0.070086,[32 38] ; [19 25],[31.31578947 38.68421053] ; [19.68421053 24.31578947],0
u4,1,0.829824,0.046194,[ 2 69] ; [ 1 45],[ 1.82051282 69.17948718] ; [ 1.17948718 44.82051282],0
a1,1,0.833176,0.044365,[ 7 64] ; [ 4 42],[ 6.67521368 64.32478632] ; [ 4.32478632 41.67521368],0
s1,1,0.833176,0.044365,[ 7 64] ; [ 4 42],[ 6.67521368 64.32478632] ; [ 4.32478632 41.67521368],0
p7,1,0.847568,0.03695,[25 46] ; [17 29],[25.48717949 45.51282051] ; [16.51282051 29.48717949],0
p8,1,0.878367,0.023421,[18 52] ; [11 34],[17.65217391 52.34782609] ; [11.34782609 33.65217391],0
s2,1,0.893874,0.017797,[22 48] ; [15 31],[22.32758621 47.67241379] ; [14.67241379 31.32758621],0
