Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,23.228262,[325  26] ; [48 18],[313.96402878  37.03597122] ; [59.03597122  6.96402878],1
p10,1,3e-06,22.083745,[313  39] ; [44 22],[300.63157895  51.36842105] ; [56.36842105  9.63157895],1
p8,1,6.2e-05,16.038527,[221 127] ; [24 41],[206.44067797 141.55932203] ; [38.55932203 26.44067797],1
n6,1,0.006117,7.515474,[315  38] ; [50 15],[308.24162679  44.75837321] ; [56.75837321  8.24162679],0
b1,1,0.00979,6.672697,[112 244] ; [32 35],[121.19148936 234.80851064] ; [22.80851064 44.19148936],0
n5,1,0.012643,6.2184,[282  70] ; [43 22],[274.34052758  77.65947242] ; [50.65947242 14.34052758],0
p7,1,0.025321,5.001825,[257  92] ; [39 26],[249.52657005  99.47342995] ; [46.47342995 18.52657005],0
r3,1,0.033131,4.538993,[347   6] ; [62  4],[344.575179   8.424821] ; [64.424821  1.575179],0
p12,1,0.053223,3.736915,[ 37 317] ; [ 2 65],[ 32.79334917 321.20665083] ; [ 6.20665083 60.79334917],0
s2,1,0.053666,3.723057,[178 173] ; [42 24],[185.17985612 165.82014388] ; [34.82014388 31.17985612],0
s4,1,0.059273,3.557609,[ 40 314] ; [13 53],[ 44.67142857 309.32857143] ; [ 8.32857143 57.67142857],0
s6,1,0.065643,3.388745,[232 117] ; [50 14],[238.30024213 110.69975787] ; [43.69975787 20.30024213],0
a2,1,0.066293,3.372496,[ 89 267] ; [24 43],[ 95.10165485 260.89834515] ; [17.89834515 49.10165485],0
p5,1,0.069218,3.301475,[ 50 306] ; [ 4 63],[ 45.44680851 310.55319149] ; [ 8.55319149 58.44680851],0
v4,1,0.124634,2.358099,[339  12] ; [62  5],[336.72488038  14.27511962] ; [64.27511962  2.72488038],0
p3,1,0.12614,2.339381,[206 150] ; [32 35],[200.30260047 155.69739953] ; [37.69739953 29.30260047],0
n4,1,0.143516,2.139847,[291  64] ; [49 17],[286.69833729  68.30166271] ; [53.30166271 12.69833729],0
v3,1,0.152785,2.044218,[204 143] ; [32 33],[198.76699029 148.23300971] ; [37.23300971 27.76699029],0
p4,1,0.155,2.022342,[241 113] ; [39 27],[236. 118.] ; [44. 22.],0
a4,1,0.164667,1.930839,[158 197] ; [36 31],[163.19905213 191.80094787] ; [30.80094787 36.19905213],0
a8,1,0.169446,1.88784,[ 52 267] ; [ 5 50],[ 48.61764706 270.38235294] ; [ 8.38235294 46.61764706],0
