Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6.6e-05,15.922064,[33 22] ; [ 47 111],[20.657277 34.342723] ; [59.342723 98.657277],1
p8,1,0.00076,11.336948,[25 28] ; [ 37 124],[15.35514019 37.64485981] ; [ 46.64485981 114.35514019],1
p6,1,0.000867,11.091859,[17 37] ; [ 19 141],[ 9.08411215 44.91588785] ; [ 26.91588785 133.08411215],1
p2,1,0.001509,10.067554,[45  9] ; [96 65],[35.41395349 18.58604651] ; [105.58604651  55.41395349],0
a4,1,0.003684,8.433161,[31 24] ; [ 55 106],[21.89814815 33.10185185] ; [64.10185185 96.89814815],0
p11,1,0.014225,6.009955,[43 12] ; [97 65],[35.48387097 19.51612903] ; [104.51612903  57.48387097],0
v1,1,0.028521,4.79627,[24 30] ; [ 45 114],[17.49295775 36.50704225] ; [ 51.50704225 107.49295775],0
a3,1,0.028998,4.767722,[42 13] ; [96 64],[35.30232558 19.69767442] ; [102.69767442  57.30232558],0
v4,1,0.032671,4.562947,[50  5] ; [123  35],[44.6713615 10.3286385] ; [128.3286385  29.6713615],0
a2,1,0.04393,4.059254,[13 42] ; [ 20 142],[ 8.3640553 46.6359447] ; [ 24.6359447 137.3640553],0
n3,1,0.053679,3.722665,[14  3] ; [34 26],[10.5974026  6.4025974] ; [37.4025974 22.5974026],0
p10,1,0.063628,3.4402,[37 17] ; [86 73],[31.18309859 22.81690141] ; [91.81690141 67.18309859],0
a5,1,0.066577,3.365451,[37 18] ; [86 76],[31.17511521 23.82488479] ; [91.82488479 70.17511521],0
s8,1,0.069211,3.301635,[11 44] ; [ 17 145],[ 7.09677419 47.90322581] ; [ 20.90322581 141.09677419],0
v2,1,0.105767,2.616357,[26 26] ; [57 96],[21.05365854 30.94634146] ; [61.94634146 91.05365854],0
p9,1,0.115793,2.473316,[39 15] ; [94 62],[34.2 19.8] ; [98.8 57.2],0
s7,1,0.122191,2.38901,[12 40] ; [ 21 130],[ 8.45320197 43.54679803] ; [ 24.54679803 126.45320197],0
d1,1,0.145061,2.123435,[30 25] ; [70 92],[25.34562212 29.65437788] ; [74.65437788 87.34562212],0
p5,1,0.146383,2.109539,[ 3 50] ; [  3 158],[ 1.48598131 51.51401869] ; [  4.51401869 156.48598131],0
u1,1,0.167778,1.902689,[ 7 48] ; [ 11 151],[ 4.56221198 50.43778802] ; [ 13.43778802 148.56221198],0
d5,1,0.175064,1.839038,[41 14] ; [104  57],[36.9212963 18.0787037] ; [108.0787037  52.9212963],0
s1,1,0.178508,1.809998,[ 4 50] ; [  5 154],[ 2.28169014 51.71830986] ; [  6.71830986 152.28169014],0
v3,1,0.206994,1.59233,[16 35] ; [ 35 120],[12.62621359 38.37378641] ; [ 38.37378641 116.62621359],0
d4,1,0.211358,1.562099,[43 12] ; [111  49],[39.39534884 15.60465116] ; [114.60465116  45.39534884],0
r4,1,0.211584,1.560554,[41 14] ; [106  56],[37.25806452 17.74193548] ; [109.74193548  52.25806452],0
n2,1,0.231119,1.43396,[12  4] ; [37 26],[9.92405063 6.07594937] ; [39.07594937 23.92405063],0
s3,1,0.24908,1.328454,[16 37] ; [ 36 125],[12.87850467 40.12149533] ; [ 39.12149533 121.87850467],0
r3,1,0.257466,1.282334,[48  7] ; [128  31],[45.23364486  9.76635514] ; [130.76635514  28.23364486],0
b2,1,0.278273,1.175507,[16 18] ; [32 56],[13.37704918 20.62295082] ; [34.62295082 53.37704918],0
b3,1,0.278273,1.175507,[16 18] ; [32 56],[13.37704918 20.62295082] ; [34.62295082 53.37704918],0
d2,1,0.279171,1.171119,[28 27] ; [68 92],[24.55813953 30.44186047] ; [71.44186047 88.55813953],0
r1,1,0.298106,1.08265,[38 17] ; [98 62],[34.79069767 20.20930233] ; [101.20930233  58.79069767],0
u2,1,0.332805,0.937951,[4 8] ; [32 34],[5.53846154 6.46153846] ; [30.46153846 35.53846154],0
n5,1,0.338477,0.916193,[36 19] ; [93 67],[33. 22.] ; [96. 64.],0
r2,1,0.367128,0.813361,[47  6] ; [132  26],[44.96208531  8.03791469] ; [134.03791469  23.96208531],0
b1,1,0.432292,0.616657,[24 31] ; [ 61 101],[21.5437788 33.4562212] ; [63.4562212 98.5437788],0
n1,1,0.490159,0.476178,[7 9] ; [21 40],[ 5.81818182 10.18181818] ; [22.18181818 38.81818182],0
s5,1,0.49607,0.463334,[ 6 47] ; [ 13 145],[ 4.77251185 48.22748815] ; [ 14.22748815 143.77251185],0
