Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,52.112836,[69 45] ; [405  51],[94.8 19.2] ; [379.2  76.8],1
p9,1,0.0,39.405999,[77 38] ; [409  45],[98.22495606 16.77504394] ; [387.77504394  66.22495606],1
p2,1,0.0,32.119705,[78 37] ; [407  50],[97.50874126 17.49125874] ; [387.49125874  69.50874126],1
n6,1,2e-06,22.332158,[81 33] ; [406  52],[97.05944056 16.94055944] ; [389.94055944  68.05944056],1
p8,1,4e-06,21.231272,[42 73] ; [272 178],[63.91150442 51.08849558] ; [250.08849558 199.91150442],1
p7,1,0.000292,13.121241,[58 55] ; [311 137],[74.32620321 38.67379679] ; [294.67379679 153.32620321],1
r4,1,0.000413,12.470424,[105  12] ; [448  13],[111.93944637   5.06055363] ; [441.06055363  19.93944637],1
n5,1,0.000509,12.082788,[74 41] ; [365  93],[88.10645724 26.89354276] ; [350.89354276 107.10645724],1
p4,1,0.000756,11.346064,[57 58] ; [304 153],[72.57867133 42.42132867] ; [288.42132867 168.57867133],1
r3,1,0.001564,10.001633,[107  10] ; [447  11],[112.72695652   4.27304348] ; [441.27304348  16.72695652],0
p3,1,0.003902,8.328696,[47 68] ; [256 202],[60.81151832 54.18848168] ; [242.18848168 215.81151832],0
n4,1,0.004421,8.102109,[85 31] ; [389  71],[95.45833333 20.54166667] ; [378.54166667  81.45833333],0
v4,1,0.009198,6.783962,[108   9] ; [445  12],[112.7195122   4.2804878] ; [440.2804878  16.7195122],0
s1,1,0.010845,6.490479,[  8 109] ; [ 10 442],[  3.70123023 113.29876977] ; [ 14.29876977 437.70123023],0
b1,1,0.012091,6.297464,[58 59] ; [170 291],[46.15224913 70.84775087] ; [181.84775087 279.15224913],0
p12,1,0.012124,6.292638,[  4 111] ; [ 51 404],[ 11.09649123 103.90350877] ; [ 43.90350877 411.09649123],0
v1,1,0.012131,6.291679,[56 61] ; [272 176],[67.92212389 49.07787611] ; [260.07787611 187.92212389],0
n1,1,0.019506,5.455578,[23 22] ; [23 54],[16.96721311 28.03278689] ; [29.03278689 47.96721311],0
p5,1,0.025971,4.957924,[  7 107] ; [ 63 394],[ 13.97548161 100.02451839] ; [ 56.02451839 400.97548161],0
u2,1,0.028496,4.797832,[ 7 13] ; [58 36],[11.40350877  8.59649123] ; [53.59649123 40.40350877],0
s4,1,0.035362,4.427605,[26 90] ; [ 65 387],[18.58450704 97.41549296] ; [ 72.41549296 379.58450704],0
b3,1,0.047461,3.928968,[18 42] ; [134 172],[24.91803279 35.08196721] ; [127.08196721 178.91803279],0
b2,1,0.047461,3.928968,[18 42] ; [134 172],[24.91803279 35.08196721] ; [127.08196721 178.91803279],0
a4,1,0.05519,3.676341,[74 43] ; [245 214],[64.796875 52.203125] ; [254.203125 204.796875],0
u3,1,0.066613,3.364575,[ 8 11] ; [62 34],[11.56521739  7.43478261] ; [58.43478261 37.56521739],0
s8,1,0.144639,2.127902,[49 66] ; [228 226],[55.98418278 59.01581722] ; [221.01581722 232.98418278],0
a2,1,0.166621,1.913084,[46 71] ; [150 311],[39.67474048 77.32525952] ; [156.32525952 304.67474048],0
d1,1,0.200985,1.635202,[74 43] ; [320 141],[79.75432526 37.24567474] ; [314.24567474 146.75432526],0
a6,1,0.227319,1.457558,[80 36] ; [342 117],[85.13391304 30.86608696] ; [336.86608696 122.13391304],0
a7,1,0.235366,1.408134,[93 24] ; [342 119],[88.05363322 28.94636678] ; [346.94636678 114.05363322],0
v2,1,0.266443,1.234968,[65 48] ; [280 163],[70.11690647 42.88309353] ; [274.88309353 168.11690647],0
a3,1,0.301977,1.065441,[97 19] ; [365  95],[93.04166667 22.95833333] ; [368.95833333  91.04166667],0
a1,1,0.312526,1.019969,[  8 109] ; [ 21 440],[  5.87024221 111.12975779] ; [ 23.12975779 437.87024221],0
p1,1,0.337772,0.918868,[  7 109] ; [ 40 416],[  9.53146853 106.46853147] ; [ 37.46853147 418.53146853],0
s3,1,0.434584,0.610542,[62 55] ; [256 193],[65.73498233 51.26501767] ; [252.26501767 196.73498233],0
d2,1,0.471169,0.519233,[72 44] ; [268 191],[68.59130435 47.40869565] ; [271.40869565 187.59130435],0
b5,1,0.504046,0.446407,[72 45] ; [268 193],[68.82352941 48.17647059] ; [271.17647059 189.82352941],0
b4,1,0.581649,0.303577,[66 51] ; [273 188],[68.62110727 48.37889273] ; [270.37889273 190.62110727],0
v3,1,0.62438,0.239759,[46 65] ; [195 248],[48.28700361 62.71299639] ; [192.71299639 250.28700361],0
d4,1,0.654608,0.200139,[99 17] ; [399  60],[100.46608696  15.53391304] ; [397.53391304  61.46608696],0
p6,1,0.716998,0.131387,[41 73] ; [172 283],[42.67486819 71.32513181] ; [170.32513181 284.67486819],0
s6,1,0.721284,0.127265,[81 33] ; [312 138],[79.43617021 34.56382979] ; [313.56382979 136.43617021],0
n3,1,0.753414,0.098684,[33 11] ; [55 21],[32.26666667 11.73333333] ; [55.73333333 20.26666667],0
s7,1,0.82146,0.050926,[57 51] ; [237 202],[58.04753199 49.95246801] ; [235.95246801 203.04753199],0
d5,1,0.825793,0.048444,[100  16] ; [392  67],[99.25565217 16.74434783] ; [392.74434783  66.25565217],0
r2,1,0.866615,0.028211,[114   3] ; [443  13],[113.73298429   3.26701571] ; [443.26701571  12.73298429],0
u1,1,0.87688,0.024002,[30 87] ; [115 346],[29.35121107 87.64878893] ; [115.64878893 345.35121107],0
d3,1,0.885518,0.02073,[87 29] ; [342 118],[86.39583333 29.60416667] ; [342.60416667 117.39583333],0
s2,1,0.891394,0.018643,[61 55] ; [235 218],[60.34446397 55.65553603] ; [235.65553603 217.34446397],0
