Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,74.547319,[42 76] ; [262  70],[79.71555556 38.28444444] ; [224.28444444 107.71555556],1
d3,1,0.0,50.01026,[55 63] ; [268  64],[84.69777778 33.30222222] ; [238.30222222  93.69777778],1
a2,1,1e-06,23.539589,[ 10 108] ; [103 229],[29.63111111 88.36888889] ; [ 83.36888889 248.63111111],1
u1,1,2e-06,22.889001,[  5 113] ; [ 81 251],[22.55111111 95.44888889] ; [ 63.44888889 268.55111111],1
r4,1,1e-05,19.503154,[95 23] ; [313  19],[106.98666667  11.01333333] ; [301.01333333  30.98666667],1
d1,1,0.000359,12.732094,[57 61] ; [222 110],[73.16 44.84] ; [205.84 126.16],1
r1,1,0.000412,12.47811,[82 36] ; [278  51],[95.03355705 22.96644295] ; [264.96644295  64.03355705],1
p2,1,0.000564,11.890728,[94 22] ; [306  25],[103.80313199  12.19686801] ; [296.19686801  34.80313199],1
a5,1,0.003095,8.750653,[80 38] ; [269  63],[91.51555556 26.48444444] ; [257.48444444  74.51555556],0
d4,1,0.004599,8.030696,[87 30] ; [285  47],[96.93541203 20.06458797] ; [275.06458797  56.93541203],0
v4,1,0.005134,7.831574,[106  11] ; [320  10],[111.5033557   5.4966443] ; [314.4966443  15.5033557],0
r2,1,0.006977,7.278946,[101  14] ; [314  16],[107.24719101   7.75280899] ; [307.75280899  22.24719101],0
b1,1,0.009837,6.664157,[59 59] ; [121 211],[47.2 70.8] ; [132.8 199.2],0
d5,1,0.010815,6.49547,[88 29] ; [284  48],[96.93541203 20.06458797] ; [275.06458797  56.93541203],0
r3,1,0.013682,6.078666,[108  10] ; [321  10],[112.74387528   5.25612472] ; [316.25612472  14.74387528],0
b5,1,0.015287,5.883035,[57 61] ; [203 129],[68.17777778 49.82222222] ; [191.82222222 140.17777778],0
u3,1,0.039257,4.249709,[15 18] ; [60 31],[19.95967742 13.04032258] ; [55.04032258 35.95967742],0
