Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,3.3e-05,17.252091,[7 2] ; [ 3 28],[2.25 6.75] ; [ 7.75 23.25],1
s6,1,0.004317,8.145455,[6 3] ; [ 6 27],[2.57142857 6.42857143] ; [ 9.42857143 23.57142857],0
v1,1,0.023794,5.109571,[5 4] ; [ 6 27],[2.35714286 6.64285714] ; [ 8.64285714 24.35714286],0
s1,1,0.047518,3.926962,[2 7] ; [ 1 32],[0.64285714 8.35714286] ; [ 2.35714286 30.64285714],0
s7,1,0.058052,3.592188,[3 5] ; [ 3 27],[1.26315789 6.73684211] ; [ 4.73684211 25.26315789],0
a5,1,0.103451,2.651515,[6 3] ; [12 21],[3.85714286 5.14285714] ; [14.14285714 18.85714286],0
b1,1,0.103451,2.651515,[3 6] ; [21 12],[5.14285714 3.85714286] ; [18.85714286 14.14285714],0
a4,1,0.112786,2.51474,[4 5] ; [ 6 26],[2.19512195 6.80487805] ; [ 7.80487805 24.19512195],0
p3,1,0.112786,2.51474,[4 5] ; [ 6 26],[2.19512195 6.80487805] ; [ 7.80487805 24.19512195],0
a3,1,0.117574,2.449345,[7 2] ; [16 17],[4.92857143 4.07142857] ; [18.07142857 14.92857143],0
s5,1,0.130134,2.290909,[3 6] ; [ 4 29],[1.5 7.5] ; [ 5.5 27.5],0
n6,1,0.158176,1.991582,[7 2] ; [17 16],[5.14285714 3.85714286] ; [18.85714286 14.14285714],0
u3,1,0.160711,1.967525,[1 1] ; [ 2 15],[0.31578947 1.68421053] ; [ 2.68421053 14.31578947],0
s4,1,0.218219,1.516043,[3 6] ; [ 5 28],[1.71428571 7.28571429] ; [ 6.28571429 26.71428571],0
p4,1,0.257363,1.282886,[4 5] ; [ 8 24],[2.63414634 6.36585366] ; [ 9.36585366 22.63414634],0
s8,1,0.280916,1.162654,[2 7] ; [ 3 30],[1.07142857 7.92857143] ; [ 3.92857143 29.07142857],0
r4,1,0.280916,1.162654,[2 7] ; [ 3 30],[1.07142857 7.92857143] ; [ 3.92857143 29.07142857],0
p6,1,0.298086,1.082735,[2 7] ; [ 3 29],[1.09756098 7.90243902] ; [ 3.90243902 28.09756098],0
b5,1,0.298458,1.08107,[5 4] ; [12 21],[3.64285714 5.35714286] ; [13.35714286 19.64285714],0
v3,1,0.350413,0.871962,[3 6] ; [ 6 26],[1.97560976 7.02439024] ; [ 7.02439024 24.97560976],0
p7,1,0.384822,0.755241,[4 5] ; [ 9 22],[2.925 6.075] ; [10.075 20.925],0
n3,1,0.399557,0.709658,[3 2] ; [ 7 11],[2.17391304 2.82608696] ; [ 7.82608696 10.17391304],0
d3,1,0.425031,0.636364,[4 5] ; [10 23],[3. 6.] ; [11. 22.],0
n4,1,0.425031,0.636364,[7 2] ; [21 12],[6. 3.] ; [22. 11.],0
n5,1,0.449177,0.572727,[6 3] ; [26  7],[6.85714286 2.14285714] ; [25.14285714  7.85714286],0
n2,1,0.474895,0.510563,[3 2] ; [ 8 11],[2.29166667 2.70833333] ; [ 8.70833333 10.29166667],0
p11,1,0.537471,0.380247,[4 5] ; [11 22],[3.21428571 5.78571429] ; [11.78571429 21.21428571],0
v2,1,0.566649,0.328322,[1 8] ; [ 6 25],[1.575 7.425] ; [ 5.425 25.575],0
b4,1,0.590698,0.289256,[4 5] ; [18 15],[4.71428571 4.28571429] ; [17.28571429 15.71428571],0
p2,1,0.645324,0.211847,[5 4] ; [15 17],[4.3902439 4.6097561] ; [15.6097561 16.3902439],0
d2,1,0.691977,0.156953,[3 6] ; [13 19],[3.51219512 5.48780488] ; [12.48780488 19.51219512],0
n1,1,0.722283,0.126316,[2 3] ; [ 6 13],[1.66666667 3.33333333] ; [ 6.33333333 12.66666667],0
b3,1,0.736268,0.113434,[2 4] ; [ 9 13],[2.35714286 3.64285714] ; [ 8.64285714 13.35714286],0
b2,1,0.736268,0.113434,[2 4] ; [ 9 13],[2.35714286 3.64285714] ; [ 8.64285714 13.35714286],0
r2,1,0.769297,0.086022,[6 3] ; [19 12],[5.625 3.375] ; [19.375 11.625],0
p9,1,0.81208,0.056522,[4 5] ; [12 18],[3.69230769 5.30769231] ; [12.30769231 17.69230769],0
d4,1,0.829666,0.046281,[4 5] ; [16 17],[4.28571429 4.71428571] ; [15.71428571 17.28571429],0
v4,1,0.829666,0.046281,[5 4] ; [17 16],[4.71428571 4.28571429] ; [17.28571429 15.71428571],0
a6,1,0.866446,0.028283,[3 6] ; [12 21],[3.21428571 5.78571429] ; [11.78571429 21.21428571],0
r1,1,0.866446,0.028283,[3 6] ; [12 21],[3.21428571 5.78571429] ; [11.78571429 21.21428571],0
d1,1,0.899628,0.015909,[2 7] ; [ 8 25],[2.14285714 6.85714286] ; [ 7.85714286 25.14285714],0
p1,1,0.933897,0.00688,[1 8] ; [ 4 29],[1.07142857 7.92857143] ; [ 3.92857143 29.07142857],0
p8,1,0.947806,0.004285,[2 7] ; [ 7 26],[1.92857143 7.07142857] ; [ 7.07142857 25.92857143],0
d5,1,0.956962,0.002912,[4 5] ; [15 18],[4.07142857 4.92857143] ; [14.92857143 18.07142857],0
p10,1,0.970415,0.001375,[4 5] ; [14 18],[3.95121951 5.04878049] ; [14.04878049 17.95121951],0
