Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,1e-06,24.219768,[106  39] ; [19 35],[91.08040201 53.91959799] ; [33.91959799 20.08040201],1
p7,1,1.4e-05,18.847834,[84 59] ; [13 41],[70.41116751 72.58883249] ; [26.58883249 27.41116751],1
p9,1,2.6e-05,17.709059,[112  32] ; [23 27],[100.20618557  43.79381443] ; [34.79381443 15.20618557],1
a7,1,0.00012,14.79055,[121  24] ; [31 23],[110.75376884  34.24623116] ; [41.24623116 12.75376884],1
v4,1,0.000238,13.504393,[136   7] ; [42 12],[129.20812183  13.79187817] ; [48.79187817  5.20812183],1
p8,1,0.000379,12.634226,[69 74] ; [11 43],[58.07106599 84.92893401] ; [21.92893401 32.07106599],1
p10,1,0.000898,11.027098,[105  38] ; [25 27],[95.33333333 47.66666667] ; [34.66666667 17.33333333],1
d3,1,0.00125,10.415193,[122  23] ; [34 20],[113.66834171  31.33165829] ; [42.33165829 11.66834171],0
r3,1,0.001488,10.092818,[141   4] ; [46  8],[136.25628141   8.74371859] ; [50.74371859  3.25628141],0
p3,1,0.002043,9.510237,[65 80] ; [11 42],[55.65656566 89.34343434] ; [20.34343434 32.65656566],0
p4,1,0.006493,7.408041,[71 73] ; [15 39],[62.54545455 81.45454545] ; [23.45454545 30.54545455],0
a6,1,0.008992,6.824361,[99 46] ; [26 28],[91.08040201 53.91959799] ; [33.91959799 20.08040201],0
r4,1,0.014461,5.980927,[126  19] ; [39 15],[120.22613065  24.77386935] ; [44.77386935  9.22613065],0
s4,1,0.028597,4.791727,[ 25 120] ; [17 37],[ 30.60301508 114.39698492] ; [11.39698492 42.60301508],0
s8,1,0.053669,3.722967,[54 91] ; [12 41],[48.33333333 96.66666667] ; [17.66666667 35.33333333],0
r1,1,0.063214,3.45098,[112  32] ; [35 19],[106.90909091  37.09090909] ; [40.09090909 13.90909091],0
s3,1,0.070603,3.268954,[72 71] ; [19 34],[66.39285714 76.60714286] ; [24.60714286 28.39285714],0
p6,1,0.070987,3.260051,[42 99] ; [ 9 44],[ 37.06701031 103.93298969] ; [13.93298969 39.06701031],0
n4,1,0.07417,3.188237,[66 79] ; [17 37],[60.47738693 84.52261307] ; [22.52261307 31.47738693],0
b1,1,0.104638,2.633389,[49 96] ; [25 29],[53.91959799 91.08040201] ; [20.08040201 33.91959799],0
n6,1,0.122636,2.383333,[92 52] ; [28 26],[87.27272727 56.72727273] ; [32.72727273 21.27272727],0
a5,1,0.124111,2.364661,[105  40] ; [33 21],[100.55276382  44.44723618] ; [37.44723618 16.55276382],0
s1,1,0.159792,1.976194,[  6 139] ; [ 5 49],[  8.01507538 136.98492462] ; [ 2.98492462 51.01507538],0
n3,1,0.237338,1.396337,[32 10] ; [15  9],[29.90909091 12.09090909] ; [17.09090909  6.90909091],0
b4,1,0.25069,1.319452,[96 49] ; [31 23],[92.53768844 52.46231156] ; [34.46231156 19.53768844],0
n2,1,0.263853,1.248428,[27 14] ; [13 12],[24.84848485 16.15151515] ; [15.15151515  9.84848485],0
r2,1,0.313273,1.016825,[132  10] ; [46  6],[130.28865979  11.71134021] ; [47.71134021  4.28865979],0
v1,1,0.317388,0.999679,[59 82] ; [18 35],[55.96391753 85.03608247] ; [21.03608247 31.96391753],0
d2,1,0.317408,0.999598,[69 76] ; [30 24],[72.13567839 72.86432161] ; [26.86432161 27.13567839],0
s6,1,0.329254,0.95183,[86 58] ; [27 25],[83.02040816 60.97959184] ; [29.97959184 22.02040816],0
n1,1,0.39609,0.720165,[11 31] ; [ 9 16],[12.53731343 29.46268657] ; [ 7.46268657 17.53731343],0
p12,1,0.443352,0.58759,[  6 138] ; [ 1 52],[  5.11675127 138.88324873] ; [ 1.88324873 51.11675127],0
a2,1,0.463827,0.536644,[ 28 117] ; [ 8 46],[ 26.23115578 118.76884422] ; [ 9.76884422 44.23115578],0
a4,1,0.476423,0.507041,[59 86] ; [25 29],[61.20603015 83.79396985] ; [22.79396985 31.20603015],0
a8,1,0.504411,0.445644,[  8 122] ; [ 2 52],[  7.06521739 122.93478261] ; [ 2.93478261 51.06521739],0
u1,1,0.536843,0.381423,[ 21 124] ; [ 6 48],[ 19.67336683 125.32663317] ; [ 7.32663317 46.67336683],0
u2,1,0.570459,0.321916,[28 18] ; [9 8],[27.01587302 18.98412698] ; [9.98412698 7.01587302],0
p1,1,0.602597,0.271097,[ 11 132] ; [ 3 51],[ 10.16243655 132.83756345] ; [ 3.83756345 50.16243655],0
