Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.004121,8.229763,[34 12] ; [4 9],[29.62711864 16.37288136] ; [8.37288136 4.62711864],0
a3,1,0.024009,5.093955,[36 10] ; [6 7],[32.74576271 13.25423729] ; [9.25423729 3.74576271],0
r2,1,0.055561,3.665184,[45  1] ; [11  2],[43.66101695  2.33898305] ; [12.33898305  0.66101695],0
s3,1,0.058575,3.577284,[34 12] ; [6 7],[31.18644068 14.81355932] ; [8.81355932 4.18644068],0
r1,1,0.065997,3.37988,[39  7] ; [8 5],[36.6440678  9.3559322] ; [10.3559322  2.6440678],0
a2,1,0.096351,2.764934,[14 32] ; [ 1 12],[11.69491525 34.30508475] ; [3.30508475 9.69491525],0
p10,1,0.105569,2.619333,[38  8] ; [8 5],[35.86440678 10.13559322] ; [10.13559322  2.86440678],0
a5,1,0.105569,2.619333,[38  8] ; [8 5],[35.86440678 10.13559322] ; [10.13559322  2.86440678],0
s2,1,0.119544,2.423282,[32 14] ; [6 7],[29.62711864 16.37288136] ; [8.37288136 4.62711864],0
d5,1,0.13255,2.262385,[40  6] ; [9 4],[38.20338983  7.79661017] ; [10.79661017  2.20338983],0
n5,1,0.157329,1.999711,[37  9] ; [8 5],[35.08474576 10.91525424] ; [9.91525424 3.08474576],0
a7,1,0.196006,1.67189,[27 19] ; [5 8],[24.94915254 21.05084746] ; [7.05084746 5.94915254],0
b3,1,0.196972,1.664681,[16 25] ; [2 9],[14.19230769 26.80769231] ; [3.80769231 7.19230769],0
b2,1,0.196972,1.664681,[16 25] ; [2 9],[14.19230769 26.80769231] ; [3.80769231 7.19230769],0
d2,1,0.213347,1.548568,[30 16] ; [6 7],[28.06779661 17.93220339] ; [7.93220339 5.06779661],0
a4,1,0.249553,1.325802,[26 20] ; [5 8],[24.16949153 21.83050847] ; [6.83050847 6.16949153],0
v3,1,0.281716,1.158793,[19 23] ; [3 8],[17.43396226 24.56603774] ; [4.56603774 6.43396226],0
d4,1,0.290011,1.119571,[38  8] ; [9 4],[36.6440678  9.3559322] ; [10.3559322  2.6440678],0
d1,1,0.367771,0.811181,[31 15] ; [7 6],[29.62711864 16.37288136] ; [8.37288136 4.62711864],0
b5,1,0.367771,0.811181,[31 15] ; [7 6],[29.62711864 16.37288136] ; [8.37288136 4.62711864],0
n6,1,0.374313,0.789298,[40  6] ; [10  3],[38.98305085  7.01694915] ; [11.01694915  1.98305085],0
n1,1,0.422678,0.642857,[10  4] ; [2 2],[9.33333333 4.66666667] ; [2.66666667 1.33333333],0
b4,1,0.454075,0.56046,[30 16] ; [7 6],[28.84745763 17.15254237] ; [8.15254237 4.84745763],0
p3,1,0.49164,0.472935,[19 27] ; [4 9],[17.93220339 28.06779661] ; [5.06779661 7.93220339],0
s4,1,0.499187,0.456665,[10 36] ; [4 9],[10.91525424 35.08474576] ; [3.08474576 9.91525424],0
s6,1,0.504822,0.444785,[39  7] ; [10  3],[38.20338983  7.79661017] ; [10.79661017  2.20338983],0
p9,1,0.504822,0.444785,[39  7] ; [10  3],[38.20338983  7.79661017] ; [10.79661017  2.20338983],0
