Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,28.012523,[123  37] ; [25 38],[106.18834081  53.81165919] ; [41.81165919 21.18834081],1
a6,1,1e-06,23.208973,[117  44] ; [24 39],[101.34375  59.65625] ; [39.65625 23.34375],1
p2,1,0.000148,14.391571,[128  31] ; [35 28],[116.74324324  42.25675676] ; [46.25675676 16.74324324],1
a1,1,0.00072,11.435859,[  2 159] ; [ 7 56],[  6.46875 154.53125] ; [ 2.53125 60.46875],1
d1,1,0.000802,11.237458,[86 75] ; [18 45],[74.75 86.25] ; [29.25 33.75],1
r1,1,0.003248,8.662369,[121  39] ; [35 28],[111.92825112  48.07174888] ; [44.07174888 18.92825112],0
d4,1,0.004615,8.024645,[133  28] ; [41 22],[125.0625  35.9375] ; [48.9375 14.0625],0
p10,1,0.004758,7.969285,[119  38] ; [35 27],[110.40182648  46.59817352] ; [43.59817352 18.40182648],0
d5,1,0.008832,6.856582,[125  36] ; [38 25],[117.15625  43.84375] ; [45.84375 17.15625],0
v2,1,0.018142,5.582356,[81 69] ; [22 39],[73.22274882 76.77725118] ; [29.77725118 31.22274882],0
v3,1,0.019385,5.466435,[ 46 106] ; [ 9 52],[ 39.24882629 112.75117371] ; [15.75117371 45.24882629],0
p9,1,0.023951,5.098208,[125  31] ; [40 21],[118.61751152  37.38248848] ; [46.38248848 14.61751152],0
s7,1,0.025974,4.95773,[55 99] ; [12 48],[ 48.21495327 105.78504673] ; [18.78504673 41.21495327],0
s6,1,0.031786,4.610023,[99 61] ; [28 33],[91.94570136 68.05429864] ; [35.05429864 25.94570136],0
b1,1,0.032344,4.580168,[ 52 109] ; [30 33],[ 58.9375 102.0625] ; [23.0625 39.9375],0
n2,1,0.041918,4.138503,[36 21] ; [26  5],[40.15909091 16.84090909] ; [21.84090909  9.15909091],0
a2,1,0.04228,4.123942,[ 27 134] ; [ 4 59],[ 22.28125 138.71875] ; [ 8.71875 54.28125],0
s1,1,0.084503,2.976087,[  3 157] ; [ 4 59],[  5.02242152 154.97757848] ; [ 1.97757848 61.02242152],0
r4,1,0.087723,2.915676,[138  23] ; [48 15],[133.6875  27.3125] ; [52.3125 10.6875],0
b5,1,0.091695,2.844359,[104  57] ; [33 30],[98.46875 62.53125] ; [38.53125 24.46875],0
r3,1,0.111484,2.533055,[150  10] ; [55  8],[147.08520179  12.91479821] ; [57.91479821  5.08520179],0
p8,1,0.115123,2.482444,[74 85] ; [22 41],[68.75675676 90.24324324] ; [27.24324324 35.75675676],0
p3,1,0.129171,2.302438,[60 99] ; [17 46],[ 55.14864865 103.85135135] ; [21.85135135 41.14864865],0
p4,1,0.272168,1.205788,[75 85] ; [24 38],[71.35135135 88.64864865] ; [27.64864865 34.35135135],0
n6,1,0.28152,1.159735,[108  51] ; [38 25],[104.56756757  54.43243243] ; [41.43243243 21.56756757],0
a5,1,0.303126,1.060392,[94 67] ; [32 31],[90.5625 70.4375] ; [35.4375 27.5625],0
p12,1,0.321858,0.981383,[  7 153] ; [ 1 61],[  5.76576577 154.23423423] ; [ 2.23423423 59.76576577],0
s8,1,0.334682,0.930696,[ 55 106] ; [17 45],[ 51.98206278 109.01793722] ; [20.01793722 41.98206278],0
n5,1,0.358791,0.842119,[ 54 106] ; [25 37],[ 56.93693694 103.06306306] ; [22.06306306 39.93693694],0
r2,1,0.365431,0.819143,[147  14] ; [55  8],[145.1875  15.8125] ; [56.8125  6.1875],0
b4,1,0.367649,0.811594,[95 66] ; [33 30],[92. 69.] ; [36. 27.],0
p5,1,0.371317,0.799251,[ 10 150] ; [ 2 60],[  8.64864865 151.35135135] ; [ 3.35135135 58.64864865],0
s3,1,0.380221,0.769987,[79 81] ; [27 36],[76.05381166 83.94618834] ; [29.94618834 33.05381166],0
u2,1,0.388559,0.743445,[38 24] ; [15 14],[36.10989011 25.89010989] ; [16.89010989 12.10989011],0
u3,1,0.395815,0.721004,[42 20] ; [17 12],[40.1978022 21.8021978] ; [18.8021978 10.1978022],0
a8,1,0.456754,0.553836,[  6 142] ; [ 4 58],[  7.04761905 140.95238095] ; [ 2.95238095 59.04761905],0
a3,1,0.462215,0.540525,[97 64] ; [34 28],[94.57847534 66.42152466] ; [36.42152466 25.57847534],0
s2,1,0.498678,0.457748,[73 88] ; [25 37],[70.75336323 90.24663677] ; [27.24663677 34.75336323],0
s4,1,0.50506,0.444289,[ 40 121] ; [13 50],[ 38.09375 122.90625] ; [14.90625 48.09375],0
b2,1,0.532179,0.39023,[24 50] ; [ 9 25],[22.61111111 51.38888889] ; [10.38888889 23.61111111],0
b3,1,0.532179,0.39023,[24 50] ; [ 9 25],[22.61111111 51.38888889] ; [10.38888889 23.61111111],0
n1,1,0.553006,0.351959,[14 44] ; [ 9 21],[15.15909091 42.84090909] ; [ 7.84090909 22.15909091],0
n3,1,0.57451,0.315194,[39 19] ; [19 12],[37.79775281 20.20224719] ; [20.20224719 10.79775281],0
p1,1,0.695461,0.153237,[  8 151] ; [ 4 59],[  8.59459459 150.40540541] ; [ 3.40540541 59.59459459],0
a4,1,0.707454,0.140834,[ 47 114] ; [20 43],[ 48.15625 112.84375] ; [18.84375 44.15625],0
d2,1,0.740318,0.109847,[ 55 106] ; [23 40],[ 56.0625 104.9375] ; [21.9375 41.0625],0
