Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.999648,[33 33] ; [62  8],[46.10294118 19.89705882] ; [48.89705882 21.10294118],1
p2,1,0.000147,14.406028,[46 20] ; [67  4],[54.4379562 11.5620438] ; [58.5620438 12.4379562],1
p11,1,0.000308,13.023594,[44 22] ; [65  6],[52.51094891 13.48905109] ; [56.48905109 14.51094891],1
p6,1,0.000704,11.478365,[17 49] ; [38 32],[26.69117647 39.30882353] ; [28.30882353 41.69117647],1
d5,1,0.003339,8.612323,[47 19] ; [33 38],[38.54014599 27.45985401] ; [41.45985401 29.54014599],0
p5,1,0.004132,8.225009,[ 4 61] ; [17 54],[10.03676471 54.96323529] ; [10.96323529 60.03676471],0
p9,1,0.006998,7.273518,[52 14] ; [67  4],[57.32846715  8.67153285] ; [61.67153285  9.32846715],0
s7,1,0.020392,5.378051,[43 20] ; [58 10],[48.57251908 14.42748092] ; [52.42748092 15.57251908],0
n5,1,0.026094,4.949754,[44 22] ; [59 12],[49.62043796 16.37956204] ; [53.37956204 17.62043796],0
p3,1,0.030619,4.674172,[25 41] ; [40 31],[31.31386861 34.68613139] ; [33.68613139 37.31386861],0
p4,1,0.036032,4.395612,[32 34] ; [47 24],[38.05839416 27.94160584] ; [40.94160584 30.05839416],0
p10,1,0.102214,2.670652,[52 13] ; [63  7],[55.37037037  9.62962963] ; [59.62962963 10.37037037],0
s6,1,0.121492,2.397984,[52 14] ; [62  8],[55.32352941 10.67647059] ; [58.67647059 11.32352941],0
b5,1,0.131234,2.277843,[41 25] ; [35 36],[36.61313869 29.38686131] ; [39.38686131 31.61313869],0
d2,1,0.136562,2.216276,[17 49] ; [11 60],[13.48905109 52.51094891] ; [14.51094891 56.48905109],0
p12,1,0.147972,2.093033,[ 3 63] ; [ 8 63],[ 5.29927007 60.70072993] ; [ 5.70072993 65.29927007],0
s3,1,0.202964,1.62092,[41 24] ; [52 19],[44.44852941 20.55147059] ; [48.55147059 22.44852941],0
u3,1,0.204766,1.608049,[15  5] ; [13 10],[13.02325581  6.97674419] ; [14.97674419  8.02325581],0
p1,1,0.222813,1.486164,[ 5 61] ; [10 61],[ 7.22627737 58.77372263] ; [ 7.77372263 63.22627737],0
v2,1,0.24301,1.363046,[32 30] ; [42 26],[35.29230769 26.70769231] ; [38.70769231 29.29230769],0
a1,1,0.27583,1.187521,[ 3 63] ; [ 1 70],[ 1.9270073 64.0729927] ; [ 2.0729927 68.9270073],0
d4,1,0.289878,1.120189,[35 31] ; [44 27],[38.05839416 27.94160584] ; [40.94160584 30.05839416],0
u1,1,0.356581,0.8499,[ 3 63] ; [ 6 65],[ 4.33576642 61.66423358] ; [ 4.66423358 66.33576642],0
s5,1,0.382451,0.762809,[22 42] ; [28 39],[24.42748092 39.57251908] ; [25.57251908 41.42748092],0
u2,1,0.429301,0.624714,[13  6] ; [13 10],[11.76190476  7.23809524] ; [14.23809524  8.76190476],0
v3,1,0.527705,0.39881,[24 40] ; [30 40],[25.79104478 38.20895522] ; [28.20895522 41.79104478],0
a5,1,0.590476,0.289602,[42 24] ; [42 29],[40.46715328 25.53284672] ; [43.53284672 27.46715328],0
b3,1,0.602975,0.270532,[18 27] ; [20 24],[19.21348315 25.78651685] ; [18.78651685 25.21348315],0
b2,1,0.602975,0.270532,[18 27] ; [20 24],[19.21348315 25.78651685] ; [18.78651685 25.21348315],0
s1,1,0.611153,0.258499,[ 4 61] ; [ 3 68],[ 3.34558824 61.65441176] ; [ 3.65441176 67.34558824],0
b4,1,0.652788,0.202403,[36 30] ; [36 35],[34.68613139 31.31386861] ; [37.31386861 33.68613139],0
n3,1,0.66641,0.18583,[14  5] ; [12  3],[14.52941176  4.47058824] ; [11.47058824  3.52941176],0
a2,1,0.667102,0.18501,[ 7 59] ; [ 6 65],[ 6.26277372 59.73722628] ; [ 6.73722628 64.26277372],0
n6,1,0.675081,0.175716,[55 11] ; [61 10],[55.88321168 10.11678832] ; [60.11678832 10.88321168],0
r4,1,0.706214,0.142088,[59  7] ; [62  9],[58.2919708  7.7080292] ; [62.7080292  8.2919708],0
n2,1,0.727383,0.121528,[15  5] ; [12  3],[15.42857143  4.57142857] ; [11.57142857  3.42857143],0
n4,1,0.757323,0.09548,[47 18] ; [53 18],[47.79411765 17.20588235] ; [52.20588235 18.79411765],0
n1,1,0.79026,0.070742,[ 8 11] ; [7 8],[ 8.38235294 10.61764706] ; [6.61764706 8.38235294],0
a4,1,0.791138,0.070137,[19 47] ; [19 52],[18.30656934 47.69343066] ; [19.69343066 51.30656934],0
a3,1,0.792115,0.069466,[46 20] ; [48 23],[45.28467153 20.71532847] ; [48.71532847 22.28467153],0
a8,1,0.794082,0.068128,[12 50] ; [14 52],[12.59375 49.40625] ; [13.40625 52.59375],0
v4,1,0.799694,0.064386,[62  4] ; [65  5],[61.63235294  4.36764706] ; [65.36764706  4.63235294],0
a7,1,0.809066,0.058385,[40 26] ; [41 29],[39.30882353 26.69117647] ; [41.69117647 28.30882353],0
s2,1,0.835457,0.043143,[41 24] ; [46 25],[41.58088235 23.41911765] ; [45.41911765 25.58088235],0
a6,1,0.851368,0.035109,[38 28] ; [42 29],[38.54014599 27.45985401] ; [41.45985401 29.54014599],0
b1,1,0.873259,0.025447,[27 39] ; [30 41],[27.45985401 38.54014599] ; [29.54014599 41.45985401],0
v1,1,0.891082,0.018751,[38 25] ; [42 29],[37.6119403 25.3880597] ; [42.3880597 28.6119403],0
r3,1,0.915225,0.011332,[62  4] ; [67  4],[62.1459854  3.8540146] ; [66.8540146  4.1459854],0
r1,1,0.91582,0.011172,[50 14] ; [56 15],[50.25185185 13.74814815] ; [55.74814815 15.25185185],0
r2,1,0.929997,0.007717,[59  7] ; [62  7],[59.15555556  6.84444444] ; [61.84444444  7.15555556],0
s4,1,0.955796,0.003072,[10 56] ; [11 60],[10.11678832 55.88321168] ; [10.88321168 60.11678832],0
u4,1,0.958505,0.002707,[ 1 65] ; [ 1 70],[ 0.96350365 65.03649635] ; [ 1.03649635 69.96350365],0
d3,1,0.964528,0.001978,[23 43] ; [25 46],[23.12408759 42.87591241] ; [24.87591241 46.12408759],0
