Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,136.037278,[315  35] ; [34 64],[272.65625  77.34375] ; [76.34375 21.65625],1
n6,1,0.0,49.266777,[321  28] ; [62 35],[299.70179372  49.29820628] ; [83.29820628 13.70179372],1
s7,1,0.0,26.122109,[258  80] ; [45 47],[238.17209302  99.82790698] ; [64.82790698 27.17209302],1
a3,1,2.5e-05,17.800834,[278  72] ; [58 41],[261.91536748  88.08463252] ; [74.08463252 24.91536748],1
a5,1,2.9e-05,17.50402,[281  70] ; [59 40],[265.2  85.8] ; [74.8 24.2],1
p11,1,3e-05,17.395075,[287  65] ; [61 38],[271.6097561  80.3902439] ; [76.3902439 22.6097561],1
v3,1,0.00012,14.791208,[164 174] ; [24 68],[147.77674419 190.22325581] ; [40.22325581 51.77674419],1
s4,1,0.000153,14.334086,[ 69 277] ; [38 61],[ 83.19550562 262.80449438] ; [23.80449438 75.19550562],1
p4,1,0.000199,13.838056,[238 110] ; [47 51],[222.37668161 125.62331839] ; [62.62331839 35.37668161],1
r1,1,0.000264,13.312923,[305  46] ; [70 28],[293.15144766  57.84855234] ; [81.84855234 16.15144766],1
p3,1,0.00028,13.197229,[200 148] ; [36 62],[184.14349776 163.85650224] ; [51.85650224 46.14349776],1
a4,1,0.000338,12.849583,[185 166] ; [32 67],[169.26 181.74] ; [47.74 51.26],1
r4,1,0.000694,11.504041,[338  14] ; [86 13],[330.92682927  21.07317073] ; [93.07317073  5.92682927],1
a8,1,0.001236,10.435509,[ 58 265] ; [ 4 88],[ 48.25542169 274.74457831] ; [13.74457831 78.25542169],0
p5,1,0.001485,10.097402,[ 53 293] ; [ 3 93],[ 43.83710407 302.16289593] ; [12.16289593 83.83710407],0
d2,1,0.003445,8.555557,[199 150] ; [40 59],[186.18526786 162.81473214] ; [52.81473214 46.18526786],0
p6,1,0.0057,7.642773,[161 184] ; [30 67],[149.08371041 195.91628959] ; [41.91628959 55.08371041],0
p2,1,0.005999,7.550601,[300  49] ; [72 25],[291.0941704  57.9058296] ; [80.9058296 16.0941704],0
v1,1,0.008366,6.953341,[210 132] ; [44 51],[198.7826087 143.2173913] ; [55.2173913 39.7826087],0
d1,1,0.009694,6.690226,[238 114] ; [53 46],[227.12195122 124.87804878] ; [63.87804878 35.12195122],0
a2,1,0.012255,6.273604,[105 247] ; [17 82],[ 95.2195122 256.7804878] ; [26.7804878 72.2195122],0
u1,1,0.01233,6.262826,[ 88 264] ; [13 86],[ 78.82926829 273.17073171] ; [22.17073171 76.82926829],0
p8,1,0.023188,5.154368,[193 153] ; [41 55],[183.17647059 162.82352941] ; [50.82352941 45.17647059],0
p10,1,0.032887,4.551657,[306  44] ; [74 20],[299.54954955  50.45045045] ; [80.45045045 13.54954955],0
d4,1,0.038847,4.267533,[306  42] ; [79 20],[299.73154362  48.26845638] ; [85.26845638 13.73154362],0
p12,1,0.043942,4.058775,[ 43 306] ; [ 5 92],[ 37.56053812 311.43946188] ; [10.43946188 86.56053812],0
p7,1,0.047426,3.930211,[232 108] ; [52 39],[224.03712297 115.96287703] ; [59.96287703 31.03712297],0
d5,1,0.053266,3.735569,[299  50] ; [76 22],[292.7852349  56.2147651] ; [82.2147651 15.7852349],0
s8,1,0.066154,3.375972,[223 127] ; [53 46],[215.14476615 134.85523385] ; [60.85523385 38.14476615],0
n1,1,0.100639,2.695394,[29 32] ; [11 25],[25.15463918 35.84536082] ; [14.84536082 21.15463918],0
b1,1,0.118204,2.440956,[148 204] ; [33 66],[141.26829268 210.73170732] ; [39.73170732 59.26829268],0
u4,1,0.145792,2.115739,[ 14 338] ; [ 1 98],[ 11.70731707 340.29268293] ; [ 3.29268293 95.70731707],0
p9,1,0.157977,1.993485,[310  37] ; [79 15],[306.08390023  40.91609977] ; [82.91609977 11.08390023],0
s3,1,0.188883,1.726307,[308  39] ; [83 16],[304.20852018  42.79147982] ; [86.79147982 12.20852018],0
s6,1,0.220581,1.500591,[300  43] ; [81 17],[296.33333333  46.66666667] ; [84.66666667 13.33333333],0
v2,1,0.232799,1.42368,[205 135] ; [48 42],[200.04651163 139.95348837] ; [52.95348837 37.04651163],0
v4,1,0.237281,1.396675,[344   7] ; [94  4],[342.40089087   8.59910913] ; [95.59910913  2.40089087],0
s1,1,0.288234,1.127852,[ 20 328] ; [ 3 95],[ 17.94618834 330.05381166] ; [ 5.05381166 92.94618834],0
u2,1,0.318275,0.996022,[47 27] ; [21 18],[44.53097345 29.46902655] ; [23.46902655 15.53097345],0
n3,1,0.373197,0.792993,[47 15] ; [25 12],[45.09090909 16.90909091] ; [26.90909091 10.09090909],0
a1,1,0.404667,0.694413,[ 22 330] ; [ 4 95],[ 20.29268293 331.70731707] ; [ 5.70731707 93.29268293],0
n2,1,0.453762,0.561237,[50 11] ; [28  9],[48.55102041 12.44897959] ; [29.44897959  7.55102041],0
b3,1,0.455387,0.55721,[ 91 134] ; [17 32],[ 88.68613139 136.31386861] ; [19.31386861 29.68613139],0
b2,1,0.455387,0.55721,[ 91 134] ; [17 32],[ 88.68613139 136.31386861] ; [19.31386861 29.68613139],0
a6,1,0.475708,0.508687,[222 126] ; [67 32],[224.99328859 123.00671141] ; [64.00671141 34.99328859],0
r3,1,0.487715,0.481562,[339  12] ; [96  2],[340.05567929  10.94432071] ; [94.94432071  3.05567929],0
b4,1,0.513216,0.427505,[204 148] ; [61 38],[206.82926829 145.17073171] ; [58.17073171 40.82926829],0
