Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8e-06,19.979352,[28  5] ; [45 66],[16.72916667 16.27083333] ; [56.27083333 54.72916667],1
p8,1,0.001327,10.305092,[19 14] ; [31 82],[11.30136986 21.69863014] ; [38.69863014 74.30136986],0
n1,1,0.016395,5.76,[6 2] ; [12 28],[3. 5.] ; [15. 25.],0
p4,1,0.026201,4.942709,[20 13] ; [43 68],[14.4375 18.5625] ; [48.5625 62.4375],0
a5,1,0.028733,4.783566,[14 19] ; [72 41],[19.43835616 13.56164384] ; [66.56164384 46.43835616],0
s7,1,0.028954,4.77037,[14 16] ; [28 80],[ 9.13043478 20.86956522] ; [32.86956522 75.13043478],0
p2,1,0.03288,4.55204,[26  7] ; [66 47],[20.79452055 12.20547945] ; [71.20547945 41.79452055],0
p1,1,0.033225,4.534156,[ 5 28] ; [  5 107],[ 2.27586207 30.72413793] ; [  7.72413793 104.27586207],0
a6,1,0.06,3.537394,[15 18] ; [72 41],[19.66438356 13.33561644] ; [67.33561644 45.66438356],0
d5,1,0.061271,3.502632,[20 13] ; [87 26],[24.18493151  8.81506849] ; [82.81506849 30.18493151],0
s3,1,0.093835,2.807323,[19 14] ; [46 66],[14.79310345 18.20689655] ; [50.20689655 61.79310345],0
a3,1,0.110542,2.546452,[15 18] ; [69 44],[18.98630137 14.01369863] ; [65.01369863 47.98630137],0
v3,1,0.117181,2.454604,[ 7 26] ; [39 70],[10.69014085 22.30985915] ; [35.30985915 73.69014085],0
b3,1,0.117205,2.45428,[ 9 14] ; [15 52],[ 6.13333333 16.86666667] ; [17.86666667 49.13333333],0
b2,1,0.117205,2.45428,[ 9 14] ; [15 52],[ 6.13333333 16.86666667] ; [17.86666667 49.13333333],0
n3,1,0.127186,2.32652,[8 1] ; [25 15],[6.06122449 2.93877551] ; [26.93877551 13.06122449],0
r1,1,0.152221,2.049852,[22 11] ; [89 24],[25.0890411  7.9109589] ; [85.9109589 27.0890411],0
s8,1,0.156732,2.005479,[11 21] ; [25 88],[ 7.94482759 24.05517241] ; [28.05517241 84.94482759],0
p3,1,0.162128,1.954264,[14 19] ; [33 79],[10.69655172 22.30344828] ; [36.30344828 75.69655172],0
a2,1,0.163836,1.938461,[ 3 30] ; [22 91],[ 5.65068493 27.34931507] ; [19.34931507 93.65068493],0
b1,1,0.166946,1.910151,[22 11] ; [60 53],[18.53424658 14.46575342] ; [63.46575342 49.53424658],0
s2,1,0.16967,1.885859,[15 18] ; [36 75],[11.6875 21.3125] ; [39.3125 71.6875],0
d3,1,0.195565,1.67519,[22 11] ; [61 52],[18.76027397 14.23972603] ; [64.23972603 48.76027397],0
