Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,157.9356,[109 271] ; [238  72],[191.10144928 188.89855072] ; [155.89855072 154.10144928],1
s2,1,0.0,109.233506,[137 258] ; [236  83],[206.35154062 188.64845938] ; [166.64845938 152.35154062],1
s3,1,0.0,72.699581,[175 217] ; [242  75],[230.55571227 161.44428773] ; [186.44428773 130.55571227],1
s6,1,0.0,68.434218,[213 174] ; [267  50],[263.86363636 123.13636364] ; [216.13636364 100.86363636],1
s5,1,0.0,30.27467,[101 287] ; [141 165],[135.29682997 252.70317003] ; [106.70317003 199.29682997],1
p3,1,1e-06,25.14653,[174 222] ; [202 120],[207.37604457 188.62395543] ; [168.62395543 153.37604457],1
p6,1,1e-06,23.397798,[122 267] ; [157 162],[153.29237288 235.70762712] ; [125.70762712 193.29237288],1
a3,1,3e-06,21.763868,[258 137] ; [260  61],[285.76815642 109.23184358] ; [232.23184358  88.76815642],1
d1,1,4e-06,21.465372,[206 191] ; [222 100],[236.32267038 160.67732962] ; [191.67732962 130.32267038],1
v3,1,2e-05,18.200679,[125 260] ; [150 160],[152.3381295 232.6618705] ; [122.6618705 187.3381295],1
p4,1,2e-05,18.157194,[222 173] ; [230  91],[249.3575419 145.6424581] ; [202.6424581 118.3575419],1
d2,1,4.5e-05,16.656322,[164 231] ; [183 139],[191.16457462 203.83542538] ; [155.83542538 166.16457462],1
v1,1,0.000108,14.997717,[192 196] ; [200 112],[217.28 170.72] ; [174.72 137.28],1
p7,1,0.000119,14.807564,[243 146] ; [238  75],[266.53703704 122.46296296] ; [214.46296296  98.53703704],1
p5,1,0.000121,14.775517,[ 29 367] ; [ 53 268],[ 45.28870293 350.71129707] ; [ 36.71129707 284.28870293],1
p8,1,0.000181,14.014821,[197 192] ; [205 112],[221.49858357 167.50141643] ; [180.50141643 136.49858357],1
b2,1,0.00031,13.009091,[ 62 150] ; [ 98 114],[ 80. 132.] ; [ 80. 132.],1
b3,1,0.00031,13.009091,[ 62 150] ; [ 98 114],[ 80. 132.] ; [ 80. 132.],1
u1,1,0.000531,12.004868,[ 54 343] ; [ 76 246],[ 71.78025035 325.21974965] ; [ 58.21974965 263.78025035],1
a5,1,0.000568,11.878548,[273 124] ; [258  64],[293.19471488 103.80528512] ; [237.80528512  84.19471488],1
p9,1,0.000961,10.900606,[326  64] ; [294  26],[340.56338028  49.43661972] ; [279.43661972  40.56338028],1
p12,1,0.001288,10.360104,[ 18 375] ; [ 35 285],[ 29.21318373 363.78681627] ; [ 23.78681627 296.21318373],0
n5,1,0.001681,9.868654,[282 113] ; [260  59],[299.84593838  95.15406162] ; [242.15406162  76.84593838],0
u4,1,0.00187,9.672969,[  2 395] ; [ 12 310],[  7.73018081 389.26981919] ; [  6.26981919 315.73018081],0
p10,1,0.001947,9.598733,[315  78] ; [283  36],[330.0758427  62.9241573] ; [267.9241573  51.0758427],0
n4,1,0.003312,8.627271,[293 103] ; [266  54],[309.16759777  86.83240223] ; [249.83240223  70.16759777],0
v2,1,0.008147,7.00096,[199 182] ; [193 117],[216.13892909 164.86107091] ; [175.86107091 134.13892909],0
r4,1,0.009013,6.820268,[365  32] ; [311  11],[373.25730181  23.74269819] ; [302.74269819  19.25730181],0
n6,1,0.014988,5.917897,[327  69] ; [284  35],[338.4  57.6] ; [272.6  46.4],0
a8,1,0.019551,5.451561,[ 41 318] ; [ 52 239],[ 51.36461538 307.63538462] ; [ 41.63538462 249.36461538],0
r1,1,0.021374,5.296022,[316  79] ; [276  43],[327.5070028  67.4929972] ; [264.4929972  54.5070028],0
d4,1,0.026411,4.928877,[316  79] ; [277  44],[327.14385475  67.85614525] ; [265.85614525  55.14385475],0
a2,1,0.034481,4.470708,[ 84 313] ; [ 90 232],[ 96.07510431 300.92489569] ; [ 77.92489569 244.07510431],0
d5,1,0.036796,4.359835,[317  79] ; [276  45],[327.51464435  68.48535565] ; [265.48535565  55.51464435],0
u3,1,0.041733,4.146006,[74 63] ; [43 19],[80.54773869 56.45226131] ; [36.45226131 25.54773869],0
v4,1,0.050751,3.816472,[381  14] ; [317   4],[385.0698324   9.9301676] ; [312.9301676   8.0698324],0
a1,1,0.056037,3.650942,[ 11 386] ; [ 18 304],[ 16.01251739 380.98748261] ; [ 12.98748261 309.01251739],0
a4,1,0.082794,3.00918,[165 231] ; [155 167],[176.4902507 219.5097493] ; [143.5097493 178.4902507],0
s1,1,0.093007,2.82155,[  6 385] ; [ 11 305],[  9.40169731 381.59830269] ; [  7.59830269 308.40169731],0
n1,1,0.122899,2.379976,[27 58] ; [27 34],[31.43835616 53.56164384] ; [22.56164384 38.43835616],0
p1,1,0.126812,2.331108,[ 29 366] ; [ 34 287],[ 34.75558659 360.24441341] ; [ 28.24441341 292.75558659],0
b4,1,0.154494,2.027313,[244 153] ; [181 141],[234.66620306 162.33379694] ; [190.33379694 131.66620306],0
s4,1,0.162604,1.949837,[ 58 333] ; [ 60 260],[ 64.89170183 326.10829817] ; [ 53.10829817 266.89170183],0
n3,1,0.178095,1.813453,[68 18] ; [43 19],[64.5 21.5] ; [46.5 15.5],0
b1,1,0.312757,1.018995,[136 261] ; [122 200],[142.45618915 254.54381085] ; [115.54381085 206.45618915],0
a6,1,0.320741,0.985923,[282 115] ; [217 104],[275.90947075 121.09052925] ; [223.09052925  97.90947075],0
u2,1,0.335187,0.928754,[73 64] ; [37 24],[76.11111111 60.88888889] ; [33.88888889 27.11111111],0
a7,1,0.350899,0.870202,[300  95] ; [234  87],[294.59497207 100.40502793] ; [239.40502793  81.59497207],0
n2,1,0.356786,0.849176,[66 19] ; [44 18],[63.60544218 21.39455782] ; [46.39455782 15.60544218],0
p11,1,0.360425,0.836412,[316  81] ; [265  57],[320.80250348  76.19749652] ; [260.19749652  61.80250348],0
b5,1,0.513137,0.427665,[245 152] ; [191 131],[240.73991655 156.26008345] ; [195.26008345 126.73991655],0
r3,1,0.567028,0.32768,[380  14] ; [313   9],[381.34357542  12.65642458] ; [311.65642458  10.34357542],0
