Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.7e-05,17.615692,[42 32] ; [17 57],[29.5 44.5] ; [29.5 44.5],1
p1,1,0.38365,0.758974,[ 5 69] ; [ 8 66],[ 6.5 67.5] ; [ 6.5 67.5],0
n1,1,0.390008,0.738916,[ 9 12] ; [ 9 20],[ 7.56 13.44] ; [10.44 18.56],0
u3,1,0.391367,0.734691,[17 19] ; [15 25],[15.15789474 20.84210526] ; [16.84210526 23.15789474],0
a4,1,0.399238,0.710621,[18 55] ; [14 60],[15.89115646 57.10884354] ; [16.10884354 57.89115646],0
p5,1,0.467034,0.528986,[ 5 68] ; [ 3 70],[ 4. 69.] ; [ 4. 69.],0
u2,1,0.513891,0.426136,[14 21] ; [19 21],[15.4 19.6] ; [17.6 22.4],0
b3,1,0.557564,0.34394,[12 27] ; [18 31],[13.29545455 25.70454545] ; [16.70454545 32.29545455],0
b2,1,0.557564,0.34394,[12 27] ; [18 31],[13.29545455 25.70454545] ; [16.70454545 32.29545455],0
a3,1,0.562091,0.336096,[37 35] ; [34 39],[35.25517241 36.74482759] ; [35.74482759 37.25517241],0
p8,1,0.594226,0.283793,[27 44] ; [25 49],[25.46206897 45.53793103] ; [26.53793103 47.46206897],0
d2,1,0.701588,0.146825,[17 57] ; [19 55],[18. 56.] ; [18. 56.],0
p3,1,0.711245,0.137037,[19 55] ; [21 53],[20. 54.] ; [20. 54.],0
n4,1,0.786446,0.073402,[45 28] ; [44 30],[44.19727891 28.80272109] ; [44.80272109 29.19727891],0
s7,1,0.810814,0.057301,[21 49] ; [20 51],[20.35460993 49.64539007] ; [20.64539007 50.35460993],0
n5,1,0.862186,0.030134,[47 26] ; [48 25],[47.5 25.5] ; [47.5 25.5],0
s8,1,0.88691,0.020225,[18 55] ; [19 55],[18.37414966 54.62585034] ; [18.62585034 55.37414966],0
s4,1,0.970936,0.001327,[12 61] ; [12 62],[11.91836735 61.08163265] ; [12.08163265 61.91836735],0
s1,1,0.981967,0.000511,[ 5 67] ; [ 5 68],[ 4.96551724 67.03448276] ; [ 5.03448276 67.96551724],0
a1,1,1.0,0.0,[ 4 70] ; [ 4 70],[ 4. 70.] ; [ 4. 70.],0
b4,1,1.0,0.0,[41 33] ; [41 33],[41. 33.] ; [41. 33.],0
