Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.7e-05,17.615692,[42 32] ; [17 57],[29.5 44.5] ; [29.5 44.5],1
r4,1,0.000175,14.081553,[62 12] ; [41 33],[51.5 22.5] ; [51.5 22.5],1
p10,1,0.000671,11.567682,[56 16] ; [37 36],[46.17931034 25.82068966] ; [46.82068966 26.17931034],1
r3,1,0.002154,9.413271,[66  7] ; [52 22],[58.59863946 14.40136054] ; [59.40136054 14.59863946],0
v4,1,0.002485,9.151414,[69  5] ; [54 18],[62.34246575 11.65753425] ; [60.65753425 11.34246575],0
r2,1,0.006231,7.482147,[66  8] ; [52 21],[59.40136054 14.59863946] ; [58.59863946 14.40136054],0
r1,1,0.007058,7.258238,[53 21] ; [37 37],[45. 29.] ; [45. 29.],0
n6,1,0.010013,6.632516,[59 15] ; [44 29],[51.85034014 22.14965986] ; [51.14965986 21.85034014],0
p9,1,0.01637,5.762728,[58 14] ; [45 27],[51.5 20.5] ; [51.5 20.5],0
a5,1,0.020933,5.332353,[41 33] ; [27 47],[34. 40.] ; [34. 40.],0
s6,1,0.025388,4.997213,[41 30] ; [29 45],[34.27586207 36.72413793] ; [35.72413793 38.27586207],0
a2,1,0.028259,4.81221,[ 9 65] ; [ 2 72],[ 5.5 68.5] ; [ 5.5 68.5],0
v2,1,0.028463,4.799798,[31 41] ; [17 50],[24.86330935 47.13669065] ; [23.13669065 43.86330935],0
a6,1,0.03244,4.575087,[45 29] ; [32 42],[38.5 35.5] ; [38.5 35.5],0
p2,1,0.059305,3.556703,[53 21] ; [42 32],[47.5 26.5] ; [47.5 26.5],0
v3,1,0.078862,3.088203,[25 48] ; [15 56],[20.27777778 52.72222222] ; [19.72222222 51.27777778],0
n2,1,0.090674,2.86237,[19  3] ; [19 10],[16.39215686  5.60784314] ; [21.60784314  7.39215686],0
u1,1,0.095487,2.779343,[ 5 69] ; [ 1 73],[ 3. 71.] ; [ 3. 71.],0
b5,1,0.099062,2.720588,[45 29] ; [35 39],[40. 34.] ; [40. 34.],0
a8,1,0.102125,2.672037,[10 60] ; [ 4 64],[ 7.10144928 62.89855072] ; [ 6.89855072 61.10144928],0
p11,1,0.112027,2.525384,[55 19] ; [46 28],[50.5 23.5] ; [50.5 23.5],0
s5,1,0.134953,2.234589,[18 54] ; [11 62],[14.4 57.6] ; [14.6 58.4],0
d4,1,0.160688,1.967742,[41 33] ; [32 41],[36.74829932 37.25170068] ; [36.25170068 36.74829932],0
n3,1,0.181082,1.788724,[17  5] ; [16 11],[14.81632653  7.18367347] ; [18.18367347  8.81632653],0
s2,1,0.224311,1.476574,[29 44] ; [22 51],[25.5 47.5] ; [25.5 47.5],0
b1,1,0.244537,1.354248,[28 46] ; [35 39],[31.5 42.5] ; [31.5 42.5],0
v1,1,0.248027,1.334384,[33 38] ; [27 46],[29.58333333 41.41666667] ; [30.41666667 42.58333333],0
p7,1,0.248027,1.334384,[33 38] ; [27 46],[29.58333333 41.41666667] ; [30.41666667 42.58333333],0
d1,1,0.302135,1.064748,[ 6 68] ; [ 3 71],[ 4.5 69.5] ; [ 4.5 69.5],0
s3,1,0.317124,1.000772,[38 34] ; [32 40],[35. 37.] ; [35. 37.],0
p12,1,0.323987,0.972785,[ 1 71] ; [ 3 71],[ 1.97260274 70.02739726] ; [ 2.02739726 71.97260274],0
p4,1,0.351976,0.866319,[28 44] ; [23 50],[25.32413793 46.67586207] ; [25.67586207 47.32413793],0
