Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.00108,10.684587,[25 15] ; [ 8 25],[18.08219178 21.91780822] ; [14.91780822 18.08219178],0
d3,1,0.001956,9.590734,[29 11] ; [12 21],[22.46575342 17.53424658] ; [18.53424658 14.46575342],0
n1,1,0.002767,8.955113,[ 1 13] ; [9 6],[4.82758621 9.17241379] ; [5.17241379 9.82758621],0
a4,1,0.009773,6.675866,[10 30] ; [18 15],[15.34246575 24.65753425] ; [12.65753425 20.34246575],0
s8,1,0.011385,6.404211,[ 4 36] ; [11 21],[ 8.33333333 31.66666667] ; [ 6.66666667 25.33333333],0
b3,1,0.026161,4.94533,[ 4 17] ; [10  9],[ 7.35 13.65] ; [ 6.65 12.35],0
b2,1,0.026161,4.94533,[ 4 17] ; [10  9],[ 7.35 13.65] ; [ 6.65 12.35],0
b5,1,0.035716,4.410592,[29 11] ; [16 17],[24.65753425 15.34246575] ; [20.34246575 12.65753425],0
a2,1,0.04887,3.879827,[ 7 33] ; [ 1 32],[ 4.38356164 35.61643836] ; [ 3.61643836 29.38356164],0
s3,1,0.050044,3.84,[11 29] ; [16 16],[15. 25.] ; [12. 20.],0
p10,1,0.056118,3.64855,[21 18] ; [10 22],[17.02816901 21.97183099] ; [13.97183099 18.02816901],0
s2,1,0.073718,3.198232,[12 27] ; [17 16],[15.70833333 23.29166667] ; [13.29166667 19.70833333],0
v1,1,0.078486,3.095968,[10 29] ; [15 18],[13.54166667 25.45833333] ; [11.45833333 21.54166667],0
n6,1,0.079665,3.071726,[24 16] ; [13 20],[20.2739726 19.7260274] ; [16.7260274 16.2739726],0
n2,1,0.095882,2.772736,[6 8] ; [11  4],[8.20689655 5.79310345] ; [8.79310345 6.20689655],0
d1,1,0.123561,2.371595,[23 17] ; [13 20],[19.7260274 20.2739726] ; [16.2739726 16.7260274],0
b1,1,0.155382,2.018603,[14 26] ; [17 16],[16.98630137 23.01369863] ; [14.01369863 18.98630137],0
p3,1,0.218736,1.512644,[ 7 32] ; [10 23],[ 9.20833333 29.79166667] ; [ 7.79166667 25.20833333],0
r4,1,0.281821,1.158285,[27 13] ; [26  7],[29.04109589 10.95890411] ; [23.95890411  9.04109589],0
r2,1,0.301448,1.067779,[32  7] ; [29  3],[33.50704225  5.49295775] ; [27.49295775  4.50704225],0
u2,1,0.340405,0.908906,[7 8] ; [9 5],[8.27586207 6.72413793] ; [7.72413793 6.27586207],0
p11,1,0.344653,0.893046,[15 25] ; [16 17],[16.98630137 23.01369863] ; [14.01369863 18.98630137],0
p8,1,0.348513,0.878865,[11 29] ; [ 6 27],[ 9.31506849 30.68493151] ; [ 7.68493151 25.31506849],0
a5,1,0.364839,0.821166,[20 20] ; [20 13],[21.91780822 18.08219178] ; [18.08219178 14.91780822],0
p9,1,0.37293,0.793877,[19 18] ; [13 19],[17.15942029 19.84057971] ; [14.84057971 17.15942029],0
s5,1,0.385448,0.753255,[ 8 29] ; [ 9 20],[ 9.53030303 27.46969697] ; [ 7.46969697 21.53030303],0
a8,1,0.445633,0.581735,[ 1 39] ; [ 2 31],[ 1.64383562 38.35616438] ; [ 1.35616438 31.64383562],0
p7,1,0.449528,0.571842,[ 9 31] ; [10 23],[10.4109589 29.5890411] ; [ 8.5890411 24.4109589],0
d5,1,0.449528,0.571842,[31  9] ; [23 10],[29.5890411 10.4109589] ; [24.4109589  8.5890411],0
