Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,27.168227,[95  8] ; [13 13],[86.23255814 16.76744186] ; [21.76744186  4.23255814],1
s3,1,3e-06,21.907254,[80 22] ; [ 8 18],[70.125 31.875] ; [17.875  8.125],1
s2,1,4e-06,21.061626,[80 23] ; [ 8 18],[70.26356589 32.73643411] ; [17.73643411  8.26356589],1
v4,1,0.000216,13.684941,[100   3] ; [19  6],[95.7578125  7.2421875] ; [23.2421875  1.7578125],1
v3,1,0.005735,7.631602,[42 56] ; [ 3 21],[36.14754098 61.85245902] ; [ 8.85245902 15.14754098],0
s8,1,0.012944,6.176813,[70 32] ; [11 15],[64.546875 37.453125] ; [16.453125  9.546875],0
s5,1,0.015289,5.882876,[39 59] ; [ 3 20],[34.01652893 63.98347107] ; [ 7.98347107 15.01652893],0
v2,1,0.019187,5.484384,[56 43] ; [ 8 18],[50.688 48.312] ; [13.312 12.688],0
r2,1,0.020266,5.388805,[99  4] ; [20  4],[96.51181102  6.48818898] ; [22.48818898  1.51181102],0
a7,1,0.02558,4.984195,[75 28] ; [13 13],[70.26356589 32.73643411] ; [17.73643411  8.26356589],0
r1,1,0.028924,4.772113,[84 19] ; [16 10],[79.84496124 23.15503876] ; [20.15503876  5.84496124],0
p9,1,0.061868,3.486597,[86 16] ; [17  8],[82.72440945 19.27559055] ; [20.27559055  4.72440945],0
p4,1,0.086964,2.929691,[55 48] ; [ 9 17],[51.10077519 51.89922481] ; [12.89922481 13.10077519],0
b5,1,0.133525,2.251034,[75 28] ; [15 11],[71.86046512 31.13953488] ; [18.13953488  7.86046512],0
p3,1,0.192785,1.696206,[39 64] ; [ 6 19],[36.2109375 66.7890625] ; [ 8.7890625 16.2109375],0
b2,1,0.19541,1.676353,[29 46] ; [9 7],[31.31868132 43.68131868] ; [6.68131868 9.31868132],0
b3,1,0.19541,1.676353,[29 46] ; [9 7],[31.31868132 43.68131868] ; [6.68131868 9.31868132],0
r3,1,0.232121,1.427816,[95  8] ; [22  4],[93.41860465  9.58139535] ; [23.58139535  2.41860465],0
a2,1,0.23307,1.422028,[32 71] ; [ 5 21],[29.54263566 73.45736434] ; [ 7.45736434 18.54263566],0
p11,1,0.249104,1.32832,[68 35] ; [14 12],[65.47286822 37.52713178] ; [16.52713178  9.47286822],0
a8,1,0.259941,1.269073,[12 80] ; [ 1 21],[10.49122807 81.50877193] ; [ 2.50877193 19.49122807],0
v1,1,0.29468,1.098116,[52 45] ; [10 14],[49.70247934 47.29752066] ; [12.29752066 11.70247934],0
b1,1,0.306276,1.046668,[43 60] ; [ 8 18],[40.72093023 62.27906977] ; [10.27906977 15.72093023],0
u3,1,0.333998,0.933333,[16  5] ; [4 3],[15.  6.] ; [5. 2.],0
n2,1,0.360213,0.83715,[20 11] ; [8 2],[21.17073171  9.82926829] ; [6.82926829 3.17073171],0
p10,1,0.393408,0.728381,[76 27] ; [17  9],[74.25581395 28.74418605] ; [18.74418605  7.25581395],0
n1,1,0.397435,0.716074,[17 14] ; [7 3],[18.14634146 12.85365854] ; [5.85365854 4.14634146],0
s1,1,0.398551,0.712693,[ 9 93] ; [ 1 25],[ 7.96875 94.03125] ; [ 2.03125 23.96875],0
d4,1,0.402666,0.700352,[84 19] ; [23  3],[85.43410853 17.56589147] ; [21.56589147  4.43410853],0
a4,1,0.404451,0.695053,[50 53] ; [15 11],[51.89922481 51.10077519] ; [13.10077519 12.89922481],0
p2,1,0.413087,0.669898,[72 31] ; [16 10],[70.26356589 32.73643411] ; [17.73643411  8.26356589],0
u2,1,0.432111,0.617143,[12  8] ; [3 4],[11.11111111  8.88888889] ; [3.88888889 3.11111111],0
a3,1,0.47014,0.521646,[82 21] ; [19  7],[80.64341085 22.35658915] ; [20.35658915  5.64341085],0
b4,1,0.496614,0.462165,[63 40] ; [14 12],[61.48062016 41.51937984] ; [15.51937984 10.48062016],0
n5,1,0.497458,0.460355,[78 25] ; [18  8],[76.65116279 26.34883721] ; [19.34883721  6.65116279],0
d5,1,0.511944,0.430092,[85 18] ; [20  6],[83.8372093 19.1627907] ; [21.1627907  4.8372093],0
p1,1,0.562046,0.336175,[12 91] ; [ 2 24],[11.17829457 91.82170543] ; [ 2.82170543 23.17829457],0
d3,1,0.600299,0.274545,[69 34] ; [16 10],[67.86821705 35.13178295] ; [17.13178295  8.86821705],0
d2,1,0.611248,0.258362,[65 38] ; [15 11],[63.87596899 39.12403101] ; [16.12403101  9.87596899],0
a6,1,0.611248,0.258362,[65 38] ; [15 11],[63.87596899 39.12403101] ; [16.12403101  9.87596899],0
a5,1,0.62035,0.245376,[80 23] ; [19  7],[79.04651163 23.95348837] ; [19.95348837  6.04651163],0
s4,1,0.62236,0.242565,[20 82] ; [ 4 22],[19.125 82.875] ; [ 4.875 21.125],0
a1,1,0.80616,0.060213,[  3 100] ; [ 1 25],[ 3.19379845 99.80620155] ; [ 0.80620155 25.19379845],0
d1,1,0.810017,0.057794,[66 37] ; [16 10],[65.47286822 37.52713178] ; [16.52713178  9.47286822],0
p5,1,0.88514,0.020868,[ 9 92] ; [ 2 23],[ 8.81746032 92.18253968] ; [ 2.18253968 22.81746032],0
n3,1,0.905214,0.014179,[20 11] ; [6 3],[20.15 10.85] ; [5.85 3.15],0
n4,1,0.926846,0.00843,[84 19] ; [21  5],[83.8372093 19.1627907] ; [21.1627907  4.8372093],0
u1,1,0.941509,0.005384,[27 76] ; [ 7 19],[27.14728682 75.85271318] ; [ 6.85271318 19.14728682],0
n6,1,0.954094,0.003314,[87 16] ; [21  4],[86.90625 16.09375] ; [21.09375  3.90625],0
p8,1,0.957007,0.002906,[28 74] ; [ 7 19],[27.890625 74.109375] ; [ 7.109375 18.890625],0
p6,1,0.980722,0.000584,[24 79] ; [ 6 20],[23.95348837 79.04651163] ; [ 6.04651163 19.95348837],0
