Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,9e-06,19.659616,[20 71] ; [62 57],[35.53333333 55.46666667] ; [46.46666667 72.53333333],1
p6,1,0.003808,8.373052,[17 74] ; [44 75],[26.43333333 64.56666667] ; [34.56666667 84.43333333],0
p4,1,0.004635,8.016812,[30 62] ; [62 57],[40.11374408 51.88625592] ; [51.88625592 67.11374408],0
d2,1,0.006935,7.289762,[51 40] ; [44 74],[41.36363636 49.63636364] ; [53.63636364 64.36363636],0
v4,1,0.011973,6.314843,[85  7] ; [115   1],[88.46153846  3.53846154] ; [111.53846154   4.46153846],0
n5,1,0.020111,5.402235,[59 33] ; [92 25],[66.46889952 25.53110048] ; [84.53110048 32.46889952],0
b5,1,0.021251,5.306093,[66 26] ; [67 52],[57.99052133 34.00947867] ; [75.00947867 43.99052133],0
b4,1,0.023118,5.159652,[60 32] ; [59 60],[51.88625592 40.11374408] ; [67.11374408 51.88625592],0
p11,1,0.023393,5.139118,[58 34] ; [92 27],[65.4028436 26.5971564] ; [84.5971564 34.4028436],0
p2,1,0.029926,4.713538,[65 27] ; [99 20],[71.507109 20.492891] ; [92.492891 26.507109],0
a8,1,0.050797,3.814948,[11 72] ; [27 83],[16.34196891 66.65803109] ; [21.65803109 88.34196891],0
r1,1,0.08042,3.056383,[68 24] ; [98 19],[73.07177033 18.92822967] ; [92.92822967 24.07177033],0
u3,1,0.08279,3.009265,[23 10] ; [15 16],[19.59375 13.40625] ; [18.40625 12.59375],0
r2,1,0.089026,2.891893,[84  7] ; [113   3],[86.60386473  4.39613527] ; [110.39613527   5.60386473],0
p12,1,0.092987,2.821884,[ 8 83] ; [  4 115],[ 5.2 85.8] ; [  6.8 112.2],0
u1,1,0.117232,2.45392,[18 74] ; [ 14 105],[13.95260664 78.04739336] ; [ 18.04739336 100.95260664],0
a6,1,0.121707,2.395212,[52 40] ; [79 39],[57.39047619 34.60952381] ; [73.60952381 44.39047619],0
n2,1,0.137187,2.20923,[23  8] ; [25  3],[25.22033898  5.77966102] ; [22.77966102  5.22033898],0
b1,1,0.13736,2.207287,[28 64] ; [48 71],[33.13744076 58.86255924] ; [42.86255924 76.13744076],0
r3,1,0.157754,1.995622,[86  6] ; [115   3],[88.05714286  3.94285714] ; [112.94285714   5.05714286],0
n1,1,0.175791,1.832855,[12 19] ; [ 6 21],[ 9.62068966 21.37931034] ; [ 8.37931034 18.62068966],0
d3,1,0.186588,1.744357,[59 33] ; [85 32],[63.38755981 28.61244019] ; [80.61244019 36.38755981],0
a3,1,0.206075,1.598789,[59 33] ; [86 33],[63.22274882 28.77725118] ; [81.77725118 37.22274882],0
p10,1,0.211459,1.561412,[71 20] ; [100  18],[74.45454545 16.54545455] ; [96.54545455 21.45454545],0
a5,1,0.226678,1.461587,[66 26] ; [76 43],[61.91469194 30.08530806] ; [80.08530806 38.91469194],0
p1,1,0.29033,1.118091,[ 6 86] ; [  4 114],[ 4.38095238 87.61904762] ; [  5.61904762 112.38095238],0
d1,1,0.320906,0.98525,[55 37] ; [63 56],[51.45023697 40.54976303] ; [66.54976303 52.45023697],0
b3,1,0.329555,0.950646,[18 31] ; [21 53],[15.53658537 33.46341463] ; [23.46341463 50.53658537],0
b2,1,0.329555,0.950646,[18 31] ; [21 53],[15.53658537 33.46341463] ; [23.46341463 50.53658537],0
a1,1,0.374162,0.789797,[ 3 89] ; [  7 112],[ 4.36018957 87.63981043] ; [  5.63981043 113.36018957],0
s4,1,0.40183,0.702844,[25 66] ; [26 90],[22.42028986 68.57971014] ; [28.57971014 87.42028986],0
n6,1,0.406522,0.68895,[72 19] ; [97 19],[74.29468599 16.70531401] ; [94.70531401 21.29468599],0
v1,1,0.408675,0.682651,[48 40] ; [57 60],[45.07317073 42.92682927] ; [59.92682927 57.07317073],0
