Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.00011,14.952244,[ 1 10] ; [36 14],[6.67213115 4.32786885] ; [30.32786885 19.67213115],1
r3,1,0.003146,8.720755,[3 8] ; [37 13],[7.21311475 3.78688525] ; [32.78688525 17.21311475],0
v4,1,0.003473,8.540593,[4 7] ; [40 10],[7.93442623 3.06557377] ; [36.06557377 13.93442623],0
a7,1,0.004368,8.124145,[2 9] ; [32 17],[6.23333333 4.76666667] ; [27.76666667 21.23333333],0
a5,1,0.031267,4.638223,[2 9] ; [27 23],[5.2295082 5.7704918] ; [23.7704918 26.2295082],0
p9,1,0.031483,4.626433,[2 8] ; [27 20],[5.0877193 4.9122807] ; [23.9122807 23.0877193],0
n3,1,0.045465,4.001323,[2 5] ; [13  5],[4.2 2.8] ; [10.8  7.2],0
u3,1,0.05085,3.813203,[1 8] ; [12 13],[3.44117647 5.55882353] ; [ 9.55882353 15.44117647],0
n2,1,0.054864,3.686201,[2 5] ; [14  6],[4.14814815 2.85185185] ; [11.85185185  8.14814815],0
a3,1,0.072752,3.219803,[2 8] ; [25 24],[4.57627119 5.42372881] ; [22.42372881 26.57627119],0
d5,1,0.080417,3.056454,[2 9] ; [23 26],[4.58333333 6.41666667] ; [20.41666667 28.58333333],0
a6,1,0.084449,2.977134,[3 8] ; [28 22],[5.59016393 5.40983607] ; [25.40983607 24.59016393],0
s7,1,0.084755,2.971277,[1 9] ; [18 29],[3.33333333 6.66666667] ; [15.66666667 31.33333333],0
s6,1,0.092197,2.835597,[2 9] ; [22 26],[4.47457627 6.52542373] ; [19.52542373 28.47457627],0
v3,1,0.135941,2.223317,[ 1 10] ; [15 33],[2.98305085 8.01694915] ; [13.01694915 34.98305085],0
b5,1,0.137071,2.210533,[8 3] ; [24 26],[5.7704918 5.2295082] ; [26.2295082 23.7704918],0
r1,1,0.153662,2.035516,[3 8] ; [25 24],[5.13333333 5.86666667] ; [22.86666667 26.13333333],0
a8,1,0.17473,1.841888,[3 7] ; [ 6 41],[1.57894737 8.42105263] ; [ 7.42105263 39.57894737],0
p8,1,0.1815,1.785296,[1 9] ; [15 34],[2.71186441 7.28813559] ; [13.28813559 35.71186441],0
v2,1,0.1815,1.785296,[1 9] ; [15 34],[2.71186441 7.28813559] ; [13.28813559 35.71186441],0
s1,1,0.190955,1.710238,[2 9] ; [ 3 46],[ 0.91666667 10.08333333] ; [ 4.08333333 44.91666667],0
p4,1,0.210189,1.570125,[3 8] ; [24 26],[4.86885246 6.13114754] ; [22.13114754 27.86885246],0
s2,1,0.210395,1.568703,[2 9] ; [19 31],[3.78688525 7.21311475] ; [17.21311475 32.78688525],0
u2,1,0.223216,1.483575,[1 8] ; [ 8 17],[2.38235294 6.61764706] ; [ 6.61764706 18.38235294],0
p6,1,0.262797,1.253965,[1 9] ; [13 36],[2.37288136 7.62711864] ; [11.62711864 37.37288136],0
d3,1,0.269842,1.217551,[2 9] ; [17 31],[3.54237288 7.45762712] ; [15.45762712 32.54237288],0
d2,1,0.2743,1.195117,[ 1 10] ; [12 38],[2.3442623 8.6557377] ; [10.6557377 39.3442623],0
b4,1,0.312404,1.020487,[6 5] ; [19 31],[4.50819672 6.49180328] ; [20.49180328 29.50819672],0
p2,1,0.377135,0.78002,[5 6] ; [30 20],[6.31147541 4.68852459] ; [28.68852459 21.31147541],0
n5,1,0.408354,0.683588,[9 2] ; [34 15],[7.88333333 3.11666667] ; [35.11666667 13.88333333],0
p5,1,0.437528,0.602758,[1 9] ; [ 2 47],[0.50847458 9.49152542] ; [ 2.49152542 46.50847458],0
p7,1,0.448486,0.574477,[4 7] ; [24 25],[5.13333333 5.86666667] ; [22.86666667 26.13333333],0
s3,1,0.52405,0.405914,[4 7] ; [23 26],[4.95 6.05] ; [22.05 26.95],0
n4,1,0.552125,0.353524,[8 3] ; [31 18],[7.15 3.85] ; [31.85 17.15],0
n6,1,0.558026,0.343133,[6 5] ; [32 18],[6.85245902 4.14754098] ; [31.14754098 18.85245902],0
p3,1,0.58564,0.297204,[2 9] ; [13 37],[2.70491803 8.29508197] ; [12.29508197 37.70491803],0
b1,1,0.642882,0.214993,[7 4] ; [28 22],[6.31147541 4.68852459] ; [28.68852459 21.31147541],0
p1,1,0.662343,0.19069,[ 1 10] ; [ 7 43],[1.44262295 9.55737705] ; [ 6.55737705 43.44262295],0
n1,1,0.711011,0.137269,[3 4] ; [ 7 13],[2.59259259 4.40740741] ; [ 7.40740741 12.59259259],0
b3,1,0.88757,0.019988,[2 5] ; [ 7 20],[1.85294118 5.14705882] ; [ 7.14705882 19.85294118],0
b2,1,0.88757,0.019988,[2 5] ; [ 7 20],[1.85294118 5.14705882] ; [ 7.14705882 19.85294118],0
a1,1,0.904947,0.01426,[ 1 10] ; [ 4 46],[ 0.90163934 10.09836066] ; [ 4.09836066 45.90163934],0
a2,1,0.904947,0.01426,[ 1 10] ; [ 4 46],[ 0.90163934 10.09836066] ; [ 4.09836066 45.90163934],0
a4,1,0.988534,0.000207,[2 9] ; [ 9 40],[2.01666667 8.98333333] ; [ 8.98333333 40.01666667],0
s4,1,0.98867,0.000202,[2 9] ; [ 9 41],[1.98360656 9.01639344] ; [ 9.01639344 40.98360656],0
