Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,26.37731,[138  35] ; [12 21],[125.97087379  47.02912621] ; [24.02912621  8.97087379],1
n4,1,7.2e-05,15.747886,[137  37] ; [15 18],[127.76811594  46.23188406] ; [24.23188406  8.76811594],1
d4,1,0.009654,6.697604,[141  33] ; [20 13],[135.33333333  38.66666667] ; [25.66666667  7.33333333],0
p2,1,0.011791,6.342015,[155  19] ; [24  9],[150.46376812  23.53623188] ; [28.53623188  4.46376812],0
p10,1,0.012337,6.26174,[154  19] ; [24  9],[149.48543689  23.51456311] ; [28.51456311  4.48543689],0
b1,1,0.012774,6.200173,[ 51 123] ; [17 16],[ 57.15942029 116.84057971] ; [10.84057971 22.15942029],0
p9,1,0.038599,4.278407,[154  19] ; [25  8],[150.32524272  22.67475728] ; [28.67475728  4.32524272],0
p4,1,0.051324,3.797664,[124  49] ; [18 15],[119.25242718  53.74757282] ; [22.74757282 10.25242718],0
p11,1,0.052455,3.761195,[150  24] ; [24  9],[146.26086957  27.73913043] ; [27.73913043  5.26086957],0
s1,1,0.061326,3.501159,[  2 171] ; [ 2 31],[  3.3592233 169.6407767] ; [ 0.6407767 32.3592233],0
s5,1,0.077934,3.107479,[ 45 125] ; [ 4 29],[ 41.03448276 128.96551724] ; [ 7.96551724 25.03448276],0
v4,1,0.089351,2.886028,[169   5] ; [30  3],[167.27536232   6.72463768] ; [31.72463768  1.27536232],0
p3,1,0.127223,2.326061,[104  70] ; [15 18],[100.02898551  73.97101449] ; [18.97101449 14.02898551],0
a8,1,0.134599,2.238645,[ 20 132] ; [ 1 28],[ 17.63535912 134.36464088] ; [ 3.36464088 25.63535912],0
p6,1,0.139232,2.186425,[78 94] ; [10 22],[74.19607843 97.80392157] ; [13.80392157 18.19607843],0
r2,1,0.165198,1.925986,[157  13] ; [28  5],[154.92610837  15.07389163] ; [30.07389163  2.92610837],0
p5,1,0.171379,1.870839,[ 26 148] ; [ 2 31],[ 23.53623188 150.46376812] ; [ 4.46376812 28.53623188],0
p7,1,0.176932,1.823204,[138  34] ; [23 10],[135.08292683  36.91707317] ; [25.91707317  7.08292683],0
a5,1,0.179061,1.805396,[135  39] ; [22 11],[131.97101449  42.02898551] ; [25.02898551  7.97101449],0
d1,1,0.181513,1.78519,[101  73] ; [15 18],[97.50724638 76.49275362] ; [18.49275362 14.50724638],0
v2,1,0.186426,1.745636,[94 77] ; [21 10],[97.35148515 73.64851485] ; [17.64851485 13.35148515],0
n1,1,0.210228,1.569859,[11 24] ; [3 2],[12.25 22.75] ; [1.75 3.25],0
v1,1,0.305376,1.050569,[100  72] ; [16 17],[97.32682927 74.67317073] ; [18.67317073 14.32682927],0
s4,1,0.334724,0.930533,[ 20 150] ; [ 2 31],[ 18.42364532 151.57635468] ; [ 3.57635468 29.42364532],0
s6,1,0.386293,0.750578,[80 88] ; [13 20],[77.73134328 90.26865672] ; [15.26865672 17.73134328],0
u1,1,0.416433,0.660361,[ 25 149] ; [ 3 30],[ 23.53623188 150.46376812] ; [ 4.46376812 28.53623188],0
s7,1,0.444117,0.585621,[ 49 113] ; [ 7 23],[ 47.25 114.75] ; [ 8.75 21.25],0
d2,1,0.472054,0.517164,[75 99] ; [12 21],[ 73.13043478 100.86956522] ; [13.86956522 19.13043478],0
n2,1,0.478105,0.503182,[27  9] ; [3 2],[26.34146341  9.65853659] ; [3.65853659 1.34146341],0
b3,1,0.507165,0.439912,[34 68] ; [ 4 12],[32.84745763 69.15254237] ; [ 5.15254237 10.84745763],0
b2,1,0.507165,0.439912,[34 68] ; [ 4 12],[32.84745763 69.15254237] ; [ 5.15254237 10.84745763],0
d5,1,0.50792,0.438349,[139  35] ; [28  5],[140.37681159  33.62318841] ; [26.62318841  6.37681159],0
b4,1,0.518538,0.416799,[95 79] ; [16 17],[93.30434783 80.69565217] ; [17.69565217 15.30434783],0
s2,1,0.546645,0.363362,[ 28 144] ; [ 4 29],[ 26.84878049 145.15121951] ; [ 5.15121951 27.84878049],0
d3,1,0.546992,0.362733,[120  54] ; [21 12],[118.52173913  55.47826087] ; [22.47826087 10.52173913],0
r3,1,0.561392,0.3373,[163  11] ; [30  3],[162.23188406  11.76811594] ; [30.76811594  2.23188406],0
n3,1,0.601921,0.272109,[24 11] ; [4 1],[24.5 10.5] ; [3.5 1.5],0
a2,1,0.603848,0.269231,[ 33 141] ; [ 5 28],[ 31.94202899 142.05797101] ; [ 6.05797101 26.94202899],0
a4,1,0.615692,0.251969,[ 71 102] ; [12 21],[ 69.7038835 103.2961165] ; [13.2961165 19.7038835],0
u3,1,0.629907,0.232187,[33 32] ; [7 5],[33.76623377 31.23376623] ; [6.23376623 5.76623377],0
s8,1,0.6652,0.187268,[ 48 124] ; [ 8 25],[ 46.98536585 125.01463415] ; [ 9.01463415 23.98536585],0
p1,1,0.681711,0.168206,[ 17 157] ; [ 4 29],[ 17.65217391 156.34782609] ; [ 3.34782609 29.65217391],0
