Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.057909,[24  5] ; [11 34],[13.71621622 15.28378378] ; [21.28378378 23.71621622],1
s8,1,0.000531,12.003968,[15 15] ; [ 6 39],[ 8.4 21.6] ; [12.6 32.4],1
s3,1,0.002368,9.239604,[22  8] ; [16 27],[15.61643836 14.38356164] ; [22.38356164 20.61643836],0
s4,1,0.015707,5.835375,[11 19] ; [ 6 40],[ 6.71052632 23.28947368] ; [10.28947368 35.71052632],0
n1,1,0.030522,4.67963,[7 3] ; [ 5 13],[4.28571429 5.71428571] ; [ 7.71428571 10.28571429],0
s5,1,0.030754,4.666667,[12 16] ; [ 8 34],[ 8. 20.] ; [12. 30.],0
v1,1,0.033204,4.535232,[16 14] ; [13 32],[11.6 18.4] ; [17.4 27.6],0
p2,1,0.059916,3.539696,[13 17] ; [30 16],[16.97368421 13.02631579] ; [26.02631579 19.97368421],0
p3,1,0.072337,3.229181,[16 14] ; [15 31],[12.23684211 17.76315789] ; [18.76315789 27.23684211],0
b3,1,0.075599,3.157065,[ 4 15] ; [13 15],[ 6.87234043 12.12765957] ; [10.12765957 17.87234043],0
b2,1,0.075599,3.157065,[ 4 15] ; [13 15],[ 6.87234043 12.12765957] ; [10.12765957 17.87234043],0
s7,1,0.084108,2.983683,[11 15] ; [10 34],[ 7.8 18.2] ; [13.2 30.8],0
n4,1,0.084323,2.979545,[ 9 21] ; [23 23],[12.63157895 17.36842105] ; [19.36842105 26.63157895],0
p4,1,0.099845,2.708021,[15 15] ; [14 31],[11.6 18.4] ; [17.4 27.6],0
b5,1,0.110964,2.540432,[12 18] ; [27 19],[15.39473684 14.60526316] ; [23.60526316 22.39473684],0
a1,1,0.155631,2.016177,[ 4 26] ; [ 2 44],[ 2.36842105 27.63157895] ; [ 3.63157895 42.36842105],0
p10,1,0.174131,1.847014,[16 13] ; [18 28],[13.14666667 15.85333333] ; [20.85333333 25.14666667],0
n3,1,0.192373,1.699346,[5 5] ; [12  4],[6.53846154 3.46153846] ; [10.46153846  5.53846154],0
a6,1,0.192478,1.698546,[ 8 22] ; [19 27],[10.65789474 19.34210526] ; [16.34210526 29.65789474],0
u3,1,0.226398,1.463348,[8 5] ; [ 8 12],[6.3030303 6.6969697] ; [ 9.6969697 10.3030303],0
v2,1,0.270126,1.216106,[15 14] ; [17 27],[12.71232877 16.28767123] ; [19.28767123 24.71232877],0
u2,1,0.284462,1.145648,[6 7] ; [13  7],[7.48484848 5.51515152] ; [11.51515152  8.48484848],0
a2,1,0.325515,0.96666,[ 2 28] ; [ 1 45],[ 1.18421053 28.81578947] ; [ 1.81578947 44.18421053],0
a5,1,0.337361,0.920436,[19 11] ; [24 22],[16.97368421 13.02631579] ; [26.02631579 19.97368421],0
