Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.057909,[24  5] ; [11 34],[13.71621622 15.28378378] ; [21.28378378 23.71621622],1
b1,1,0.347884,0.881159,[13 17] ; [25 21],[15. 15.] ; [23. 23.],0
p8,1,0.428111,0.627943,[12 18] ; [14 31],[10.4 19.6] ; [15.6 29.4],0
v4,1,0.454941,0.558313,[26  4] ; [36  9],[24.8  5.2] ; [37.2  7.8],0
d5,1,0.484416,0.488904,[20 10] ; [27 19],[18.55263158 11.44736842] ; [28.44736842 17.55263158],0
d4,1,0.49859,0.457936,[23  7] ; [32 14],[21.71052632  8.28947368] ; [33.28947368 12.71052632],0
r1,1,0.510478,0.433087,[18 12] ; [31 15],[19.34210526 10.65789474] ; [29.65789474 16.34210526],0
r3,1,0.510731,0.432569,[27  3] ; [39  7],[26.05263158  3.94736842] ; [39.94736842  6.05263158],0
p6,1,0.568317,0.325506,[ 8 22] ; [ 9 34],[ 6.98630137 23.01369863] ; [10.01369863 32.98630137],0
p11,1,0.578267,0.309044,[17 13] ; [29 17],[18.15789474 11.84210526] ; [27.84210526 18.15789474],0
b4,1,0.578267,0.309044,[17 13] ; [29 17],[18.15789474 11.84210526] ; [27.84210526 18.15789474],0
v3,1,0.587343,0.294512,[ 7 21] ; [ 8 33],[ 6.08695652 21.91304348] ; [ 8.91304348 32.08695652],0
r4,1,0.63348,0.227371,[23  7] ; [33 13],[22.10526316  7.89473684] ; [33.89473684 12.10526316],0
n6,1,0.638819,0.22029,[16 14] ; [22 24],[15. 15.] ; [23. 23.],0
a8,1,0.639028,0.220015,[ 2 26] ; [ 2 42],[ 1.55555556 26.44444444] ; [ 2.44444444 41.55555556],0
a4,1,0.644793,0.212528,[14 16] ; [19 27],[13.02631579 16.97368421] ; [19.97368421 26.02631579],0
p7,1,0.776273,0.080758,[16 14] ; [23 23],[15.39473684 14.60526316] ; [23.60526316 22.39473684],0
p9,1,0.799895,0.064254,[16 13] ; [24 22],[15.46666667 13.53333333] ; [24.53333333 21.46666667],0
d1,1,0.828893,0.046709,[11 19] ; [18 28],[11.44736842 18.55263158] ; [17.55263158 28.44736842],0
p1,1,0.847581,0.036943,[ 3 27] ; [ 4 42],[ 2.76315789 27.23684211] ; [ 4.23684211 41.76315789],0
r2,1,0.897685,0.016534,[25  5] ; [38  7],[25.2  4.8] ; [37.8  7.2],0
n2,1,0.900744,0.015556,[7 3] ; [13  5],[7.14285714 2.85714286] ; [12.85714286  5.14285714],0
d2,1,0.909953,0.012791,[12 18] ; [19 27],[12.23684211 17.76315789] ; [18.76315789 27.23684211],0
a3,1,0.924067,0.009084,[17 13] ; [26 19],[17.2 12.8] ; [25.8 19.2],0
d3,1,0.930886,0.007522,[14 16] ; [21 25],[13.81578947 16.18421053] ; [21.18421053 24.81578947],0
s1,1,0.980126,0.000621,[ 2 28] ; [ 3 43],[ 1.97368421 28.02631579] ; [ 3.02631579 42.97368421],0
