Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,33.108209,[49 33] ; [ 3 41],[33.84126984 48.15873016] ; [18.15873016 25.84126984],1
d4,1,2e-06,22.901606,[67 14] ; [18 26],[55.08 25.92] ; [29.92 14.08],1
a5,1,0.000638,11.661363,[54 28] ; [15 29],[44.9047619 37.0952381] ; [24.0952381 19.9047619],1
d2,1,0.001848,9.694692,[47 33] ; [13 31],[38.70967742 41.29032258] ; [21.29032258 22.70967742],0
a3,1,0.002378,9.232533,[52 30] ; [15 28],[43.952 38.048] ; [23.048 19.952],0
a7,1,0.00321,8.683878,[56 25] ; [18 25],[48.33870968 32.66129032] ; [25.66129032 17.33870968],0
a4,1,0.003308,8.629113,[32 49] ; [ 6 37],[24.82258065 56.17741935] ; [13.17741935 29.82258065],0
d3,1,0.006012,7.546652,[49 33] ; [15 29],[41.65079365 40.34920635] ; [22.34920635 21.65079365],0
r2,1,0.008806,6.861657,[71  9] ; [30 13],[65.69105691 14.30894309] ; [35.30894309  7.69105691],0
v4,1,0.008963,6.830214,[70 12] ; [28 15],[64.288 17.712] ; [33.712  9.288],0
p7,1,0.024372,5.067936,[30 51] ; [25 18],[35.92741935 45.07258065] ; [19.07258065 23.92741935],0
u3,1,0.025576,4.984483,[18 12] ; [ 9 20],[13.72881356 16.27118644] ; [13.27118644 15.72881356],0
a2,1,0.044071,4.053855,[14 68] ; [ 2 42],[10.41269841 71.58730159] ; [ 5.58730159 38.41269841],0
r4,1,0.069232,3.301134,[58 24] ; [24 20],[53.36507937 28.63492063] ; [28.63492063 15.36507937],0
a6,1,0.117714,2.447478,[51 31] ; [21 23],[46.85714286 35.14285714] ; [25.14285714 18.85714286],0
v2,1,0.131493,2.274788,[34 46] ; [12 30],[30.16393443 49.83606557] ; [15.83606557 26.16393443],0
r1,1,0.156804,2.004778,[58 24] ; [25 18],[54.448 27.552] ; [28.552 14.448],0
p4,1,0.157197,2.000984,[33 48] ; [12 31],[29.39516129 51.60483871] ; [15.60483871 27.39516129],0
b5,1,0.160166,1.972655,[48 34] ; [20 24],[44.25396825 37.74603175] ; [23.74603175 20.25396825],0
s6,1,0.171393,1.870715,[32 49] ; [12 32],[28.512 52.488] ; [15.488 28.512],0
r3,1,0.189487,1.7216,[65 16] ; [30 13],[62.05645161 18.94354839] ; [32.94354839 10.05645161],0
s5,1,0.20342,1.617648,[14 66] ; [ 4 40],[11.61290323 68.38709677] ; [ 6.38709677 37.61290323],0
n2,1,0.204233,1.611842,[15 15] ; [13  6],[17.14285714 12.85714286] ; [10.85714286  8.14285714],0
p2,1,0.210597,1.567318,[45 37] ; [19 25],[41.65079365 40.34920635] ; [22.34920635 21.65079365],0
p6,1,0.217348,1.521793,[10 70] ; [ 9 34],[12.35772358 67.64227642] ; [ 6.64227642 36.35772358],0
u1,1,0.222854,1.4859,[ 9 73] ; [ 2 42],[ 7.15873016 74.84126984] ; [ 3.84126984 40.15873016],0
b2,1,0.248957,1.329147,[12 35] ; [10 16],[14.16438356 32.83561644] ; [ 7.83561644 18.16438356],0
b3,1,0.248957,1.329147,[12 35] ; [10 16],[14.16438356 32.83561644] ; [ 7.83561644 18.16438356],0
n1,1,0.251015,1.317647,[ 7 23] ; [ 7 11],[ 8.75 21.25] ; [ 5.25 12.75],0
s8,1,0.25224,1.310857,[11 70] ; [ 3 41],[ 9.072 71.928] ; [ 4.928 39.072],0
s1,1,0.3281,0.956384,[ 4 77] ; [ 4 38],[ 5.26829268 75.73170732] ; [ 2.73170732 39.26829268],0
n4,1,0.346747,0.885325,[51 31] ; [23 20],[48.544 33.456] ; [25.456 17.544],0
a8,1,0.388965,0.742176,[ 4 71] ; [ 4 38],[ 5.12820513 69.87179487] ; [ 2.87179487 39.12820513],0
n3,1,0.416733,0.659511,[17 14] ; [12  6],[18.34693878 12.65306122] ; [10.65306122  7.34693878],0
p1,1,0.443014,0.588463,[ 6 76] ; [ 5 39],[ 7.15873016 74.84126984] ; [ 3.84126984 40.15873016],0
b1,1,0.443576,0.587014,[45 37] ; [21 23],[42.95238095 39.04761905] ; [23.04761905 20.95238095],0
s4,1,0.460713,0.544162,[11 70] ; [ 4 40],[ 9.72 71.28] ; [ 5.28 38.72],0
b4,1,0.556455,0.345879,[51 31] ; [25 19],[49.46031746 32.53968254] ; [26.53968254 17.46031746],0
p10,1,0.573416,0.317001,[15 67] ; [ 6 36],[13.88709677 68.11290323] ; [ 7.11290323 34.88709677],0
a1,1,0.650376,0.205426,[ 4 78] ; [ 3 41],[ 4.55555556 77.44444444] ; [ 2.44444444 41.55555556],0
p12,1,0.65204,0.203338,[ 1 81] ; [ 1 43],[ 1.3015873 80.6984127] ; [ 0.6984127 43.3015873],0
s3,1,0.746093,0.104843,[25 55] ; [15 29],[25.80645161 54.19354839] ; [14.19354839 29.80645161],0
s2,1,0.791733,0.069728,[18 62] ; [ 9 35],[17.41935484 62.58064516] ; [ 9.58064516 34.41935484],0
v1,1,0.859284,0.03143,[23 59] ; [13 31],[23.42857143 58.57142857] ; [12.57142857 31.42857143],0
p11,1,0.867255,0.027938,[36 46] ; [20 24],[36.44444444 45.55555556] ; [19.55555556 24.44444444],0
u2,1,0.872041,0.025942,[12 17] ; [11 17],[11.70175439 17.29824561] ; [11.29824561 16.70175439],0
n5,1,0.882193,0.02196,[45 37] ; [23 20],[44.608 37.392] ; [23.392 19.608],0
p3,1,0.892097,0.018401,[23 58] ; [13 31],[23.328 57.672] ; [12.672 31.328],0
v3,1,0.921514,0.009708,[19 60] ; [10 33],[18.77868852 60.22131148] ; [10.22131148 32.77868852],0
p5,1,0.968598,0.00155,[ 2 80] ; [ 1 42],[ 1.968 80.032] ; [ 1.032 41.968],0
p8,1,0.986617,0.000281,[23 59] ; [12 31],[22.96 59.04] ; [12.04 30.96],0
n6,1,0.997517,1e-05,[49 32] ; [26 17],[48.99193548 32.00806452] ; [26.00806452 16.99193548],0
