Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,87.400852,[298  42] ; [63 71],[258.94514768  81.05485232] ; [102.05485232  31.94514768],1
n6,1,0.0,58.457522,[300  38] ; [77 57],[269.97033898  68.02966102] ; [107.02966102  26.97033898],1
p10,1,2e-06,22.851377,[275  61] ; [81 52],[255.04477612  80.95522388] ; [100.95522388  32.04477612],1
p9,1,4.4e-05,16.709128,[279  58] ; [87 46],[262.42978723  74.57021277] ; [103.57021277  29.42978723],1
p4,1,0.000232,13.551468,[205 134] ; [56 78],[187.05919662 151.94080338] ; [73.94080338 60.05919662],1
v1,1,0.000366,12.699044,[188 145] ; [49 80],[170.82467532 162.17532468] ; [66.17532468 62.82467532],1
s6,1,0.000515,12.061288,[213 125] ; [61 73],[196.21186441 141.78813559] ; [77.78813559 56.21186441],1
s7,1,0.001825,9.717644,[151 173] ; [38 87],[136.3830735 187.6169265] ; [52.6169265 72.3830735],0
v3,1,0.002263,9.322808,[140 187] ; [33 89],[125.99331849 201.00668151] ; [47.00668151 74.99331849],0
p11,1,0.002429,9.193158,[275  65] ; [91 43],[262.53164557  77.46835443] ; [103.46835443  30.53164557],0
s8,1,0.005579,7.68163,[140 199] ; [37 97],[126.85623679 212.14376321] ; [50.14376321 83.85623679],0
u1,1,0.007311,7.195038,[ 68 272] ; [ 13 121],[ 58.10126582 281.89873418] ; [ 22.89873418 111.10126582],0
a2,1,0.007335,7.189059,[ 90 250] ; [ 20 114],[ 78.90295359 261.09704641] ; [ 31.09704641 102.90295359],0
p6,1,0.008414,6.943104,[113 223] ; [ 28 104],[101.23076923 234.76923077] ; [39.76923077 92.23076923],0
v4,1,0.008721,6.879105,[328  11] ; [121  12],[322.4809322  16.5190678] ; [126.5190678   6.4809322],0
d2,1,0.009004,6.822044,[169 170] ; [49 85],[156.2410148 182.7589852] ; [61.7589852 72.2410148],0
s2,1,0.009571,6.713077,[149 187] ; [42 92],[136.54468085 199.45531915] ; [54.45531915 79.54468085],0
a8,1,0.012484,6.240772,[ 50 252] ; [  9 114],[ 41.92470588 260.07529412] ; [ 17.07529412 105.92470588],0
p8,1,0.020965,5.329659,[173 159] ; [54 80],[161.72532189 170.27467811] ; [65.27467811 68.72532189],0
p3,1,0.023069,5.163312,[160 178] ; [48 86],[148.94915254 189.05084746] ; [59.05084746 74.94915254],0
r4,1,0.030749,4.666946,[323  17] ; [120  14],[317.76371308  22.23628692] ; [125.23628692   8.76371308],0
p12,1,0.032783,4.557099,[ 21 317] ; [  2 131],[ 16.50530786 321.49469214] ; [  6.49469214 126.50530786],0
p7,1,0.042482,4.115877,[205 125] ; [69 64],[195.29157667 134.70842333] ; [78.70842333 54.29157667],0
b3,1,0.056679,3.632003,[ 80 129] ; [18 52],[ 73.41218638 135.58781362] ; [24.58781362 45.41218638],0
b2,1,0.056679,3.632003,[ 80 129] ; [18 52],[ 73.41218638 135.58781362] ; [24.58781362 45.41218638],0
r2,1,0.067275,3.348288,[325  12] ; [123  10],[321.22553191  15.77446809] ; [126.77446809   6.22553191],0
s3,1,0.086801,2.932718,[176 160] ; [58 75],[167.64179104 168.35820896] ; [66.35820896 66.64179104],0
a1,1,0.099304,2.716686,[ 16 324] ; [  2 132],[ 12.91139241 327.08860759] ; [  5.08860759 128.91139241],0
a5,1,0.102153,2.671612,[256  84] ; [91 43],[248.90295359  91.09704641] ; [98.09704641 35.90295359],0
b4,1,0.116471,2.464149,[194 146] ; [87 47],[201.56118143 138.43881857] ; [79.43881857 54.56118143],0
u4,1,0.120314,2.413223,[ 11 329] ; [  1 133],[  8.60759494 331.39240506] ; [  3.39240506 130.60759494],0
p5,1,0.132591,2.261903,[ 22 315] ; [  4 129],[ 18.64255319 318.35744681] ; [  7.35744681 125.64255319],0
a3,1,0.141833,2.15796,[242  95] ; [87 47],[235.39915074 101.60084926] ; [93.60084926 40.39915074],0
a4,1,0.173743,1.850343,[154 183] ; [52 82],[147.39278132 189.60721868] ; [58.60721868 75.39278132],0
n3,1,0.174847,1.840891,[43 26] ; [30 10],[46.21100917 22.78899083] ; [26.78899083 13.21100917],0
p2,1,0.176177,1.829586,[280  58] ; [103  30],[274.8492569  63.1507431] ; [108.1507431  24.8492569],0
d5,1,0.203142,1.619637,[278  61] ; [103  31],[273.06342495  65.93657505] ; [107.93657505  26.06342495],0
s4,1,0.205043,1.606082,[ 34 303] ; [ 19 115],[ 37.92144374 299.07855626] ; [ 15.07855626 118.92144374],0
d1,1,0.212711,1.552876,[204 136] ; [72 62],[197.97468354 142.02531646] ; [78.02531646 55.97468354],0
n1,1,0.265928,1.237631,[26 44] ; [11 30],[23.33333333 46.66666667] ; [13.66666667 27.33333333],0
b5,1,0.475266,0.509705,[210 130] ; [78 56],[206.58227848 133.41772152] ; [81.41772152 52.58227848],0
u2,1,0.476199,0.507556,[57 41] ; [29 16],[58.93706294 39.06293706] ; [27.06293706 17.93706294],0
v2,1,0.48213,0.494042,[189 136] ; [67 56],[185.71428571 139.28571429] ; [70.28571429 52.71428571],0
a6,1,0.495553,0.464446,[241  98] ; [91 43],[237.94503171 101.05496829] ; [94.05496829 39.94503171],0
p1,1,0.630388,0.231535,[ 22 317] ; [  7 125],[ 20.87261146 318.12738854] ; [  8.12738854 123.87261146],0
n2,1,0.66448,0.188127,[49 22] ; [26 14],[47.97297297 23.02702703] ; [27.02702703 12.97297297],0
r3,1,0.675607,0.175113,[322  17] ; [126   8],[321.08245243  17.91754757] ; [126.91754757   7.08245243],0
d3,1,0.757491,0.095343,[238 101] ; [96 38],[239.37843552  99.62156448] ; [94.62156448 39.37843552],0
a7,1,0.760371,0.093021,[260  79] ; [101  33],[258.72938689  80.27061311] ; [102.27061311  31.72938689],0
s1,1,0.819593,0.052015,[ 14 320] ; [  5 129],[ 13.55982906 320.44017094] ; [  5.44017094 128.55982906],0
u3,1,0.889204,0.019408,[60 38] ; [27 18],[59.62237762 38.37762238] ; [27.37762238 17.62237762],0
d4,1,0.972162,0.001218,[277  61] ; [110  24],[277.13135593  60.86864407] ; [109.86864407  24.13135593],0
b1,1,0.997181,1.2e-05,[132 208] ; [52 82],[131.98312236 208.01687764] ; [52.01687764 81.98312236],0
