Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,175.413389,[239  89] ; [ 57 234],[156.84652666 171.15347334] ; [139.15347334 151.84652666],1
s2,1,0.0,132.817921,[250  80] ; [ 84 202],[178.92857143 151.07142857] ; [155.07142857 130.92857143],1
s3,1,0.0,87.475382,[252  76] ; [114 173],[195.2 132.8] ; [170.8 116.2],1
s6,1,0.0,82.695452,[282  43] ; [152 133],[231.2295082  93.7704918] ; [202.7704918  82.2295082],1
s5,1,0.0,40.494598,[148 170] ; [ 61 220],[110.95492487 207.04507513] ; [ 98.04507513 182.95492487],1
a3,1,0.0,31.921447,[272  57] ; [182 109],[240.91290323  88.08709677] ; [213.08709677  77.91290323],1
p4,1,1.1e-05,19.402073,[235  94] ; [157 132],[208.68608414 120.31391586] ; [183.31391586 105.68608414],1
p6,1,1.1e-05,19.291506,[156 172] ; [ 86 199],[129.48776509 198.51223491] ; [112.51223491 172.48776509],1
p3,1,2.2e-05,18.018194,[198 131] ; [125 165],[171.67528271 157.32471729] ; [151.32471729 138.67528271],1
v3,1,3.4e-05,17.171758,[162 159] ; [ 94 185],[136.96 184.04] ; [119.04 159.96],1
u1,1,9.4e-05,15.261359,[ 86 245] ; [ 39 252],[ 66.5192926 264.4807074] ; [ 58.4807074 232.5192926],1
p5,1,0.000124,14.735424,[ 59 268] ; [ 22 268],[ 42.9286872 284.0713128] ; [ 38.0713128 251.9286872],1
p7,1,0.001053,10.73151,[233  87] ; [173 114],[214.03624382 105.96375618] ; [191.96375618  95.03624382],0
a5,1,0.001599,9.961245,[266  65] ; [202  89],[249.04823151  81.95176849] ; [218.95176849  72.04823151],0
p9,1,0.001864,9.679015,[302  27] ; [240  47],[289.47727273  39.52272727] ; [252.52272727  34.47727273],0
n4,1,0.001924,9.620559,[305  25] ; [246  45],[292.80193237  37.19806763] ; [258.19806763  32.80193237],0
a1,1,0.002616,9.057892,[ 22 309] ; [  5 286],[ 14.3681672 316.6318328] ; [ 12.6318328 278.3681672],0
p12,1,0.003435,8.560878,[ 39 289] ; [ 15 273],[ 28.75324675 299.24675325] ; [ 25.24675325 262.75324675],0
u4,1,0.005959,7.562621,[ 16 315] ; [  3 288],[ 10.11093248 320.88906752] ; [  8.88906752 282.11093248],0
n6,1,0.006602,7.378049,[308  21] ; [253  37],[298.17285945  30.82714055] ; [262.82714055  27.17285945],0
d1,1,0.007069,7.255287,[217 114] ; [160 131],[200.6221865 130.3778135] ; [176.3778135 114.6221865],0
r1,1,0.007821,7.0741,[283  47] ; [224  65],[270.2907916  59.7092084] ; [236.7092084  52.2907916],0
s1,1,0.010254,6.590248,[ 15 312] ; [  3 280],[  9.64918033 317.35081967] ; [  8.35081967 274.64918033],0
d2,1,0.010646,6.523481,[183 146] ; [131 158],[167.1618123 161.8381877] ; [146.8381877 142.1618123],0
v2,1,0.013608,6.088304,[201 123] ; [142 131],[186.15075377 137.84924623] ; [156.84924623 116.15075377],0
v4,1,0.016377,5.761892,[323   7] ; [274  17],[317.24637681  12.75362319] ; [279.75362319  11.24637681],0
r2,1,0.022542,5.203465,[319   9] ; [270  19],[313.11507293  14.88492707] ; [275.88492707  13.11507293],0
p8,1,0.027492,4.859655,[192 133] ; [143 142],[178.48360656 146.51639344] ; [156.51639344 128.48360656],0
p10,1,0.0285,4.797581,[291  38] ; [236  51],[281.46590909  47.53409091] ; [245.53409091  41.46590909],0
d4,1,0.029987,4.710031,[281  47] ; [230  61],[270.77221325  57.22778675] ; [240.22778675  50.77221325],0
a4,1,0.03444,4.472723,[168 162] ; [123 167],[154.88709677 175.11290323] ; [136.11290323 153.88709677],0
u3,1,0.040078,4.214586,[40 19] ; [56 53],[33.71428571 25.28571429] ; [62.28571429 46.71428571],0
a2,1,0.048174,3.903916,[ 97 234] ; [ 65 226],[ 86.20900322 244.79099678] ; [ 75.79099678 215.20900322],0
n3,1,0.075568,3.157735,[41 21] ; [49 12],[45.36585366 16.63414634] ; [44.63414634 16.36585366],0
b4,1,0.07639,3.140085,[178 153] ; [177 114],[188.914791 142.085209] ; [166.085209 124.914791],0
a6,1,0.079116,3.082975,[214 114] ; [209  82],[224.14216478 103.85783522] ; [198.85783522  92.14216478],0
p2,1,0.087436,2.920964,[288  42] ; [238  51],[280.42003231  49.57996769] ; [245.57996769  43.42003231],0
a7,1,0.091822,2.842129,[225 106] ; [215  75],[234.52495974  96.47504026] ; [205.47504026  84.52495974],0
b3,1,0.100183,2.702633,[102 132] ; [ 55 101],[ 94.2 139.8] ; [62.8 93.2],0
b2,1,0.100183,2.702633,[102 132] ; [ 55 101],[ 94.2 139.8] ; [62.8 93.2],0
u2,1,0.12491,2.354654,[36 23] ; [52 55],[31.27710843 27.72289157] ; [56.72289157 50.27710843],0
v1,1,0.129255,2.301428,[197 124] ; [157 127],[187.82479339 133.17520661] ; [166.17520661 117.82479339],0
a8,1,0.132531,2.262609,[ 57 239] ; [ 39 230],[ 50.29380531 245.70619469] ; [ 45.70619469 223.29380531],0
p1,1,0.133381,2.252707,[ 34 296] ; [ 20 270],[ 28.74193548 301.25806452] ; [ 25.25806452 264.74193548],0
n1,1,0.135623,2.22693,[31 30] ; [22 37],[26.94166667 34.05833333] ; [26.05833333 32.94166667],0
d3,1,0.158996,1.983748,[234  95] ; [191  99],[225.88852989 103.11147011] ; [199.11147011  90.88852989],0
b1,1,0.17553,1.835068,[137 194] ; [105 186],[128.78135048 202.21864952] ; [113.21864952 177.78135048],0
b5,1,0.183657,1.767778,[192 139] ; [184 107],[200.09003215 130.90996785] ; [175.90996785 115.09003215],0
s4,1,0.242676,1.364983,[ 59 270] ; [ 41 243],[ 53.67047308 275.32952692] ; [ 46.32952692 237.67047308],0
d5,1,0.488572,0.47967,[273  55] ; [236  55],[269.71243942  58.28756058] ; [239.28756058  51.71243942],0
r4,1,0.790997,0.070234,[310  21] ; [271  20],[309.18167203  21.81832797] ; [271.81832797  19.18167203],0
p11,1,0.875782,0.024436,[276  55] ; [244  47],[276.72025723  54.27974277] ; [243.27974277  47.72025723],0
n2,1,1.0,0.0,[49 13] ; [49 13],[49. 13.] ; [49. 13.],0
