Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,46.180223,[47 56] ; [220  51],[73.53208556 29.46791444] ; [193.46791444  77.53208556],1
d3,1,0.0,41.71077,[44 59] ; [211  61],[70.04 32.96] ; [184.96  87.04],1
a2,1,4e-06,21.408599,[10 93] ; [ 91 181],[27.74133333 75.25866667] ; [ 73.25866667 198.74133333],1
u1,1,5.7e-05,16.190689,[ 9 94] ; [ 77 195],[23.62133333 79.37866667] ; [ 62.37866667 209.62133333],1
v4,1,0.000681,11.540362,[95  8] ; [267   3],[99.96246649  3.03753351] ; [262.03753351   7.96246649],1
b5,1,0.001266,10.391633,[43 60] ; [164 108],[56.856 46.144] ; [150.144 121.856],0
s8,1,0.003837,8.359374,[67 36] ; [130 139],[54.54569892 48.45430108] ; [142.45430108 126.54569892],0
p4,1,0.007032,7.264878,[76 27] ; [233  39],[84.872 18.128] ; [224.128  47.872],0
d1,1,0.007096,7.248609,[53 50] ; [181  91],[64.272 38.728] ; [169.728 102.272],0
r2,1,0.008668,6.889995,[93  9] ; [261   7],[97.58918919  4.41081081] ; [256.41081081  11.58918919],0
r4,1,0.012444,6.246482,[90 13] ; [258  14],[95.584  7.416] ; [252.416  19.584],0
b4,1,0.022277,5.22405,[49 54] ; [165 107],[58.77866667 44.22133333] ; [155.22133333 116.77866667],0
s7,1,0.045821,3.98818,[67 35] ; [138 117],[58.57142857 43.42857143] ; [146.42857143 108.57142857],0
b1,1,0.051862,3.780222,[50 53] ; [102 170],[41.74933333 61.25066667] ; [110.25066667 161.74933333],0
v2,1,0.057345,3.612556,[54 45] ; [172  91],[61.80662983 37.19337017] ; [164.19337017  98.80662983],0
s5,1,0.068304,3.323312,[46 50] ; [ 98 165],[38.50696379 57.49303621] ; [105.49303621 157.50696379],0
d5,1,0.074566,3.179529,[80 22] ; [234  38],[85.63636364 16.36363636] ; [228.36363636  43.63636364],0
s4,1,0.074614,3.178483,[23 80] ; [ 39 228],[17.25945946 85.74054054] ; [ 44.74054054 222.25945946],0
n3,1,0.098538,2.729045,[11  7] ; [31  7],[13.5  4.5] ; [28.5  9.5],0
p12,1,0.165678,1.92162,[ 8 92] ; [ 36 236],[11.82795699 88.17204301] ; [ 32.17204301 239.82795699],0
u3,1,0.167202,1.907852,[11 12] ; [43 24],[13.8  9.2] ; [40.2 26.8],0
d4,1,0.236222,1.403001,[81 21] ; [230  42],[84.81818182 17.18181818] ; [226.18181818  45.81818182],0
r1,1,0.258445,1.27707,[81 22] ; [225  44],[84.72580645 18.27419355] ; [221.27419355  47.72580645],0
r3,1,0.26839,1.224957,[98  5] ; [263   7],[99.68632708  3.31367292] ; [261.31367292   8.68632708],0
b3,1,0.269004,1.221818,[37 40] ; [ 71 104],[33. 44.] ; [ 75. 100.],0
b2,1,0.269004,1.221818,[37 40] ; [ 71 104],[33. 44.] ; [ 75. 100.],0
p7,1,0.318504,0.99508,[77 25] ; [215  53],[80.4972973 21.5027027] ; [211.5027027  56.4972973],0
n6,1,0.331481,0.943102,[90 13] ; [246  25],[92.53475936 10.46524064] ; [243.46524064  27.53475936],0
n4,1,0.348396,0.879292,[90 13] ; [227  45],[87.06933333 15.93066667] ; [229.93066667  42.06933333],0
u4,1,0.371289,0.799347,[ 4 99] ; [  6 265],[  2.7540107 100.2459893] ; [  7.2459893 263.7540107],0
p10,1,0.374557,0.788491,[92 10] ; [251  19],[94.0483871  7.9516129] ; [248.9516129  21.0483871],0
a4,1,0.444911,0.583584,[46 57] ; [133 138],[49.29679144 53.70320856] ; [129.70320856 141.29679144],0
n2,1,0.446356,0.579889,[12  6] ; [29  9],[13.17857143  4.82142857] ; [27.82142857 10.17857143],0
n5,1,0.459234,0.54776,[87 16] ; [220  51],[84.54812834 18.45187166] ; [222.45187166  48.54812834],0
s6,1,0.488176,0.480544,[73 26] ; [187  80],[70.32786885 28.67213115] ; [189.67213115  77.32786885],0
a5,1,0.549037,0.359044,[85 18] ; [217  55],[82.94933333 20.05066667] ; [219.05066667  52.94933333],0
s3,1,0.559364,0.340806,[63 39] ; [156 111],[60.53658537 41.46341463] ; [158.46341463 108.53658537],0
p2,1,0.612249,0.256914,[90 12] ; [244  27],[91.33512064 10.66487936] ; [242.66487936  28.33512064],0
p6,1,0.622715,0.24207,[46 54] ; [131 137],[48.09782609 51.90217391] ; [128.90217391 139.09782609],0
d2,1,0.627221,0.235848,[50 52] ; [141 131],[52.09090909 49.90909091] ; [138.90909091 133.09090909],0
a3,1,0.628636,0.233915,[80 23] ; [204  67],[78.21390374 24.78609626] ; [205.78609626  65.21390374],0
v1,1,0.630136,0.231876,[59 40] ; [164  99],[60.98618785 38.01381215] ; [162.01381215 100.98618785],0
s1,1,0.64794,0.208508,[ 4 99] ; [  8 263],[ 3.30481283 99.69518717] ; [  8.69518717 262.30481283],0
n1,1,0.732929,0.116439,[ 7 11] ; [13 25],[ 6.42857143 11.57142857] ; [13.57142857 24.42857143],0
a8,1,0.762692,0.091172,[12 87] ; [ 32 208],[12.84955752 86.15044248] ; [ 31.15044248 208.84955752],0
v3,1,0.786718,0.073211,[46 55] ; [123 138],[47.1519337 53.8480663] ; [121.8480663 139.1519337],0
p5,1,0.818248,0.052807,[21 82] ; [ 52 217],[20.21236559 82.78763441] ; [ 52.78763441 216.21236559],0
p1,1,0.837898,0.041854,[12 90] ; [ 34 237],[12.57908847 89.42091153] ; [ 33.42091153 237.57908847],0
a1,1,0.847068,0.037195,[ 7 96] ; [ 17 255],[ 6.592 96.408] ; [ 17.408 254.592],0
p8,1,0.897014,0.016753,[70 31] ; [189  81],[70.50943396 30.49056604] ; [188.49056604  81.50943396],0
s2,1,0.954028,0.003324,[55 48] ; [144 124],[55.24797844 47.75202156] ; [143.75202156 124.24797844],0
p9,1,0.960009,0.002514,[95  7] ; [252  19],[94.89008043  7.10991957] ; [252.10991957  18.89008043],0
u2,1,0.961088,0.00238,[14  9] ; [41 27],[13.9010989  9.0989011] ; [41.0989011 26.9010989],0
