Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,25.561925,[73 22] ; [ 7 21],[61.78861789 33.21138211] ; [18.21138211  9.78861789],1
p5,1,0.354371,0.857744,[ 1 94] ; [ 1 27],[ 1.54471545 93.45528455] ; [ 0.45528455 27.54471545],0
p12,1,0.354371,0.857744,[ 1 94] ; [ 1 27],[ 1.54471545 93.45528455] ; [ 0.45528455 27.54471545],0
u4,1,0.354371,0.857744,[ 1 94] ; [ 1 27],[ 1.54471545 93.45528455] ; [ 0.45528455 27.54471545],0
a4,1,0.359678,0.839018,[41 54] ; [ 9 18],[38.93442623 56.06557377] ; [11.06557377 15.93442623],0
n5,1,0.363283,0.826511,[45 50] ; [16 12],[47.11382114 47.88617886] ; [13.88617886 14.11382114],0
d1,1,0.394248,0.7258,[46 49] ; [11 17],[44.02439024 50.97560976] ; [12.97560976 15.02439024],0
n1,1,0.443002,0.588494,[14 23] ; [ 4 11],[12.80769231 24.19230769] ; [5.19230769 9.80769231],0
v1,1,0.445575,0.581883,[32 63] ; [ 7 20],[30.36885246 64.63114754] ; [ 8.63114754 18.36885246],0
s6,1,0.474092,0.512422,[26 66] ; [ 6 22],[24.53333333 67.46666667] ; [ 7.46666667 20.53333333],0
a7,1,0.504504,0.445448,[57 37] ; [15 13],[55.47540984 38.52459016] ; [16.52459016 11.47540984],0
a3,1,0.510605,0.432827,[56 39] ; [14 13],[54.50819672 40.49180328] ; [15.49180328 11.50819672],0
a5,1,0.522204,0.409538,[54 41] ; [14 14],[52.5203252 42.4796748] ; [15.4796748 12.5203252],0
n4,1,0.545125,0.366124,[55 40] ; [18 10],[56.38211382 38.61788618] ; [16.61788618 11.38211382],0
d2,1,0.575248,0.31398,[43 51] ; [14 13],[44.28099174 49.71900826] ; [12.71900826 14.28099174],0
s2,1,0.575296,0.313901,[10 83] ; [ 2 26],[ 9.2231405 83.7768595] ; [ 2.7768595 25.2231405],0
s4,1,0.591255,0.288388,[ 7 86] ; [ 3 25],[ 7.68595041 85.31404959] ; [ 2.31404959 25.68595041],0
a6,1,0.710346,0.137931,[58 37] ; [16 12],[57.15447154 37.84552846] ; [16.84552846 11.15447154],0
a2,1,0.711924,0.136363,[20 75] ; [ 5 23],[19.30894309 75.69105691] ; [ 5.69105691 22.30894309],0
b1,1,0.731436,0.117797,[51 44] ; [14 14],[50.20325203 44.79674797] ; [14.79674797 13.20325203],0
b3,1,0.766589,0.088114,[19 45] ; [ 6 12],[19.51219512 44.48780488] ; [ 5.48780488 12.51219512],0
b2,1,0.766589,0.088114,[19 45] ; [ 6 12],[19.51219512 44.48780488] ; [ 5.48780488 12.51219512],0
s7,1,0.821605,0.050842,[12 76] ; [ 4 22],[12.35087719 75.64912281] ; [ 3.64912281 22.35087719],0
s5,1,0.843608,0.038919,[11 80] ; [ 3 25],[10.70588235 80.29411765] ; [ 3.29411765 24.70588235],0
a8,1,0.854553,0.033603,[ 8 76] ; [ 3 25],[ 8.25 75.75] ; [ 2.75 25.25],0
v3,1,0.855492,0.033166,[21 70] ; [ 6 22],[20.64705882 70.35294118] ; [ 6.35294118 21.64705882],0
s1,1,0.872703,0.025672,[ 4 90] ; [ 1 27],[ 3.85245902 90.14754098] ; [ 1.14754098 26.85245902],0
b4,1,0.977468,0.000798,[54 41] ; [16 12],[54.06504065 40.93495935] ; [15.93495935 12.06504065],0
