Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.00316,8.712577,[26 17] ; [ 8 23],[19.75675676 23.24324324] ; [14.24324324 16.75675676],0
s6,1,0.007587,7.128477,[35 11] ; [16 18],[29.325 16.675] ; [21.675 12.325],0
s8,1,0.014748,5.946328,[20 26] ; [ 6 28],[14.95 31.05] ; [11.05 22.95],0
v2,1,0.068544,3.317553,[21 23] ; [ 9 24],[17.14285714 26.85714286] ; [12.85714286 20.14285714],0
u1,1,0.078954,3.086306,[ 9 37] ; [ 2 32],[ 6.325 39.675] ; [ 4.675 29.325],0
p11,1,0.092558,2.829316,[29 17] ; [15 19],[25.3 20.7] ; [18.7 15.3],0
s5,1,0.10474,2.631838,[14 31] ; [ 5 28],[10.96153846 34.03846154] ; [ 8.03846154 24.96153846],0
a2,1,0.123881,2.367556,[ 8 38] ; [ 2 32],[ 5.75 40.25] ; [ 4.25 29.75],0
b5,1,0.137393,2.206915,[28 18] ; [15 19],[24.725 21.275] ; [18.275 15.725],0
d3,1,0.171695,1.868079,[30 16] ; [17 17],[27.025 18.975] ; [19.975 14.025],0
s4,1,0.182512,1.777051,[12 32] ; [ 5 29],[ 9.58974359 34.41025641] ; [ 7.41025641 26.58974359],0
u3,1,0.182566,1.776608,[8 8] ; [11  4],[9.80645161 6.19354839] ; [9.19354839 5.80645161],0
p6,1,0.196364,1.669216,[14 31] ; [ 6 27],[11.53846154 33.46153846] ; [ 8.46153846 24.53846154],0
a5,1,0.230018,1.44075,[25 21] ; [23 11],[27.6 18.4] ; [20.4 13.6],0
p8,1,0.234044,1.416113,[20 26] ; [10 23],[17.46835443 28.53164557] ; [12.53164557 20.46835443],0
b4,1,0.26787,1.227621,[30 16] ; [18 16],[27.6 18.4] ; [20.4 13.6],0
n2,1,0.275973,1.186813,[10  3] ; [8 6],[8.66666667 4.33333333] ; [9.33333333 4.66666667],0
p3,1,0.281874,1.158032,[19 26] ; [10 23],[16.73076923 28.26923077] ; [12.26923077 20.73076923],0
d1,1,0.295744,1.093286,[23 23] ; [13 21],[20.7 25.3] ; [15.3 18.7],0
p5,1,0.307756,1.040281,[ 4 42] ; [ 1 32],[ 2.91139241 43.08860759] ; [ 2.08860759 30.91139241],0
d4,1,0.327321,0.959468,[34 12] ; [21 12],[32.02531646 13.97468354] ; [22.97468354 10.02531646],0
v3,1,0.366324,0.816095,[17 29] ; [ 9 24],[15.13924051 30.86075949] ; [10.86075949 22.13924051],0
a3,1,0.396868,0.717796,[30 16] ; [19 15],[28.175 17.825] ; [20.825 13.175],0
n6,1,0.396868,0.717796,[30 16] ; [19 15],[28.175 17.825] ; [20.825 13.175],0
r1,1,0.464675,0.534609,[37  9] ; [25  9],[35.65 10.35] ; [26.35  7.65],0
n4,1,0.502274,0.450128,[33 13] ; [22 12],[31.625 14.375] ; [23.375 10.625],0
n1,1,0.542541,0.37085,[5 7] ; [7 6],[5.76 6.24] ; [6.24 6.76],0
r2,1,0.554855,0.348691,[40  6] ; [31  3],[40.825  5.175] ; [30.175  3.825],0
a4,1,0.580202,0.305908,[14 32] ; [12 21],[15.13924051 30.86075949] ; [10.86075949 22.13924051],0
p2,1,0.601956,0.272055,[31 15] ; [21 13],[29.9 16.1] ; [22.1 11.9],0
u2,1,0.60524,0.267165,[10  6] ; [8 7],[9.29032258 6.70967742] ; [8.70967742 6.29032258],0
s1,1,0.617908,0.248819,[ 6 40] ; [ 3 29],[ 5.30769231 40.69230769] ; [ 3.69230769 28.30769231],0
v1,1,0.637708,0.221753,[20 26] ; [13 21],[18.975 27.025] ; [14.025 19.975],0
a6,1,0.637708,0.221753,[26 20] ; [21 13],[27.025 18.975] ; [19.975 14.025],0
d5,1,0.646428,0.210433,[32 14] ; [22 12],[31.05 14.95] ; [22.95 11.05],0
p4,1,0.65103,0.204604,[24 22] ; [16 18],[23. 23.] ; [17. 17.],0
p10,1,0.676028,0.174632,[16 30] ; [10 23],[15.13924051 30.86075949] ; [10.86075949 22.13924051],0
n5,1,0.701724,0.146684,[29 17] ; [20 14],[28.175 17.825] ; [20.825 13.175],0
v4,1,0.747291,0.103821,[40  6] ; [27  5],[39.51282051  6.48717949] ; [27.48717949  4.51282051],0
a1,1,0.755561,0.096917,[ 2 44] ; [ 2 32],[ 2.3 43.7] ; [ 1.7 32.3],0
n3,1,0.755794,0.096726,[9 5] ; [7 5],[8.61538462 5.38461538] ; [7.38461538 4.61538462],0
p1,1,0.762992,0.090935,[ 5 41] ; [ 3 31],[ 4.6 41.4] ; [ 3.4 30.6],0
b3,1,0.797046,0.066138,[ 8 22] ; [ 6 14],[ 8.4 21.6] ; [ 5.6 14.4],0
b2,1,0.797046,0.066138,[ 8 22] ; [ 6 14],[ 8.4 21.6] ; [ 5.6 14.4],0
b1,1,0.836886,0.042386,[26 20] ; [20 14],[26.45 19.55] ; [19.55 14.45],0
p7,1,0.85891,0.031599,[25 19] ; [20 14],[25.38461538 18.61538462] ; [19.61538462 14.38461538],0
r3,1,0.90032,0.015689,[41  5] ; [30  4],[40.825  5.175] ; [30.175  3.825],0
r4,1,0.901002,0.015474,[36 10] ; [27  7],[36.225  9.775] ; [26.775  7.225],0
d2,1,0.945838,0.004615,[22 24] ; [16 18],[21.85 24.15] ; [16.15 17.85],0
a8,1,0.982422,0.000485,[ 4 38] ; [ 3 28],[ 4.02739726 37.97260274] ; [ 2.97260274 28.02739726],0
a7,1,0.990836,0.000132,[27 19] ; [20 14],[27.025 18.975] ; [19.975 14.025],0
