Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,46.852765,[69  1] ; [16 22],[55.09259259 14.90740741] ; [29.90740741  8.09259259],1
v4,1,0.0,42.043438,[66  3] ; [15 23],[52.23364486 16.76635514] ; [28.76635514  9.23364486],1
r1,1,0.0,32.49781,[58 11] ; [11 27],[44.4953271 24.5046729] ; [24.5046729 13.4953271],1
r2,1,2e-06,22.431964,[66  4] ; [21 16],[56.91588785 13.08411215] ; [30.08411215  6.91588785],1
u3,1,0.000127,14.679254,[20  6] ; [ 4 16],[13.56521739 12.43478261] ; [10.43478261  9.56521739],1
p2,1,0.000511,12.074115,[49 21] ; [13 24],[40.56074766 29.43925234] ; [21.43925234 15.56074766],1
n3,1,0.001846,9.69697,[18  4] ; [ 6 12],[13.2  8.8] ; [10.8  7.2],0
a1,1,0.003794,8.380104,[ 1 69] ; [ 6 32],[ 4.53703704 65.46296296] ; [ 2.46296296 35.53703704],0
p4,1,0.004222,8.185626,[34 35] ; [ 8 30],[27.08411215 41.91588785] ; [14.91588785 23.08411215],0
p11,1,0.00737,7.180463,[41 29] ; [12 26],[34.35185185 35.64814815] ; [18.64814815 19.35185185],0
p3,1,0.008507,6.923585,[26 44] ; [ 5 33],[20.09259259 49.90740741] ; [10.90740741 27.09259259],0
d4,1,0.008765,6.870045,[54 14] ; [21 17],[48.11320755 19.88679245] ; [26.88679245 11.11320755],0
p9,1,0.010572,6.535846,[44 25] ; [14 23],[37.75471698 31.24528302] ; [20.24528302 16.75471698],0
s6,1,0.011632,6.366141,[34 36] ; [ 9 29],[27.87037037 42.12962963] ; [15.12962963 22.87037037],0
v3,1,0.017824,5.613328,[17 45] ; [ 3 35],[12.4 49.6] ; [ 7.6 30.4],0
p10,1,0.025,5.023893,[40 29] ; [13 24],[34.5 34.5] ; [18.5 18.5],0
s8,1,0.02545,4.992985,[18 52] ; [ 3 35],[13.61111111 56.38888889] ; [ 7.38888889 30.61111111],0
p8,1,0.029206,4.755435,[28 41] ; [ 7 29],[23. 46.] ; [12. 24.],0
a6,1,0.032606,4.566364,[52 17] ; [21 17],[47.07476636 21.92523364] ; [25.92523364 12.07476636],0
n5,1,0.04,4.217892,[24 45] ; [21 17],[29.01869159 39.98130841] ; [15.98130841 22.01869159],0
n2,1,0.043597,4.072115,[18  6] ; [ 8 10],[14.85714286  9.14285714] ; [11.14285714  6.85714286],0
d5,1,0.049089,3.872294,[51 18] ; [21 17],[46.42990654 22.57009346] ; [25.57009346 12.42990654],0
a5,1,0.049762,3.849455,[45 25] ; [17 21],[40.18518519 29.81481481] ; [21.81481481 16.18518519],0
d3,1,0.070624,3.268447,[46 23] ; [18 19],[41.66037736 27.33962264] ; [22.33962264 14.66037736],0
d1,1,0.088114,2.908503,[34 36] ; [12 26],[29.81481481 40.18518519] ; [16.18518519 21.81481481],0
a7,1,0.090937,2.857715,[50 20] ; [21 17],[46.01851852 23.98148148] ; [24.98148148 13.01851852],0
b2,1,0.097022,2.753823,[ 7 33] ; [ 8 14],[ 9.67741935 30.32258065] ; [ 5.32258065 16.67741935],0
b3,1,0.097022,2.753823,[ 7 33] ; [ 8 14],[ 9.67741935 30.32258065] ; [ 5.32258065 16.67741935],0
s3,1,0.10543,2.621423,[38 32] ; [14 23],[34.01869159 35.98130841] ; [17.98130841 19.01869159],0
v2,1,0.11751,2.450197,[25 38] ; [ 9 28],[21.42 41.58] ; [12.58 24.42],0
u2,1,0.155492,2.017525,[19  8] ; [10 10],[16.65957447 10.34042553] ; [12.34042553  7.65957447],0
a3,1,0.204061,1.613067,[43 27] ; [18 19],[39.90654206 30.09345794] ; [21.09345794 15.90654206],0
b4,1,0.207101,1.591579,[42 28] ; [18 20],[38.88888889 31.11111111] ; [21.11111111 16.88888889],0
s2,1,0.253381,1.304563,[24 46] ; [ 9 29],[21.38888889 48.61111111] ; [11.61111111 26.38888889],0
s7,1,0.270691,1.213243,[17 46] ; [ 6 29],[14.78571429 48.21428571] ; [ 8.21428571 26.78571429],0
s4,1,0.308563,1.036815,[11 59] ; [ 9 29],[12.96296296 57.03703704] ; [ 7.03703704 30.96296296],0
a2,1,0.355311,0.854397,[12 58] ; [ 4 34],[10.37037037 59.62962963] ; [ 5.62962963 32.37037037],0
p7,1,0.379652,0.771828,[35 32] ; [16 21],[32.85576923 34.14423077] ; [18.14423077 18.85576923],0
n1,1,0.386362,0.750361,[ 9 13] ; [ 5 13],[ 7.7 14.3] ; [ 6.3 11.7],0
b5,1,0.391959,0.732857,[41 29] ; [19 19],[38.88888889 31.11111111] ; [21.11111111 16.88888889],0
b1,1,0.420247,0.649624,[33 37] ; [21 17],[35. 35.] ; [19. 19.],0
a4,1,0.469998,0.521981,[27 43] ; [12 26],[25.27777778 44.72222222] ; [13.72222222 24.27777778],0
n4,1,0.585833,0.296899,[33 37] ; [20 18],[34.35185185 35.64814815] ; [18.64814815 19.35185185],0
p6,1,0.595679,0.281562,[12 57] ; [ 8 29],[13.01886792 55.98113208] ; [ 6.98113208 30.01886792],0
s5,1,0.679171,0.17106,[ 7 58] ; [ 5 32],[ 7.64705882 57.35294118] ; [ 4.35294118 32.64705882],0
s1,1,0.691341,0.157638,[ 5 64] ; [ 2 36],[ 4.51401869 64.48598131] ; [ 2.48598131 35.51401869],0
a8,1,0.865433,0.028717,[ 6 60] ; [ 3 34],[ 5.76699029 60.23300971] ; [ 3.23300971 33.76699029],0
d2,1,0.878023,0.023555,[28 41] ; [16 22],[28.37383178 40.62616822] ; [15.62616822 22.37383178],0
p1,1,0.908535,0.013199,[ 4 65] ; [ 2 36],[ 3.86915888 65.13084112] ; [ 2.13084112 35.86915888],0
p5,1,0.953782,0.003359,[ 2 67] ; [ 1 36],[ 1.95283019 67.04716981] ; [ 1.04716981 35.95283019],0
