Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.003577,8.487141,[6 4] ; [116  12],[8.84057971 1.15942029] ; [113.15942029  14.84057971],0
r2,1,0.011731,6.351136,[8 2] ; [124   4],[9.56521739 0.43478261] ; [122.43478261   5.56521739],0
s8,1,0.012905,6.182067,[1 9] ; [65 63],[4.7826087 5.2173913] ; [61.2173913 66.7826087],0
p2,1,0.01794,5.601993,[4 6] ; [95 32],[7.22627737 2.77372263] ; [91.77372263 35.22627737],0
p9,1,0.030322,4.69092,[4 6] ; [90 34],[7.01492537 2.98507463] ; [86.98507463 37.01492537],0
p10,1,0.037303,4.336525,[3 7] ; [78 45],[6.09022556 3.90977444] ; [74.90977444 48.09022556],0
d5,1,0.041379,4.160432,[6 4] ; [108  19],[8.32116788 1.67883212] ; [105.67883212  21.32116788],0
a7,1,0.073756,3.197381,[5 5] ; [97 31],[7.39130435 2.60869565] ; [94.60869565 33.39130435],0
a6,1,0.074013,3.191707,[3 7] ; [75 52],[5.69343066 4.30656934] ; [72.30656934 54.69343066],0
d1,1,0.088085,2.909032,[3 7] ; [74 54],[5.57971014 4.42028986] ; [71.42028986 56.57971014],0
a4,1,0.095612,2.777257,[2 8] ; [60 67],[4.52554745 5.47445255] ; [57.47445255 69.52554745],0
n5,1,0.113375,2.506537,[4 6] ; [82 44],[6.32352941 3.67647059] ; [79.67647059 46.32352941],0
p4,1,0.126034,2.340693,[8 2] ; [70 57],[5.69343066 4.30656934] ; [72.30656934 54.69343066],0
r3,1,0.151197,2.060135,[8 2] ; [117   9],[9.19117647 0.80882353] ; [115.80882353  10.19117647],0
d3,1,0.187722,1.735405,[5 5] ; [89 38],[6.86131387 3.13868613] ; [87.13868613 39.86131387],0
n6,1,0.20207,1.62735,[6 4] ; [98 28],[7.64705882 2.35294118] ; [96.35294118 29.64705882],0
r1,1,0.212329,1.555475,[7 3] ; [108  19],[8.39416058 1.60583942] ; [106.60583942  20.39416058],0
s7,1,0.218478,1.514342,[3 5] ; [71 48],[4.66141732 3.33858268] ; [69.33858268 49.66141732],0
s2,1,0.245688,1.347656,[5 5] ; [87 41],[6.66666667 3.33333333] ; [85.33333333 42.66666667],0
d4,1,0.280822,1.163106,[7 3] ; [106  21],[8.24817518 1.75182482] ; [104.75182482  22.24817518],0
a2,1,0.284175,1.147013,[1 9] ; [32 96],[2.39130435 7.60869565] ; [30.60869565 97.39130435],0
n4,1,0.286088,1.137939,[5 5] ; [84 42],[6.54411765 3.45588235] ; [82.45588235 43.54411765],0
n2,1,0.289195,1.123366,[2 2] ; [38 13],[2.90909091 1.09090909] ; [37.09090909 13.90909091],0
s3,1,0.329394,0.951278,[5 5] ; [83 44],[6.42335766 3.57664234] ; [81.57664234 45.42335766],0
p3,1,0.330586,0.9466,[6 4] ; [56 71],[4.52554745 5.47445255] ; [57.47445255 69.52554745],0
s5,1,0.330878,0.945459,[3 7] ; [56 66],[4.46969697 5.53030303] ; [54.53030303 67.46969697],0
n3,1,0.33899,0.914247,[2 2] ; [37 14],[2.83636364 1.16363636] ; [36.16363636 14.83636364],0
p7,1,0.392415,0.731447,[4 6] ; [67 57],[5.29850746 4.70149254] ; [65.70149254 58.29850746],0
p1,1,0.449488,0.571944,[2 8] ; [ 15 112],[1.24087591 8.75912409] ; [ 15.75912409 111.24087591],0
n1,1,0.459621,0.546816,[1 3] ; [22 28],[1.7037037 2.2962963] ; [21.2962963 28.7037037],0
v1,1,0.49595,0.463592,[4 6] ; [65 62],[5.03649635 4.96350365] ; [63.96350365 63.03649635],0
u3,1,0.527214,0.399758,[2 2] ; [27 14],[2.57777778 1.42222222] ; [26.42222222 14.57777778],0
p6,1,0.591248,0.2884,[4 6] ; [40 86],[3.23529412 6.76470588] ; [40.76470588 85.23529412],0
b4,1,0.630556,0.231308,[5 5] ; [74 54],[5.72463768 4.27536232] ; [73.27536232 54.72463768],0
a3,1,0.655073,0.199564,[6 4] ; [85 42],[6.64233577 3.35766423] ; [84.35766423 42.64233577],0
s1,1,0.660549,0.192857,[1 9] ; [  8 117],[0.66666667 9.33333333] ; [  8.33333333 116.66666667],0
v2,1,0.718602,0.129836,[6 4] ; [66 56],[5.45454545 4.54545455] ; [66.54545455 55.45454545],0
s4,1,0.726342,0.122497,[3 7] ; [32 96],[2.53623188 7.46376812] ; [32.46376812 95.53623188],0
b1,1,0.744979,0.105799,[6 4] ; [70 58],[5.50724638 4.49275362] ; [70.49275362 57.50724638],0
b5,1,0.757876,0.095031,[6 4] ; [83 45],[6.44927536 3.55072464] ; [82.55072464 45.44927536],0
b2,1,0.787137,0.072917,[2 4] ; [18 46],[1.71428571 4.28571429] ; [18.28571429 45.71428571],0
b3,1,0.787137,0.072917,[2 4] ; [18 46],[1.71428571 4.28571429] ; [18.28571429 45.71428571],0
p8,1,0.790614,0.070498,[3 7] ; [43 83],[3.38235294 6.61764706] ; [42.61764706 83.38235294],0
v3,1,0.830998,0.045549,[3 6] ; [45 77],[3.29770992 5.70229008] ; [44.70229008 77.29770992],0
d2,1,0.866555,0.028236,[5 5] ; [67 60],[5.25547445 4.74452555] ; [66.74452555 60.25547445],0
u2,1,0.923961,0.00911,[2 2] ; [21 19],[2.09090909 1.90909091] ; [20.90909091 19.09090909],0
a5,1,0.93449,0.006756,[7 3] ; [88 40],[6.88405797 3.11594203] ; [88.11594203 39.88405797],0
p5,1,0.974633,0.001011,[1 9] ; [ 13 113],[1.02941176 8.97058824] ; [ 12.97058824 113.02941176],0
