Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.000235,13.531344,[2 3] ; [ 1 52],[0.25862069 4.74137931] ; [ 2.74137931 50.25862069],1
s7,1,0.000824,11.18669,[4 1] ; [ 8 43],[1.07142857 3.92857143] ; [10.92857143 40.07142857],1
p11,1,0.005433,7.729457,[4 1] ; [12 42],[1.3559322 3.6440678] ; [14.6440678 39.3559322],0
p8,1,0.014347,5.994949,[3 2] ; [ 8 45],[0.94827586 4.05172414] ; [10.05172414 42.94827586],0
n1,1,0.056141,3.647882,[4 1] ; [10 19],[2.05882353 2.94117647] ; [11.94117647 17.05882353],0
v1,1,0.068202,3.325774,[3 2] ; [12 41],[1.29310345 3.70689655] ; [13.70689655 39.29310345],0
n6,1,0.072359,3.228671,[4 1] ; [20 32],[2.10526316 2.89473684] ; [21.89473684 30.10526316],0
p7,1,0.112768,2.514996,[2 2] ; [ 9 43],[0.78571429 3.21428571] ; [10.21428571 41.78571429],0
p3,1,0.113713,2.501844,[2 3] ; [ 7 46],[0.77586207 4.22413793] ; [ 8.22413793 44.77586207],0
p4,1,0.158736,1.986226,[2 3] ; [ 8 45],[0.86206897 4.13793103] ; [ 9.13793103 43.86206897],0
s6,1,0.199967,1.642614,[2 3] ; [ 9 45],[0.93220339 4.06779661] ; [10.06779661 43.93220339],0
b4,1,0.226797,1.460837,[4 1] ; [28 26],[2.71186441 2.28813559] ; [29.28813559 24.71186441],0
p6,1,0.234114,1.415693,[1 4] ; [ 3 49],[0.35087719 4.64912281] ; [ 3.64912281 48.35087719],0
b3,1,0.254587,1.297955,[1 4] ; [16 18],[2.17948718 2.82051282] ; [14.82051282 19.17948718],0
b2,1,0.254587,1.297955,[1 4] ; [16 18],[2.17948718 2.82051282] ; [14.82051282 19.17948718],0
n3,1,0.305963,1.048022,[3 2] ; [10 18],[1.96969697 3.03030303] ; [11.03030303 16.96969697],0
a5,1,0.325183,0.967985,[4 1] ; [31 23],[2.96610169 2.03389831] ; [32.03389831 21.96610169],0
a4,1,0.330629,0.946434,[3 2] ; [20 33],[1.98275862 3.01724138] ; [21.01724138 31.98275862],0
v4,1,0.330629,0.946434,[3 2] ; [20 33],[1.98275862 3.01724138] ; [21.01724138 31.98275862],0
r3,1,0.330629,0.946434,[3 2] ; [20 33],[1.98275862 3.01724138] ; [21.01724138 31.98275862],0
s5,1,0.342936,0.899423,[1 4] ; [ 4 49],[0.43103448 4.56896552] ; [ 4.56896552 48.43103448],0
n4,1,0.38735,0.747246,[4 1] ; [32 21],[3.10344828 1.89655172] ; [32.89655172 20.10344828],0
u3,1,0.480659,0.497368,[1 1] ; [ 5 14],[0.57142857 1.42857143] ; [ 5.42857143 13.57142857],0
d1,1,0.504173,0.446142,[3 2] ; [24 30],[2.28813559 2.71186441] ; [24.71186441 29.28813559],0
r1,1,0.51589,0.422102,[2 3] ; [14 39],[1.37931034 3.62068966] ; [14.62068966 38.37931034],0
d4,1,0.541573,0.372632,[4 1] ; [36 18],[3.38983051 1.61016949] ; [36.61016949 17.38983051],0
b1,1,0.55716,0.344645,[2 3] ; [29 25],[2.62711864 2.37288136] ; [28.37288136 25.62711864],0
s3,1,0.582776,0.301768,[2 3] ; [15 38],[1.46551724 3.53448276] ; [15.53448276 37.46551724],0
d3,1,0.612051,0.257199,[3 2] ; [26 28],[2.45762712 2.54237288] ; [26.54237288 27.45762712],0
a7,1,0.639904,0.218868,[3 2] ; [26 27],[2.5 2.5] ; [26.5 26.5],0
s4,1,0.660146,0.193346,[1 4] ; [ 7 47],[0.6779661 4.3220339] ; [ 7.3220339 46.6779661],0
p1,1,0.757696,0.095177,[1 4] ; [ 8 46],[0.76271186 4.23728814] ; [ 8.23728814 45.76271186],0
a2,1,0.757696,0.095177,[1 4] ; [ 8 46],[0.76271186 4.23728814] ; [ 8.23728814 45.76271186],0
v2,1,0.763822,0.09028,[2 3] ; [17 34],[1.69642857 3.30357143] ; [17.30357143 33.69642857],0
s1,1,0.772114,0.083875,[1 4] ; [ 8 45],[0.77586207 4.22413793] ; [ 8.22413793 44.77586207],0
a3,1,0.78599,0.073724,[3 2] ; [35 18],[3.27586207 1.72413793] ; [34.72413793 18.27586207],0
a6,1,0.786886,0.073092,[3 2] ; [29 25],[2.71186441 2.28813559] ; [29.28813559 24.71186441],0
b5,1,0.786886,0.073092,[2 3] ; [25 29],[2.28813559 2.71186441] ; [24.71186441 29.28813559],0
v3,1,0.82105,0.051164,[1 4] ; [13 40],[1.20689655 3.79310345] ; [12.79310345 40.20689655],0
d2,1,0.883455,0.021489,[3 2] ; [30 23],[2.84482759 2.15517241] ; [30.15517241 22.84482759],0
d5,1,0.895715,0.017181,[3 2] ; [34 20],[3.13559322 1.86440678] ; [33.86440678 20.13559322],0
r2,1,0.931112,0.007473,[3 2] ; [29 21],[2.90909091 2.09090909] ; [29.09090909 20.90909091],0
s2,1,0.935144,0.006622,[1 4] ; [10 44],[0.93220339 4.06779661] ; [10.06779661 43.93220339],0
