Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.010097,6.617647,[ 1 16] ; [4 4],[ 3.4 13.6] ; [1.6 6.4],0
a6,1,0.021743,5.266204,[ 7 11] ; [7 1],[9.69230769 8.30769231] ; [4.30769231 3.69230769],0
p6,1,0.032189,4.588426,[ 5 12] ; [6 2],[7.48 9.52] ; [3.52 4.48],0
p3,1,0.040272,4.206397,[ 8 10] ; [7 1],[10.38461538  7.61538462] ; [4.61538462 3.38461538],0
s3,1,0.040272,4.206397,[ 8 10] ; [7 1],[10.38461538  7.61538462] ; [4.61538462 3.38461538],0
a2,1,0.152053,2.05153,[ 1 17] ; [2 6],[ 2.07692308 15.92307692] ; [0.92307692 7.07692308],0
d5,1,0.164725,1.930303,[12  6] ; [3 5],[10.38461538  7.61538462] ; [4.61538462 3.38461538],0
v1,1,0.164725,1.930303,[ 6 12] ; [5 3],[ 7.61538462 10.38461538] ; [3.38461538 4.61538462],0
s6,1,0.177895,1.815126,[ 7 10] ; [5 2],[8.5 8.5] ; [3.5 3.5],0
b5,1,0.269007,1.221805,[12  6] ; [7 1],[13.15384615  4.84615385] ; [5.84615385 2.15384615],0
s8,1,0.271644,1.208424,[ 5 13] ; [4 4],[ 6.23076923 11.76923077] ; [2.76923077 5.23076923],0
s7,1,0.317113,1.000817,[ 5 12] ; [4 4],[ 6.12 10.88] ; [2.88 5.12],0
p8,1,0.319499,0.990997,[ 7 10] ; [5 3],[8.16 8.84] ; [3.84 4.16],0
u2,1,0.342782,0.9,[2 4] ; [2 1],[2.66666667 3.33333333] ; [1.33333333 1.66666667],0
r4,1,0.346912,0.884722,[ 8 10] ; [2 6],[ 6.92307692 11.07692308] ; [3.07692308 4.92307692],0
v2,1,0.420113,0.65,[ 6 12] ; [4 4],[ 6.92307692 11.07692308] ; [3.07692308 4.92307692],0
b1,1,0.420113,0.65,[12  6] ; [4 4],[11.07692308  6.92307692] ; [4.92307692 3.07692308],0
p2,1,0.431847,0.617851,[10  7] ; [6 2],[10.88  6.12] ; [5.12 2.88],0
n6,1,0.431847,0.617851,[10  7] ; [6 2],[10.88  6.12] ; [5.12 2.88],0
p4,1,0.49205,0.472041,[11  7] ; [6 2],[11.76923077  6.23076923] ; [5.23076923 2.76923077],0
a4,1,0.49205,0.472041,[ 7 11] ; [2 6],[ 6.23076923 11.76923077] ; [2.76923077 5.23076923],0
s5,1,0.504036,0.446429,[ 3 15] ; [2 5],[ 3.6 14.4] ; [1.4 5.6],0
p5,1,0.520146,0.413603,[ 4 13] ; [1 7],[ 3.4 13.6] ; [1.6 6.4],0
a7,1,0.555126,0.348214,[9 9] ; [3 5],[8.30769231 9.69230769] ; [3.69230769 4.30769231],0
r1,1,0.555126,0.348214,[9 9] ; [3 5],[8.30769231 9.69230769] ; [3.69230769 4.30769231],0
s4,1,0.561545,0.337037,[ 4 14] ; [1 7],[ 3.46153846 14.53846154] ; [1.53846154 6.46153846],0
b2,1,0.573138,0.31746,[ 4 10] ; [1 5],[ 3.5 10.5] ; [1.5 4.5],0
b3,1,0.573138,0.31746,[ 4 10] ; [1 5],[ 3.5 10.5] ; [1.5 4.5],0
p11,1,0.596613,0.280135,[11  7] ; [4 4],[10.38461538  7.61538462] ; [4.61538462 3.38461538],0
b4,1,0.596613,0.280135,[11  7] ; [4 4],[10.38461538  7.61538462] ; [4.61538462 3.38461538],0
d4,1,0.620079,0.245756,[13  5] ; [5 3],[12.46153846  5.53846154] ; [5.53846154 2.46153846],0
p9,1,0.620079,0.245756,[13  5] ; [5 3],[12.46153846  5.53846154] ; [5.53846154 2.46153846],0
r3,1,0.670896,0.180556,[12  6] ; [6 2],[12.46153846  5.53846154] ; [5.53846154 2.46153846],0
d1,1,0.670896,0.180556,[ 6 12] ; [2 6],[ 5.53846154 12.46153846] ; [2.46153846 5.53846154],0
s1,1,0.785792,0.073864,[ 3 15] ; [1 7],[ 2.76923077 15.23076923] ; [1.23076923 6.76923077],0
d3,1,0.793117,0.068783,[ 8 10] ; [4 4],[8.30769231 9.69230769] ; [3.69230769 4.30769231],0
n5,1,0.836701,0.042484,[12  6] ; [5 3],[11.76923077  6.23076923] ; [5.23076923 2.76923077],0
a3,1,0.836701,0.042484,[12  6] ; [5 3],[11.76923077  6.23076923] ; [5.23076923 2.76923077],0
p10,1,0.836701,0.042484,[12  6] ; [5 3],[11.76923077  6.23076923] ; [5.23076923 2.76923077],0
a5,1,0.882832,0.021721,[13  5] ; [6 2],[13.15384615  4.84615385] ; [5.84615385 2.15384615],0
r2,1,0.890787,0.018854,[9 8] ; [4 4],[8.84 8.16] ; [4.16 3.84],0
n4,1,0.946434,0.004514,[11  7] ; [5 3],[11.07692308  6.92307692] ; [4.92307692 3.07692308],0
d2,1,1.0,0.0,[9 9] ; [4 4],[9. 9.] ; [4. 4.],0
a8,1,1.0,0.0,[ 4 12] ; [2 6],[ 4. 12.] ; [2. 6.],0
