Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,57.29271,[83 65] ; [ 17 116],[52.66903915 95.33096085] ; [47.33096085 85.66903915],1
v1,1,0.0,27.37529,[89 62] ; [38 97],[67.05244755 83.94755245] ; [59.94755245 75.05244755],1
r1,1,3.7e-05,17.015928,[126  27] ; [83 54],[110.26551724  42.73448276] ; [98.73448276 38.26551724],1
p7,1,0.000104,15.063248,[101  50] ; [60 76],[84.70731707 66.29268293] ; [76.29268293 59.70731707],1
p11,1,0.00029,13.132125,[128  25] ; [90 48],[114.6185567  38.3814433] ; [103.3814433  34.6185567],1
a5,1,0.00122,10.45914,[114  39] ; [78 60],[100.94845361  52.05154639] ; [91.05154639 46.94845361],0
a3,1,0.001322,10.311512,[116  37] ; [79 57],[103.23529412  49.76470588] ; [91.76470588 44.23529412],0
d1,1,0.001436,10.158883,[94 59] ; [59 79],[80.44329897 72.55670103] ; [72.55670103 65.44329897],0
s8,1,0.006083,7.525588,[ 41 112] ; [ 19 119],[ 31.54639175 121.45360825] ; [ 28.45360825 109.54639175],0
p10,1,0.00627,7.471089,[117  34] ; [86 51],[106.43402778  44.56597222] ; [96.56597222 40.43402778],0
p8,1,0.006479,7.412003,[81 69] ; [52 85],[69.51219512 80.48780488] ; [63.48780488 73.51219512],0
p3,1,0.006869,7.30678,[74 76] ; [46 91],[62.71777003 87.28222997] ; [57.28222997 79.71777003],0
n4,1,0.008831,6.856777,[115  38] ; [84 54],[104.62886598  48.37113402] ; [94.37113402 43.62886598],0
r4,1,0.014875,5.931213,[135  18] ; [107  31],[127.2371134  25.7628866] ; [114.7628866  23.2371134],0
d4,1,0.016475,5.751426,[125  27] ; [97 41],[116.35862069  35.64137931] ; [105.64137931  32.35862069],0
b5,1,0.01814,5.582573,[80 73] ; [91 47],[89.90721649 63.09278351] ; [81.09278351 56.90721649],0
s5,1,0.024002,5.094523,[ 26 124] ; [ 11 122],[ 19.61130742 130.38869258] ; [ 17.38869258 115.61130742],0
p5,1,0.030073,4.70512,[ 12 140] ; [  3 133],[  7.91666667 144.08333333] ; [  7.08333333 128.91666667],0
p2,1,0.033891,4.500215,[126  25] ; [101  37],[118.60553633  32.39446367] ; [108.39446367  29.60553633],0
