Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,68.148459,[181  59] ; [35 82],[145.21008403  94.78991597] ; [70.78991597 46.21008403],1
a6,1,0.0,37.477364,[184  57] ; [51 66],[158.19832402  82.80167598] ; [76.80167598 40.19832402],1
d5,1,1e-06,24.842541,[199  42] ; [68 49],[179.74022346  61.25977654] ; [87.25977654 29.74022346],1
r3,1,3.2e-05,17.324534,[222  18] ; [90 27],[209.74789916  30.25210084] ; [102.25210084  14.74789916],1
a2,1,0.000101,15.125432,[ 51 190] ; [  6 111],[ 38.37150838 202.62849162] ; [18.62849162 98.37150838],1
d1,1,0.000192,13.907607,[133 108] ; [40 77],[116.46089385 124.53910615] ; [56.53910615 60.46089385],1
d4,1,0.00037,12.678613,[191  50] ; [72 45],[177.04748603  63.95251397] ; [85.95251397 31.04748603],1
u1,1,0.000622,11.709116,[ 31 210] ; [  2 115],[ 22.2150838 218.7849162] ; [ 10.7849162 106.2150838],1
a3,1,0.000966,10.891984,[159  80] ; [56 60],[144.74647887  94.25352113] ; [70.25352113 45.74647887],1
r1,1,0.001468,10.118675,[182  57] ; [70 47],[169.17977528  69.82022472] ; [82.82022472 34.17977528],0
r4,1,0.001832,9.710475,[203  38] ; [82 35],[191.8575419  49.1424581] ; [93.1424581 23.8575419],0
a5,1,0.002669,9.021285,[165  76] ; [61 56],[152.1396648  88.8603352] ; [73.8603352 43.1396648],0
v2,1,0.003001,8.806736,[124 107] ; [41 71],[111.12244898 119.87755102] ; [53.87755102 58.12244898],0
s5,1,0.008492,6.92669,[ 29 206] ; [26 85],[ 37.35549133 197.64450867] ; [17.64450867 93.35549133],0
b5,1,0.0118,6.340633,[157  84] ; [60 57],[146.08100559  94.91899441] ; [70.91899441 46.08100559],0
p2,1,0.015059,5.909501,[187  53] ; [75 39],[177.62711864  62.37288136] ; [84.37288136 29.62711864],0
v4,1,0.016715,5.726103,[218  22] ; [96 21],[211.09243697  28.90756303] ; [102.90756303  14.09243697],0
u3,1,0.018496,5.548511,[44 37] ; [21 40],[37.07746479 43.92253521] ; [27.92253521 33.07746479],0
b1,1,0.02217,5.23242,[ 85 156] ; [56 61],[ 94.91899441 146.08100559] ; [46.08100559 70.91899441],0
p10,1,0.025527,4.987766,[167  69] ; [67 47],[157.78285714  78.21714286] ; [76.21714286 37.78285714],0
r2,1,0.051362,3.796431,[217  21] ; [96 18],[211.63068182  26.36931818] ; [101.36931818  12.63068182],0
p5,1,0.073654,3.19964,[ 11 228] ; [ 11 105],[ 14.81126761 224.18873239] ; [  7.18873239 108.81126761],0
p9,1,0.074645,3.177799,[180  57] ; [77 38],[173.03693182  63.96306818] ; [83.96306818 31.03693182],0
p4,1,0.138475,2.194827,[111 128] ; [43 70],[104.5625 134.4375] ; [49.4375 63.5625],0
p8,1,0.151965,2.052411,[111 124] ; [45 70],[104.74285714 130.25714286] ; [51.25714286 63.74285714],0
v1,1,0.157739,1.995769,[107 129] ; [43 72],[100.85470085 135.14529915] ; [49.14529915 65.85470085],0
p3,1,0.172263,1.863137,[ 93 147] ; [36 79],[ 87.21126761 152.78873239] ; [41.78873239 73.21126761],0
s1,1,0.198431,1.653888,[  6 231] ; [  6 110],[  8.05665722 228.94334278] ; [  3.94334278 112.05665722],0
n5,1,0.231237,1.433237,[153  85] ; [82 34],[157.99435028  80.00564972] ; [77.00564972 38.99435028],0
a4,1,0.242676,1.364983,[ 99 141] ; [40 75],[ 93.97183099 146.02816901] ; [45.02816901 69.97183099],0
u2,1,0.268544,1.22417,[40 41] ; [24 36],[36.76595745 44.23404255] ; [27.23404255 32.76595745],0
a8,1,0.294096,1.100776,[ 26 193] ; [  9 102],[ 23.22727273 195.77272727] ; [11.77272727 99.22727273],0
s6,1,0.310378,1.029067,[ 93 144] ; [38 75],[ 88.70571429 148.29428571] ; [42.29428571 70.70571429],0
s3,1,0.311324,1.025051,[ 47 190] ; [28 86],[ 50.64102564 186.35897436] ; [24.35897436 89.64102564],0
n6,1,0.317913,0.997513,[184  56] ; [84 33],[180.16806723  59.83193277] ; [87.83193277 29.16806723],0
v3,1,0.32463,0.970202,[ 69 164] ; [28 86],[ 65.13256484 167.86743516] ; [31.86743516 82.13256484],0
s8,1,0.389704,0.739866,[ 35 206] ; [ 13 103],[ 32.40336134 208.59663866] ; [ 15.59663866 100.40336134],0
b3,1,0.403271,0.698552,[41 88] ; [26 43],[43.65151515 85.34848485] ; [23.34848485 45.65151515],0
b2,1,0.403271,0.698552,[41 88] ; [26 43],[43.65151515 85.34848485] ; [23.34848485 45.65151515],0
p11,1,0.406062,0.690301,[175  66] ; [80 37],[171.66201117  69.33798883] ; [83.33798883 33.66201117],0
n2,1,0.426134,0.633338,[38 23] ; [28 12],[39.86138614 21.13861386] ; [26.13861386 13.86138614],0
d2,1,0.459988,0.545923,[ 99 142] ; [52 63],[102.22191011 138.77808989] ; [48.77808989 66.22191011],0
n1,1,0.562384,0.335593,[21 38] ; [12 28],[19.66666667 39.33333333] ; [13.33333333 26.66666667],0
n3,1,0.565465,0.330331,[45 16] ; [26 12],[43.74747475 17.25252525] ; [27.25252525 10.74747475],0
b4,1,0.631294,0.230311,[144  97] ; [73 44],[146.08100559  94.91899441] ; [70.91899441 46.08100559],0
p7,1,0.659087,0.194634,[126 110] ; [58 56],[124.06857143 111.93142857] ; [59.93142857 54.06857143],0
p12,1,0.707612,0.140674,[  8 231] ; [  3 112],[  7.42655367 231.57344633] ; [  3.57344633 111.42655367],0
n4,1,0.753161,0.098894,[166  74] ; [79 38],[164.70588235  75.29411765] ; [80.29411765 36.70588235],0
p6,1,0.757104,0.095658,[ 55 183] ; [24 87],[ 53.8739255 184.1260745] ; [25.1260745 85.8739255],0
s4,1,0.775784,0.081121,[ 24 213] ; [ 13 104],[ 24.77118644 212.22881356] ; [ 12.22881356 104.77118644],0
a1,1,0.81397,0.05537,[ 11 230] ; [  6 111],[ 11.44413408 229.55586592] ; [  5.55586592 111.44413408],0
p1,1,0.945543,0.004666,[ 20 220] ; [ 10 107],[ 20.16806723 219.83193277] ; [  9.83193277 107.16806723],0
u4,1,0.980718,0.000584,[  2 239] ; [  1 116],[  2.01955307 238.98044693] ; [  0.98044693 116.01955307],0
