Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.004137,8.222738,[20 31] ; [29 13],[26.87096774 24.12903226] ; [22.12903226 19.87096774],0
v3,1,0.006058,7.53298,[11 40] ; [20 21],[17.18478261 33.81521739] ; [13.81521739 27.18478261],0
d4,1,0.01168,6.358863,[37 14] ; [39  3],[41.67741935  9.32258065] ; [34.32258065  7.67741935],0
v1,1,0.017922,5.603735,[19 32] ; [26 16],[24.67741935 26.32258065] ; [20.32258065 21.67741935],0
u1,1,0.025894,4.96309,[ 8 43] ; [15 27],[12.61290323 38.38709677] ; [10.38709677 31.61290323],0
a3,1,0.040858,4.181895,[36 15] ; [37  5],[40.03225806 10.96774194] ; [32.96774194  9.03225806],0
r4,1,0.052864,3.748222,[40 11] ; [39  3],[43.32258065  7.67741935] ; [35.67741935  6.32258065],0
s2,1,0.052864,3.748222,[40 11] ; [39  3],[43.32258065  7.67741935] ; [35.67741935  6.32258065],0
a4,1,0.055575,3.664749,[19 32] ; [24 18],[23.58064516 27.41935484] ; [19.41935484 22.58064516],0
s5,1,0.062945,3.458039,[26 22] ; [28 10],[30.13953488 17.86046512] ; [23.86046512 14.13953488],0
d1,1,0.068525,3.318001,[27 24] ; [30 12],[31.25806452 19.74193548] ; [25.74193548 16.25806452],0
n1,1,0.073638,3.2,[7 8] ; [1 8],[ 5. 10.] ; [3. 6.],0
d5,1,0.074923,3.171723,[39 12] ; [38  4],[42.22580645  8.77419355] ; [34.77419355  7.22580645],0
p11,1,0.081011,3.044501,[42  9] ; [28 14],[38.38709677 12.61290323] ; [31.61290323 10.38709677],0
a8,1,0.085295,2.96101,[ 1 48] ; [ 4 33],[ 2.84883721 46.15116279] ; [ 2.15116279 34.84883721],0
a7,1,0.089163,2.889426,[29 22] ; [31 11],[32.90322581 18.09677419] ; [27.09677419 14.90322581],0
u3,1,0.090969,2.857143,[12  3] ; [2 3],[10.5  4.5] ; [3.5 1.5],0
b4,1,0.096653,2.759922,[24 27] ; [27 15],[27.96774194 23.03225806] ; [23.03225806 18.96774194],0
r1,1,0.101882,2.675831,[35 16] ; [35  7],[38.38709677 12.61290323] ; [31.61290323 10.38709677],0
a2,1,0.132949,2.257731,[ 9 42] ; [13 29],[12.06451613 38.93548387] ; [ 9.93548387 32.06451613],0
p7,1,0.180896,1.790246,[33 16] ; [32  8],[35.78651685 13.21348315] ; [29.21348315 10.78651685],0
p8,1,0.199648,1.64495,[33 18] ; [20 19],[30.03333333 20.96666667] ; [22.96666667 16.03333333],0
p9,1,0.206151,1.598251,[42  8] ; [38  3],[43.95604396  6.04395604] ; [36.04395604  4.95604396],0
s3,1,0.21913,1.510057,[40 11] ; [37  5],[42.22580645  8.77419355] ; [34.77419355  7.22580645],0
r2,1,0.236338,1.402308,[46  4] ; [41  1],[47.2826087  2.7173913] ; [39.7173913  2.2826087],0
s1,1,0.255768,1.291521,[ 4 47] ; [ 1 40],[ 2.77173913 48.22826087] ; [ 2.22826087 38.77173913],0
u2,1,0.291841,1.111111,[10  5] ; [2 3],[9. 6.] ; [3. 2.],0
p3,1,0.297209,1.086676,[31 20] ; [21 21],[28.51612903 22.48387097] ; [23.48387097 18.51612903],0
s6,1,0.310489,1.028593,[43  7] ; [38  3],[44.50549451  5.49450549] ; [36.49450549  4.50549451],0
p2,1,0.328364,0.955339,[45  6] ; [34  8],[43.32258065  7.67741935] ; [35.67741935  6.32258065],0
a5,1,0.41865,0.654102,[35 16] ; [32 10],[36.74193548 14.25806452] ; [30.25806452 11.74193548],0
a1,1,0.446745,0.578898,[ 1 50] ; [ 2 40],[ 1.64516129 49.35483871] ; [ 1.35483871 40.64516129],0
p5,1,0.509696,0.434691,[ 4 47] ; [ 5 37],[ 4.93548387 46.06451613] ; [ 4.06451613 37.93548387],0
a6,1,0.557749,0.343616,[31 20] ; [28 14],[32.35483871 18.64516129] ; [26.64516129 15.35483871],0
s8,1,0.557749,0.343616,[31 20] ; [28 14],[32.35483871 18.64516129] ; [26.64516129 15.35483871],0
n2,1,0.571608,0.32,[12  3] ; [8 1],[12.5  2.5] ; [7.5 1.5],0
p4,1,0.632908,0.228139,[34 17] ; [26 16],[32.90322581 18.09677419] ; [27.09677419 14.90322581],0
n5,1,0.684539,0.165061,[36 15] ; [28 14],[35.09677419 15.90322581] ; [28.90322581 13.09677419],0
n6,1,0.714956,0.133377,[41 10] ; [35  7],[41.67741935  9.32258065] ; [34.32258065  7.67741935],0
p1,1,0.728469,0.120522,[ 6 45] ; [ 4 38],[ 5.48387097 45.51612903] ; [ 4.51612903 37.48387097],0
b5,1,0.728702,0.120307,[31 20] ; [27 15],[31.80645161 19.19354839] ; [26.19354839 15.80645161],0
n4,1,0.769481,0.085881,[35 16] ; [30 12],[35.64516129 15.35483871] ; [29.35483871 12.64516129],0
v4,1,0.824982,0.048904,[47  3] ; [39  3],[46.73913043  3.26086957] ; [39.26086957  2.73913043],0
b3,1,0.873382,0.025397,[ 9 26] ; [ 5 16],[ 8.75 26.25] ; [ 5.25 15.75],0
b2,1,0.873382,0.025397,[ 9 26] ; [ 5 16],[ 8.75 26.25] ; [ 5.25 15.75],0
p6,1,0.885519,0.020729,[26 25] ; [21 19],[26.34065934 24.65934066] ; [20.65934066 19.34065934],0
p12,1,0.898634,0.016227,[ 4 47] ; [ 3 39],[ 3.83870968 47.16129032] ; [ 3.16129032 38.83870968],0
p10,1,0.942457,0.00521,[42  9] ; [34  7],[42.13043478  8.86956522] ; [33.86956522  7.13043478],0
b1,1,0.945493,0.004674,[21 30] ; [17 25],[20.83870968 30.16129032] ; [17.16129032 24.83870968],0
d3,1,0.974765,0.001001,[39 12] ; [32 10],[38.93548387 12.06451613] ; [32.06451613  9.93548387],0
