Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.000158,14.270613,[3 6] ; [40  5],[7.16666667 1.83333333] ; [35.83333333  9.16666667],1
a5,1,0.001062,10.716586,[1 8] ; [32 14],[5.4 3.6] ; [27.6 18.4],0
d3,1,0.007505,7.147864,[2 7] ; [32 14],[5.56363636 3.43636364] ; [28.43636364 17.56363636],0
b1,1,0.017501,5.64543,[8 1] ; [21 25],[4.74545455 4.25454545] ; [24.25454545 21.74545455],0
a4,1,0.053063,3.741948,[1 8] ; [21 25],[3.6 5.4] ; [18.4 27.6],0
b4,1,0.05444,3.699154,[3 6] ; [31 15],[5.56363636 3.43636364] ; [28.43636364 17.56363636],0
a6,1,0.059784,3.543376,[2 7] ; [26 20],[4.58181818 4.41818182] ; [23.41818182 22.58181818],0
a7,1,0.061129,3.506494,[3 6] ; [30 15],[5.5 3.5] ; [27.5 17.5],0
d2,1,0.067889,3.333333,[2 7] ; [25 20],[4.5 4.5] ; [22.5 22.5],0
s4,1,0.080444,3.055909,[3 6] ; [ 5 41],[1.30909091 7.69090909] ; [ 6.69090909 39.30909091],0
v3,1,0.085063,2.965407,[1 8] ; [19 27],[3.27272727 5.72727273] ; [16.72727273 29.27272727],0
s2,1,0.15953,1.978674,[2 7] ; [21 23],[3.90566038 5.09433962] ; [19.09433962 24.90566038],0
p11,1,0.159911,1.975068,[8 1] ; [30 16],[6.21818182 2.78181818] ; [31.78181818 14.21818182],0
s3,1,0.202956,1.620975,[2 7] ; [19 23],[3.70588235 5.29411765] ; [17.29411765 24.70588235],0
n1,1,0.2113,1.5625,[2 3] ; [ 3 17],[1. 4.] ; [ 4. 16.],0
p7,1,0.223225,1.483516,[6 3] ; [20 25],[4.33333333 4.66666667] ; [21.66666667 23.33333333],0
b5,1,0.240761,1.376135,[4 5] ; [30 16],[5.56363636 3.43636364] ; [28.43636364 17.56363636],0
v4,1,0.286718,1.134968,[7 1] ; [29 13],[5.76 2.24] ; [30.24 11.76],0
n5,1,0.291983,1.110453,[7 2] ; [26 18],[5.60377358 3.39622642] ; [27.39622642 16.60377358],0
u3,1,0.312132,1.021635,[1 3] ; [7 6],[1.88235294 2.11764706] ; [6.11764706 6.88235294],0
s7,1,0.319719,0.990097,[2 6] ; [18 23],[3.26530612 4.73469388] ; [16.73469388 24.26530612],0
a3,1,0.336645,0.923165,[5 4] ; [33 13],[6.21818182 2.78181818] ; [31.78181818 14.21818182],0
p2,1,0.372355,0.795789,[7 2] ; [28 17],[5.83333333 3.16666667] ; [29.16666667 15.83333333],0
p8,1,0.382934,0.76126,[4 5] ; [13 31],[2.88679245 6.11320755] ; [14.11320755 29.88679245],0
s6,1,0.419216,0.652511,[4 5] ; [26 18],[5.09433962 3.90566038] ; [24.90566038 19.09433962],0
r3,1,0.496706,0.461966,[8 1] ; [34  9],[7.26923077 1.73076923] ; [34.73076923  8.26923077],0
r2,1,0.509268,0.435572,[4 4] ; [25 15],[4.83333333 3.16666667] ; [24.16666667 15.83333333],0
p6,1,0.541243,0.373241,[2 7] ; [14 29],[2.76923077 6.23076923] ; [13.23076923 29.76923077],0
n6,1,0.555094,0.34827,[5 4] ; [29 15],[5.77358491 3.22641509] ; [28.22641509 15.77358491],0
u2,1,0.604773,0.267857,[1 2] ; [6 6],[1.4 1.6] ; [5.6 6.4],0
s1,1,0.627773,0.235093,[1 8] ; [ 3 43],[0.65454545 8.34545455] ; [ 3.34545455 42.65454545],0
p9,1,0.764905,0.089428,[6 3] ; [27 17],[5.60377358 3.39622642] ; [27.39622642 16.60377358],0
s8,1,0.78981,0.071053,[3 6] ; [13 32],[2.66666667 6.33333333] ; [13.33333333 31.66666667],0
v1,1,0.810445,0.057529,[5 4] ; [22 21],[4.67307692 4.32692308] ; [22.32692308 20.67307692],0
p3,1,0.82156,0.050868,[3 6] ; [13 31],[2.71698113 6.28301887] ; [13.28301887 30.71698113],0
p4,1,0.844515,0.038464,[4 5] ; [18 26],[3.73584906 5.26415094] ; [18.26415094 25.73584906],0
n4,1,0.933359,0.006992,[6 3] ; [30 16],[5.89090909 3.10909091] ; [30.10909091 15.89090909],0
p10,1,0.988676,0.000201,[5 4] ; [24 19],[5.01923077 3.98076923] ; [23.98076923 19.01923077],0
