Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.003258,8.657048,[19 33] ; [34 18],[26.5 25.5] ; [26.5 25.5],0
d5,1,0.008455,6.93446,[19 34] ; [32 20],[25.74285714 27.25714286] ; [25.25714286 26.74285714],0
v2,1,0.035692,4.411765,[12 39] ; [22 29],[17. 34.] ; [17. 34.],0
r3,1,0.038898,4.265316,[35 17] ; [44  8],[39.5 12.5] ; [39.5 12.5],0
a3,1,0.076185,3.144457,[19 33] ; [28 24],[23.5 28.5] ; [23.5 28.5],0
n2,1,0.095108,2.785714,[15 10] ; [12  2],[17.30769231  7.69230769] ; [9.69230769 4.30769231],0
a6,1,0.097267,2.749797,[22 31] ; [30 22],[26.24761905 26.75238095] ; [25.75238095 26.24761905],0
n5,1,0.115582,2.47619,[32 20] ; [24 28],[28. 24.] ; [28. 24.],0
s6,1,0.118029,2.443278,[17 36] ; [24 27],[20.89423077 32.10576923] ; [20.10576923 30.89423077],0
p3,1,0.124129,2.364428,[13 40] ; [20 32],[16.65714286 36.34285714] ; [16.34285714 35.65714286],0
b3,1,0.13113,2.279078,[ 9 28] ; [11 15],[11.74603175 25.25396825] ; [ 8.25396825 17.74603175],0
b2,1,0.13113,2.279078,[ 9 28] ; [11 15],[11.74603175 25.25396825] ; [ 8.25396825 17.74603175],0
u2,1,0.173866,1.84929,[13 21] ; [13 10],[15.50877193 18.49122807] ; [10.49122807 12.50877193],0
p4,1,0.197656,1.659611,[22 31] ; [15 36],[18.85576923 34.14423077] ; [18.14423077 32.85576923],0
s4,1,0.19991,1.643032,[11 42] ; [ 6 46],[ 8.58095238 44.41904762] ; [ 8.41904762 43.58095238],0
v3,1,0.200423,1.639286,[13 38] ; [19 32],[16. 35.] ; [16. 35.],0
r1,1,0.216201,1.529412,[31 21] ; [37 15],[34. 18.] ; [34. 18.],0
r4,1,0.244769,1.352918,[32 21] ; [37 15],[34.82857143 18.17142857] ; [34.17142857 17.82857143],0
d2,1,0.259266,1.27267,[14 39] ; [ 9 43],[11.60952381 41.39047619] ; [11.39047619 40.60952381],0
d3,1,0.269526,1.219158,[15 38] ; [20 32],[17.66666667 35.33333333] ; [17.33333333 34.66666667],0
b1,1,0.277523,1.17918,[26 27] ; [31 21],[28.77142857 24.22857143] ; [28.22857143 23.77142857],0
s2,1,0.283776,1.148917,[13 39] ; [18 34],[15.5 36.5] ; [15.5 36.5],0
