Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,43.077132,[85 66] ; [ 35 134],[56.625 94.375] ; [ 63.375 105.625],1
p2,1,0.0,29.772346,[137  17] ; [106  63],[115.85758514  38.14241486] ; [127.14241486  41.85758514],1
p4,1,0.0,26.893079,[87 67] ; [ 47 121],[64.08695652 89.91304348] ; [69.91304348 98.08695652],1
p6,1,4e-06,21.344885,[ 51 102] ; [ 20 148],[ 33.8411215 119.1588785] ; [ 37.1588785 130.8411215],1
s8,1,0.000745,11.37259,[71 83] ; [ 47 121],[56.43478261 97.56521739] ; [ 61.56521739 106.43478261],1
r4,1,0.001814,9.728443,[142  13] ; [134  35],[132.03703704  22.96296296] ; [143.96296296  25.03703704],0
p10,1,0.001978,9.569659,[125  28] ; [111  56],[112.8375  40.1625] ; [123.1625  43.8375],0
s6,1,0.002113,9.448465,[107  45] ; [89 77],[93.68553459 58.31446541] ; [102.31446541  63.68553459],0
n3,1,0.004225,8.184572,[36  6] ; [35 24],[29.52475248 12.47524752] ; [41.47524752 17.52475248],0
p9,1,0.007341,7.187573,[130  24] ; [118  46],[120.10062893  33.89937107] ; [127.89937107  36.10062893],0
r1,1,0.00805,7.022361,[132  20] ; [127  42],[122.64174455  29.35825545] ; [136.35825545  32.64174455],0
r3,1,0.008415,6.94289,[148   6] ; [148  20],[141.56521739  12.43478261] ; [154.43478261  13.56521739],0
v4,1,0.009276,6.768989,[146   6] ; [148  20],[139.65  12.35] ; [154.35  13.65],0
s5,1,0.009813,6.668546,[53 99] ; [ 35 126],[ 42.73482428 109.26517572] ; [ 45.26517572 115.73482428],0
s3,1,0.010042,6.627421,[85 65] ; [70 96],[73.57594937 76.42405063] ; [81.42405063 84.57594937],0
d5,1,0.028769,4.781362,[136  18] ; [134  35],[128.73065015  25.26934985] ; [141.26934985  27.73065015],0
n6,1,0.047988,3.91041,[130  23] ; [128  40],[122.97196262  30.02803738] ; [135.02803738  32.97196262],0
p11,1,0.07979,3.069168,[119  36] ; [115  54],[111.94444444  43.05555556] ; [122.05555556  46.94444444],0
a8,1,0.081246,3.039805,[ 26 114] ; [ 18 140],[ 20.67114094 119.32885906] ; [ 23.32885906 134.67114094],0
s2,1,0.093108,2.819793,[76 78] ; [66 99],[68.55172414 85.44827586] ; [73.44827586 91.55172414],0
n5,1,0.108969,2.569108,[117  36] ; [115  53],[110.57943925  42.42056075] ; [121.42056075  46.57943925],0
a3,1,0.15762,1.996917,[123  32] ; [122  46],[117.56965944  37.43034056] ; [127.43034056  40.56965944],0
s7,1,0.185986,1.749135,[69 80] ; [63 99],[63.24115756 85.75884244] ; [68.75884244 93.24115756],0
v1,1,0.225791,1.467182,[78 75] ; [72 91],[72.62658228 80.37341772] ; [77.37341772 85.62658228],0
u1,1,0.252645,1.308616,[ 22 133] ; [ 32 137],[ 25.83333333 129.16666667] ; [ 28.16666667 140.83333333],0
d3,1,0.293768,1.102274,[113  41] ; [115  54],[108.70588235  45.29411765] ; [119.29411765  49.70588235],0
b1,1,0.298633,1.080287,[59 96] ; [ 55 114],[ 54.53703704 100.46296296] ; [ 59.46296296 109.53703704],0
b4,1,0.31536,1.008092,[85 70] ; [102  67],[89.45987654 65.54012346] ; [97.54012346 71.45987654],0
d1,1,0.316467,1.003493,[101  54] ; [101  68],[96.63580247 58.36419753] ; [105.36419753  63.63580247],0
p12,1,0.38239,0.763005,[  6 149] ; [ 10 157],[  7.70186335 147.29813665] ; [  8.29813665 158.70186335],0
n2,1,0.411981,0.673077,[33  9] ; [45 18],[31.2 10.8] ; [46.8 16.2],0
v2,1,0.42001,0.650288,[80 70] ; [79 83],[76.44230769 73.55769231] ; [82.55769231 79.44230769],0
s1,1,0.435914,0.607014,[  7 143] ; [  5 162],[  5.67823344 144.32176656] ; [  6.32176656 160.67823344],0
a2,1,0.457496,0.552014,[ 41 114] ; [ 51 118],[ 44.01234568 110.98765432] ; [ 47.98765432 121.01234568],0
u3,1,0.487603,0.481812,[14 17] ; [25 22],[15.5 15.5] ; [23.5 23.5],0
d2,1,0.512467,0.429026,[82 72] ; [95 72],[84.91588785 69.08411215] ; [92.08411215 74.91588785],0
r2,1,0.55378,0.35059,[140  10] ; [152  14],[138.60759494  11.39240506] ; [153.39240506  12.60759494],0
a1,1,0.572085,0.319206,[  7 148] ; [ 10 159],[  8.13271605 146.86728395] ; [  8.86728395 160.13271605],0
a7,1,0.579193,0.307541,[117  38] ; [123  46],[114.81481481  40.18518519] ; [125.18518519  43.81481481],0
d4,1,0.58688,0.295243,[131  23] ; [140  29],[129.20743034  24.79256966] ; [141.79256966  27.20743034],0
a6,1,0.603565,0.269652,[109  45] ; [124  45],[111.08978328  42.91021672] ; [121.91021672  47.08978328],0
s4,1,0.641695,0.216533,[ 21 132] ; [ 26 141],[ 22.471875 130.528125] ; [ 24.528125 142.471875],0
n4,1,0.654427,0.200364,[119  35] ; [127  42],[117.2879257  36.7120743] ; [128.7120743  40.2879257],0
n1,1,0.659381,0.194276,[14 26] ; [24 37],[15.04950495 24.95049505] ; [22.95049505 38.04950495],0
u2,1,0.706649,0.141647,[14 16] ; [24 23],[14.80519481 15.19480519] ; [23.19480519 23.80519481],0
a4,1,0.770681,0.084963,[80 74] ; [90 78],[81.30434783 72.69565217] ; [88.69565217 79.30434783],0
b5,1,0.783851,0.075242,[94 61] ; [105  64],[95.20061728 59.79938272] ; [103.79938272  65.20061728],0
v3,1,0.83609,0.042806,[ 48 100] ; [ 54 107],[48.85436893 99.14563107] ; [ 53.14563107 107.85436893],0
p5,1,0.858275,0.031888,[  8 146] ; [  8 160],[  7.65217391 146.34782609] ; [  8.34782609 159.65217391],0
b2,1,0.902086,0.015135,[33 55] ; [37 64],[32.59259259 55.40740741] ; [37.40740741 63.59259259],0
b3,1,0.902086,0.015135,[33 55] ; [37 64],[32.59259259 55.40740741] ; [37.40740741 63.59259259],0
u4,1,0.91484,0.011435,[  3 152] ; [  3 166],[  2.87037037 152.12962963] ; [  3.12962963 165.87037037],0
p1,1,0.955591,0.003101,[  9 146] ; [ 10 158],[  9.11764706 145.88235294] ; [  9.88235294 158.11764706],0
