Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,112.053421,[81 49] ; [ 27 224],[36.8503937 93.1496063] ; [ 71.1496063 179.8503937],1
s2,1,0.0,76.632622,[92 39] ; [ 59 188],[52.33068783 78.66931217] ; [ 98.66931217 148.33068783],1
s3,1,0.0,57.9821,[96 33] ; [ 81 164],[61.05080214 67.94919786] ; [115.94919786 129.05080214],1
s6,1,0.0,56.572973,[105  23] ; [102 145],[70.656 57.344] ; [136.344 110.656],1
s5,1,1.9e-05,18.250767,[47 81] ; [ 41 202],[30.36118598 97.63881402] ; [ 57.63881402 185.36118598],1
a3,1,0.000397,12.548221,[101  30] ; [146 102],[85.37467018 45.62532982] ; [161.62532982  86.37467018],1
n4,1,0.001185,10.514308,[99 31] ; [148 101],[84.72295515 45.27704485] ; [162.27704485  86.72295515],0
u1,1,0.0016,9.959305,[ 24 107] ; [ 19 232],[ 14.7460733 116.2539267] ; [ 28.2539267 222.7460733],0
v2,1,0.001929,9.616349,[73 53] ; [ 96 139],[58.98614958 67.01385042] ; [110.01385042 124.98614958],0
r1,1,0.0039,8.32994,[106  23] ; [170  79],[94.19047619 34.80952381] ; [181.80952381  67.19047619],0
p10,1,0.004482,8.077604,[102  28] ; [158  88],[89.89361702 40.10638298] ; [170.10638298  75.89361702],0
a2,1,0.005359,7.75421,[34 97] ; [ 36 215],[ 24.0052356 106.9947644] ; [ 45.9947644 205.0052356],0
a5,1,0.005685,7.64755,[96 35] ; [148 103],[83.67539267 47.32460733] ; [160.32460733  90.67539267],0
n5,1,0.006612,7.375509,[95 34] ; [147 100],[83.02659574 45.97340426] ; [158.97340426  88.02659574],0
d1,1,0.008438,6.938072,[76 55] ; [110 141],[63.78534031 67.21465969] ; [122.21465969 128.78534031],0
p4,1,0.011794,6.341585,[47 83] ; [ 59 188],[36.55172414 93.44827586] ; [ 69.44827586 177.55172414],0
a4,1,0.017105,5.685608,[60 71] ; [ 83 166],[49.29736842 81.70263158] ; [ 93.70263158 155.29736842],0
p9,1,0.017752,5.620449,[103  25] ; [169  76],[93.34048257 34.65951743] ; [178.65951743  66.34048257],0
d5,1,0.021401,5.293843,[104  26] ; [173  78],[94.5144357 35.4855643] ; [182.4855643  68.5144357],0
a8,1,0.022656,5.194714,[23 92] ; [ 26 210],[16.05413105 98.94586895] ; [ 32.94586895 203.05413105],0
p7,1,0.023431,5.136298,[58 67] ; [ 84 161],[47.97297297 77.02702703] ; [ 94.02702703 150.97297297],0
r3,1,0.026392,4.93018,[122   8] ; [214  34],[115.55555556  14.44444444] ; [220.44444444  27.55555556],0
v1,1,0.033231,4.533844,[59 68] ; [ 86 159],[49.50268817 77.49731183] ; [ 95.49731183 149.50268817],0
d2,1,0.038017,4.304248,[64 66] ; [ 95 154],[54.53825858 75.46174142] ; [104.46174142 144.53825858],0
p8,1,0.040789,4.184758,[49 79] ; [ 69 178],[40.27733333 87.72266667] ; [ 77.72266667 169.27733333],0
s4,1,0.042095,4.131363,[ 28 103] ; [ 33 215],[ 21.08443272 109.91556728] ; [ 39.91556728 208.08443272],0
v3,1,0.051052,3.806558,[46 80] ; [ 64 176],[37.86885246 88.13114754] ; [ 72.13114754 167.86885246],0
r2,1,0.065107,3.402267,[118   9] ; [212  33],[112.66129032  14.33870968] ; [217.33870968  27.66129032],0
n2,1,0.089713,2.879511,[37  9] ; [53 27],[32.85714286 13.14285714] ; [57.14285714 22.85714286],0
u4,1,0.092218,2.835222,[  4 127] ; [  2 249],[  2.05759162 128.94240838] ; [  3.94240838 247.05759162],0
n6,1,0.122161,2.3894,[102  26] ; [181  69],[95.83068783 32.16931217] ; [187.16931217  62.83068783],0
d3,1,0.129552,2.297859,[88 42] ; [150 101],[81.20734908 48.79265092] ; [156.79265092  94.20734908],0
p11,1,0.153143,2.040664,[96 35] ; [166  85],[89.84816754 41.15183246] ; [172.15183246  78.84816754],0
r4,1,0.156388,2.008811,[107  24] ; [189  62],[101.5078534  29.4921466] ; [194.4921466  56.5078534],0
u3,1,0.165888,1.919715,[18 12] ; [47 56],[14.66165414 15.33834586] ; [50.33834586 52.66165414],0
p2,1,0.221516,1.494523,[96 35] ; [168  82],[90.77165354 40.22834646] ; [173.22834646  76.77165354],0
v4,1,0.222432,1.488614,[116  11] ; [216  32],[112.43733333  14.56266667] ; [219.56266667  28.43733333],0
a7,1,0.275157,1.190854,[96 35] ; [169  80],[91.35526316 39.64473684] ; [173.64473684  75.35526316],0
p5,1,0.295905,1.092557,[  7 122] ; [  8 241],[  5.11904762 123.88095238] ; [  9.88095238 239.11904762],0
a6,1,0.332972,0.937306,[80 50] ; [167  84],[84.27821522 45.72178478] ; [162.72178478  88.27821522],0
n1,1,0.37254,0.795173,[19 26] ; [27 52],[16.69354839 28.30645161] ; [29.30645161 49.69354839],0
d4,1,0.378753,0.774747,[103  27] ; [188  62],[99.55263158 30.44736842] ; [191.44736842  58.55263158],0
b5,1,0.393565,0.727898,[75 56] ; [155  96],[78.87434555 52.12565445] ; [151.12565445  99.87434555],0
b2,1,0.456489,0.554489,[31 58] ; [40 93],[28.46396396 60.53603604] ; [42.53603604 90.46396396],0
b3,1,0.456489,0.554489,[31 58] ; [40 93],[28.46396396 60.53603604] ; [42.53603604 90.46396396],0
s1,1,0.502128,0.450436,[  6 123] ; [  8 237],[  4.82887701 124.17112299] ; [  9.17112299 235.82887701],0
b1,1,0.542035,0.371782,[49 82] ; [ 86 165],[46.29581152 84.70418848] ; [ 88.70418848 162.29581152],0
a1,1,0.550805,0.355877,[  5 126] ; [ 13 238],[  6.17277487 124.82722513] ; [ 11.82722513 239.17277487],0
p12,1,0.629629,0.232565,[  6 124] ; [  9 241],[  5.13157895 124.86842105] ; [  9.86842105 240.13157895],0
u2,1,0.692743,0.156132,[15 14] ; [49 54],[14.06060606 14.93939394] ; [49.93939394 53.06060606],0
n3,1,0.756131,0.096451,[28 17] ; [52 28],[28.8 16.2] ; [51.2 28.8],0
b4,1,0.849409,0.036051,[77 54] ; [145 106],[76.13089005 54.86910995] ; [145.86910995 105.13089005],0
