Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1e-06,23.261609,[56 38] ; [23 70],[39.71122995 54.28877005] ; [39.28877005 53.71122995],1
v1,1,0.000416,12.458353,[65 29] ; [41 53],[53. 41.] ; [53. 41.],1
d4,1,0.001793,9.749958,[86 11] ; [67 28],[77.296875 19.703125] ; [75.703125 19.296875],0
d5,1,0.004108,8.235298,[84 13] ; [66 29],[75.78125 21.21875] ; [74.21875 20.78125],0
p8,1,0.013763,6.068351,[54 40] ; [38 58],[45.51578947 48.48421053] ; [46.48421053 49.51578947],0
r3,1,0.026379,4.930979,[93  3] ; [85 11],[89.  7.] ; [89.  7.],0
s1,1,0.02967,4.728288,[ 2 93] ; [ 9 86],[ 5.5 89.5] ; [ 5.5 89.5],0
p7,1,0.036767,4.361168,[67 26] ; [54 40],[60.17647059 32.82352941] ; [60.82352941 33.17647059],0
b1,1,0.036853,4.357179,[38 59] ; [52 44],[45.23316062 51.76683938] ; [44.76683938 51.23316062],0
n3,1,0.038603,4.278274,[15  3] ; [15 13],[11.73913043  6.26086957] ; [18.26086957  9.73913043],0
p10,1,0.046973,3.946342,[77 16] ; [67 28],[71.23404255 21.76595745] ; [72.76595745 22.23404255],0
p3,1,0.070394,3.273802,[54 42] ; [41 54],[47.7486911 48.2513089] ; [47.2513089 47.7486911],0
r4,1,0.071821,3.240895,[92  5] ; [84 12],[88.45595855  8.54404145] ; [87.54404145  8.45595855],0
p9,1,0.073391,3.205498,[77 16] ; [69 27],[71.84126984 21.15873016] ; [74.15873016 21.84126984],0
p1,1,0.073638,3.2,[ 3 93] ; [ 9 87],[ 6. 90.] ; [ 6. 90.],0
r2,1,0.07979,3.069175,[91  3] ; [87  9],[88.06315789  5.93684211] ; [89.93684211  6.06315789],0
a3,1,0.091884,2.841049,[77 20] ; [66 30],[71.87046632 25.12953368] ; [71.12953368 24.87046632],0
u4,1,0.099741,2.709686,[ 5 92] ; [ 1 95],[ 3.01554404 93.98445596] ; [ 2.98445596 93.01554404],0
s4,1,0.129776,2.295186,[14 82] ; [22 73],[18.09424084 77.90575916] ; [17.90575916 77.09424084],0
a5,1,0.134702,2.237466,[75 22] ; [65 31],[70.3626943 26.6373057] ; [69.6373057 26.3626943],0
n4,1,0.157373,1.999291,[80 15] ; [73 23],[76.09947644 18.90052356] ; [76.90052356 19.09947644],0
n1,1,0.219149,1.509932,[9 9] ; [10 21],[ 6.97959184 11.02040816] ; [12.02040816 18.97959184],0
b2,1,0.241864,1.369699,[34 31] ; [26 36],[30.70866142 34.29133858] ; [29.29133858 32.70866142],0
b3,1,0.241864,1.369699,[34 31] ; [26 36],[30.70866142 34.29133858] ; [29.29133858 32.70866142],0
s2,1,0.246114,1.34523,[51 46] ; [42 53],[46.984375 50.015625] ; [46.015625 48.984375],0
d1,1,0.280699,1.163701,[53 44] ; [45 51],[49.25388601 47.74611399] ; [48.74611399 47.25388601],0
b5,1,0.281084,1.161842,[40 57] ; [47 49],[43.7253886 53.2746114] ; [43.2746114 52.7253886],0
s6,1,0.281825,1.158268,[58 36] ; [63 28],[61.48108108 32.51891892] ; [59.51891892 31.48108108],0
s3,1,0.306342,1.04638,[52 44] ; [59 37],[55.5 40.5] ; [55.5 40.5],0
d2,1,0.348756,0.877979,[51 46] ; [44 52],[47.74611399 49.25388601] ; [47.25388601 48.74611399],0
d3,1,0.350798,0.87057,[42 55] ; [48 48],[45.23316062 51.76683938] ; [44.76683938 51.23316062],0
s5,1,0.370746,0.801161,[42 50] ; [36 56],[39. 53.] ; [39. 53.],0
v4,1,0.395984,0.720488,[91  6] ; [86  9],[89.421875  7.578125] ; [87.578125  7.421875],0
u3,1,0.418551,0.65438,[ 9 11] ; [17 13],[10.4  9.6] ; [15.6 14.4],0
s8,1,0.425348,0.635492,[50 46] ; [44 51],[47.2460733 48.7539267] ; [46.7539267 48.2460733],0
n2,1,0.453453,0.562007,[14  4] ; [21 10],[12.85714286  5.14285714] ; [22.14285714  8.85714286],0
a4,1,0.477359,0.504891,[41 56] ; [45 50],[43.44791667 53.55208333] ; [42.55208333 52.44791667],0
n6,1,0.480384,0.497991,[78 16] ; [75 20],[76.0952381 17.9047619] ; [76.9047619 18.0952381],0
p2,1,0.491507,0.473225,[75 20] ; [71 24],[73. 22.] ; [73. 22.],0
u1,1,0.538737,0.377886,[ 5 92] ; [ 7 89],[ 6.03108808 90.96891192] ; [ 5.96891192 90.03108808],0
a8,1,0.577247,0.310706,[13 81] ; [10 80],[11.75 82.25] ; [11.25 78.75],0
p4,1,0.607792,0.263403,[51 43] ; [48 47],[49.23809524 44.76190476] ; [49.76190476 45.23809524],0
p5,1,0.642161,0.215927,[11 84] ; [13 81],[12.06349206 82.93650794] ; [11.93650794 82.06349206],0
b4,1,0.713905,0.134407,[51 46] ; [53 43],[52.26943005 44.73056995] ; [51.73056995 44.26943005],0
s7,1,0.715272,0.133068,[51 41] ; [48 43],[49.7704918 42.2295082] ; [49.2295082 41.7704918],0
a6,1,0.724348,0.124365,[38 59] ; [40 56],[39.20207254 57.79792746] ; [38.79792746 57.20207254],0
p6,1,0.727596,0.12133,[32 61] ; [35 60],[33.14361702 59.85638298] ; [33.85638298 61.14361702],0
n5,1,0.765886,0.088661,[72 22] ; [71 24],[71.12169312 22.87830688] ; [71.87830688 23.12169312],0
a1,1,0.769677,0.08573,[ 6 91] ; [ 5 91],[ 5.52849741 91.47150259] ; [ 5.47150259 90.52849741],0
a2,1,0.782276,0.076372,[ 8 89] ; [ 9 87],[ 8.54404145 88.45595855] ; [ 8.45595855 87.54404145],0
u2,1,0.961749,0.0023,[10  9] ; [16 14],[10.08163265  8.91836735] ; [15.91836735 14.08163265],0
p12,1,0.969616,0.001451,[ 6 87] ; [ 6 89],[ 5.93617021 87.06382979] ; [ 6.06382979 88.93617021],0
p11,1,0.969717,0.001441,[76 21] ; [75 21],[75.89119171 21.10880829] ; [75.10880829 20.89119171],0
